iucn_sid,year,cat_ts,cat_ts_score,iucn_version
133172,2014,LC,0,2017-3
133173,2008,VU,0.4,2017-3
133174,2008,VU,0.4,2017-3
133175,2008,NT,0.2,2017-3
133175,2014,NT,0.2,2017-3
133176,2008,LC,0,2017-3
133177,2008,VU,0.4,2017-3
133178,2008,NT,0.2,2017-3
133179,2008,LC,0,2017-3
133180,2008,NT,0.2,2017-3
133182,2008,VU,0.4,2017-3
133183,2008,LC,0,2017-3
133183,2014,LC,0,2017-3
133185,2008,VU,0.4,2017-3
133186,2008,LC,0,2017-3
133186,2014,LC,0,2017-3
133188,2008,LC,0,2017-3
133192,2008,LC,0,2017-3
133192,2014,LC,0,2017-3
133193,2008,VU,0.4,2017-3
133194,2008,LC,0,2017-3
133196,2008,NT,0.2,2017-3
133197,2008,LC,0,2017-3
133197,2014,LC,0,2017-3
133198,2008,LC,0,2017-3
133198,2014,LC,0,2017-3
133200,2008,NT,0.2,2017-3
133200,2014,NT,0.2,2017-3
133201,2008,LC,0,2017-3
133201,2014,LC,0,2017-3
133203,2008,VU,0.4,2017-3
133203,2014,VU,0.4,2017-3
133206,2008,EN,0.6,2017-3
133207,2008,LC,0,2017-3
133208,2008,NT,0.2,2017-3
133208,2014,NT,0.2,2017-3
133209,2008,LC,0,2017-3
133209,2014,LC,0,2017-3
133210,2008,LC,0,2017-3
133212,2008,LC,0,2017-3
133213,2008,NT,0.2,2017-3
133215,2008,LC,0,2017-3
133215,2014,LC,0,2017-3
133216,2008,NT,0.2,2017-3
133216,2014,NT,0.2,2017-3
133218,2008,LC,0,2017-3
133219,2008,VU,0.4,2017-3
133220,2008,VU,0.4,2017-3
133220,2014,VU,0.4,2017-3
133222,2008,LC,0,2017-3
133222,2014,LC,0,2017-3
133223,2008,VU,0.4,2017-3
133224,2008,LC,0,2017-3
133225,2008,NT,0.2,2017-3
133226,2008,EN,0.6,2017-3
133227,2008,NT,0.2,2017-3
133229,2008,VU,0.4,2017-3
133231,2008,NT,0.2,2017-3
133231,2014,NT,0.2,2017-3
133233,2008,VU,0.4,2017-3
