am_sid,iucn_sid,sciname,main_common_name,cat,cat_score
Fis-23481,191210,Dorosoma cepedianum,Gizzard Shad,LC,0
Fis-23482,191211,Dorosoma petenense,Threadfin Shad,LC,0
Fis-30346,169587,Nematalosa galatheae,Galathea Gizzard Shad,LC,0
Fis-23662,154774,Nematalosa nasus,Bloch's Gizzard Shad,LC,0
Fis-29638,154792,Anodontostoma thailandiae,Thai Gizzard Shad,LC,0
Fis-150747,183757,Ilisha fuerthii,Hatchet Herring,LC,0
Fis-23727,183416,Pliosteostoma lutipinnis,Yellowfin Herring,LC,0
Fis-23435,155181,Chirocentrodon bleekerianus,Dogtooth Herring,LC,0
Fis-23665,183217,Neoopisthopterus tropicus,Tropical longfin herring,LC,0
Fis-23683,183922,Opisthopterus dovii,Dove's Longfin Herring,LC,0
Fis-30559,155311,Raconda russeliana,Raconda,LC,0
Fis-29948,183856,Engraulis mordax,California Anchovy,LC,0
Fis-23355,155294,Anchoviella brevirostris,Snubnose Anchovy,LC,0
Fis-23341,183309,Anchoa argentivittata,Silverstripe Anchovy,LC,0
Fis-23348,183382,Anchoa helleri,Heller's Anchovy,LC,0
Fis-136960,155225,Arnoglossus rueppelii,Rüppell's Scaldback,LC,0
Fis-29684,2352,Atherina boyeri,Black Sea Silverside,LC,0
Fis-23847,187805,Symphodus tinca,East Atlantic Peacock Wrasse,LC,0
Fis-23846,187653,Symphodus roissali,Five-spotted Wrasse,LC,0
Fis-29910,154995,Diaphus holti,Small Lantern Fish,LC,0
Fis-23472,154729,Diaphus rafinesquii,White-spotted Lantern Fish,LC,0
Fis-161966,198775,Coelorinchus caelorhincus,Hollowsnout Grenadier,LC,0
Fis-23602,135579,Liza aurata,Golden Grey Mullet,LC,0
Fis-23603,135681,Liza saliens,Leaping Mullet,LC,0
Fis-23677,194815,Ophichthus rufus,Rufus Snake Eel,LC,0
Fis-23707,15873,Pagrus pagrus,Red Porgy,LC,0
Fis-30687,21257,Syngnathus abaster,Black-striped Pipefish,LC,0
Fis-163884,194896,Tripterygion tripteronotum,Moma Nariguda,LC,0
Fis-23845,187714,Symphodus cinereus,Grey Wrasse,LC,0
Fis-163966,187492,Symphodus ocellatus,Ocellated Wrasse,LC,0
Fis-29581,178023,Acanthurus monroviae,Monrovia Surgeonfish,LC,0
Fis-23547,10069,Hippocampus hippocampus,NA,VU,0.4
Fis-130691,41006,Hippocampus guttulatus,NA,VU,0.4
Fis-30713,170334,Tetrapturus belone,Mediterranean Shortbill Spearfish,LC,0
Fis-30289,183799,Merluccius angustimanus,Panama hake,LC,0
Fis-30237,155115,Lethrinus reticulatus,Red Snout Emperor,LC,0
Fis-30231,154951,Lethrinus genivittatus,Thread-fin Emperor,LC,0
Fis-23588,155118,Lethrinus conchyliatus,Red Axil Emperor,LC,0
Fis-23505,154880,Gaidropsarus macrophthalmus,Bigeye Rockling,LC,0
Fis-23326,155134,Alepes vari,Herring Scad,LC,0
Fis-29758,183579,Caranx caballus,Green Jack,LC,0
Fis-29759,183324,Caranx caninus,Pacific Crevalle Jack,LC,0
Fis-23426,183808,Carangoides otrynter,Threadfin Jack,LC,0
Fis-29766,155130,Caranx sexfasciatus,Bigeye Trevally,LC,0
Fis-13477,183293,Caranx vinctus,Cocinero,LC,0
Fis-23414,154807,Caranx crysos,Blue Runner,LC,0
Fis-29810,183872,Chloroscombrus orqueta,Pacific Bumper,LC,0
Fis-23536,183814,Hemicaranx leucurus,Yellowfin Jack,LC,0
Fis-30088,183688,Hemicaranx zelotes,Blackfin Jack,LC,0
Fis-23671,183972,Oligoplites altus,Longjaw Leatherjacket,LC,0
Fis-30433,183429,Oligoplites refulgens,Shortjaw Leatherjack,LC,0
Fis-23802,183636,Selene brevoortii,Mexican Lookdown,LC,0
Fis-30648,183349,Selene orstedii,Mexican Moonfish,LC,0
Fis-30649,183213,Selene peruviana,Pacific Moonfish,LC,0
Fis-30654,183685,Seriola peruana,Darkfin amberjack,LC,0
Fis-30728,183719,Trachinotus kennedyi,Blackblotch Pompano,LC,0
Fis-30732,183684,Trachinotus paitensis,Paloma Pompano,LC,0
Fis-23866,155159,Trachinotus rhodopus,Gafftopsail Pompano,LC,0
Fis-23867,184003,Trachinotus stilbe,Steel Pompano,LC,0
Fis-24088,194838,Lepidion lepidion,Mediterranean Codling,LC,0
Fis-47467,18175,Pristis pectinata,Smalltooth Sawfish,CR,0.8
Fis-131824,39397,Dipturus batis,Common Skate,CR,0.8
Fis-30563,39399,Raja clavata,Thornback Skate,NT,0.2
Fis-24098,198921,Manta birostris,Giant Manta Ray,VU,0.4
Fis-30189,11375,Latimeria chalumnae,Coelacanth,CR,0.8
Fis-29593,230,Acipenser sturio,Atlantic Sturgeon,CR,0.8
Fis-24089,39350,Leptocharias smithii,Barbeled Houndshark,NT,0.2
Fis-30585,63132,Glaucostegus cemiculus,Blackchin Guitarfish,EN,0.6
Fis-30583,19488,Rhincodon typus,Whale Shark,EN,0.6
Fis-30039,8951,Gasterosteus aculeatus,Threespined Stickleback,LC,0
Fis-24376,182223,Tilapia guineensis,Guinean tilapia,LC,0
Fis-29934,181577,Eleotris senegalensis,NA,LC,0
Fis-23954,135689,Chelon labrosus,Thicklip Grey Mullet,LC,0
Fis-24372,187418,Thalassoma pavo,Ornate Wrasse,LC,0
Fis-29808,63114,Chimaera monstrosa,Rabbitfish,NT,0.2
Fis-29589,224,Acipenser naccarii,Adriatic Sturgeon,CR,0.8
Fis-30336,196057,Myxine glutinosa,Atlantic Hagfish,LC,0
Fis-48267,202625,Lampetra ayresii,River Lamprey,LC,0
Fis-63912,135719,Lethenteron camtschaticum,Arctic Lamprey,LC,0
Fis-30477,16781,Petromyzon marinus,Sea Lamprey,LC,0
Fis-23898,161696,Alopias superciliosus,Bigeye Thresher Shark,VU,0.4
Fis-23899,39339,Alopias vulpinus,Common Thresher Shark,VU,0.4
Fis-30530,44566,Pseudotriakis microdon,False Catshark,LC,0
Fis-30323,161334,Mustelus californicus,Gray Smooth-hound,LC,0
Fis-24132,39359,Mustelus canis,Dusky Smoothhound,NT,0.2
Fis-24133,161648,Mustelus henlei,Brown Smoothhound,LC,0
Fis-30324,161640,Mustelus lunulatus,Sicklefin Smoothhound,LC,0
Fis-24278,60112,Platyrhinoidis triseriata,Thornback Ray,LC,0
Fis-30586,161743,Pseudobatos lentiginosus,Freckled Guitarfish,NT,0.2
Fis-24322,60171,Pseudobatos productus,Shovelnose Guitarfish,NT,0.2
Fis-30722,39396,Tetronarce californica,Pacific Torpedo,LC,0
Fis-24308,161661,Bathyraja aleutica,Aleutian Skate,LC,0
Fis-30562,44183,Beringraja binoculata,Big Skate,LC,0
Fis-131898,161418,Leucoraja erinacea,Little Skate,NT,0.2
Fis-30566,161466,Raja inornata,California Skate,LC,0
Fis-131835,39771,Dipturus laevis,Barndoor Skate,EN,0.6
Fis-131864,161631,Leucoraja ocellata,Winter Skate,EN,0.6
Fis-24311,161471,Bathyraja parmifera,Alaska Skate,LC,0
Fis-131853,161542,Amblyraja radiata,Thorny Skate,VU,0.4
Fis-24312,161595,Raja rhina,Longnose Skate,LC,0
Fis-58997,161477,Malacoraja senta,Smooth Skate,EN,0.6
Fis-15353,161366,Bathyraja spinicauda,Spinytail Skate,NT,0.2
Fis-24314,161629,Raja stellulata,Pacific Starry Skate,LC,0
Fis-24315,161375,Bathyraja trachura,Roughtail Skate,LC,0
Fis-23993,63152,Bathytoshia centroura,Roughtail Stingray,LC,0
Fis-23996,60158,Hypanus sabinus,Atlantic Stingray,LC,0
Fis-15356,60159,Hypanus say,Bluntnose Stingray,LC,0
Fis-20033,161731,Pteroplatytrygon violacea,Pelagic Stingray,LC,0
Fis-24044,63153,Gymnura altavela,Spiny Butterfly Ray,VU,0.4
Fis-24045,14134429,Gymnura marmorata,California Butterfly Ray,LC,0
Fis-30753,60108,Urobatis halleri,Round Stingray,LC,0
Fis-139857,60109,Urobatis jamaicensis,Yellow Stingray,LC,0
Fis-30330,39416,Myliobatis californicus,Bat Ray,LC,0
Fis-24323,60128,Rhinoptera bonasus,Cownose Ray,NT,0.2
Fis-21798,41833,Mobula japanica,Spinetail Devil Ray,NT,0.2
Fis-24127,60200,Mobula thurstoni,Bentfin Devil Ray,NT,0.2
Fis-24068,60191,Hydrolagus colliei,Spotted Ratfish,LC,0
Fis-29585,222,Acipenser brevirostrum,Shortnose Sturgeon,VU,0.4
Fis-29588,233,Acipenser medirostris,Green Sturgeon,NT,0.2
Fis-58742,245,Acipenser oxyrinchus,Gulf Sturgeon,NT,0.2
Fis-29594,234,Acipenser transmontanus,White Sturgeon,LC,0
Fis-29936,184047,Elops affinis,NA,LC,0
Fis-24128,155131,Moringua edwardsi,Spaghetti Eel,LC,0
Fis-23912,154939,Apterichtus kendalli,Western Atlantic Finless Eel,LC,0
Fis-24227,183692,Ophichthus triserialis,Spotted snake eel,LC,0
Fis-24228,183678,Ophichthus zophochir,Yellow snake eel,LC,0
Fis-48198,5363,Coregonus autumnalis,Arctic Cisco,LC,0
Fis-29858,62223,Coregonus sardinella,Least Cisco,LC,0
Fis-24354,184099,Spirinchus thaleichthys,Longfin Smelt,LC,0
Fis-29667,183969,Argentina sialis,North-pacific Argentine,LC,0
Fis-30053,155296,Glossanodon pygmaeus,Pygmy Argentine,LC,0
Fis-24364,183220,Synodus lucioceps,California lizardfish,LC,0
Fis-24453,183765,Bagre panamensis,Chilhuil Sea Catfish,LC,0
Fis-30513,183301,Porichthys myriaster,Sapito Canelo,LC,0
Fis-30514,183724,Porichthys notatus,Plainfin Midshipman,LC,0
Fis-166685,183737,Fowlerichthys avalonis,Roughbar Frogfish,LC,0
Fis-25051,183426,Zalieutes elater,Spotted batfish,LC,0
Fis-25052,154806,Zalieutes mcgintyi,Tricorn Batfish,LC,0
Fis-29738,154997,Bregmaceros atlanticus,Antenna Codlet,LC,0
Fis-10896,154647,Coelorinchus occa,Spear-snouted Grenadier,LC,0
Fis-24493,183598,Chilara taylori,Spotted cusk-eel,LC,0
Fis-24832,183355,Ophidion scrippsae,Basketweave cusk-eel,LC,0
Fis-116143,183930,Grammonus diagrammus,Purple Brotula,LC,0
Fis-24886,154749,Petrotyx sanguineus,Redfin Brotula,LC,0
Fis-30681,155148,Stygnobrotula latebricola,Black Brotula,LC,0
Fis-30261,154953,Lycodes jugoricus,Shulupaoluk,LC,0
Fis-30096,183767,Hemiramphus saltator,Jumping halfbeak,LC,0
Fis-25008,183294,Strongylura exilis,Californian Needlefish,LC,0
Fis-122362,189823,Cyprinodon variegatus,Sheepshead Minnow,LC,0
Fis-30023,190443,Fundulus confluentus,Marsh Killifish,LC,0
Fis-24618,189824,Fundulus heteroclitus,Mummichog,LC,0
Fis-24749,191368,Lucania parva,Rainwater Killifish,LC,0
Fis-24449,155310,Atherinomorus stipes,Hardhead Silverside,LC,0
Fis-24450,183957,Atherinops affinis,Topsmelt Silverside,LC,0
Fis-29687,183827,Atherinopsis californiensis,Jack Silverside,LC,0
Fis-24769,154767,Membras martinica,Rough Silverside,LC,0
Fis-24770,191191,Menidia beryllina,Inland Silverside,LC,0
Fis-29649,154928,Antigonia combatia,Shortspine Boarfish,LC,0
Fis-24424,154731,Apeltes quadracus,Fourspine Stickleback,LC,0
Fis-24923,18878,Pungitius pungitius,Ninespine Stickleback,LC,0
Fis-30112,10066,Hippocampus erectus,Lined Seahorse,VU,0.4
Fis-30113,10072,Hippocampus ingens,Giant Seahorse,VU,0.4
Fis-30115,10082,Hippocampus reidi,Long-snout Seahorse,NT,0.2
Fis-30116,10089,Hippocampus zosterae,Dwarf Seahorse,LC,0
Fis-25017,183353,Cosmocampus arctus,NA,LC,0
Fis-25018,183743,Syngnathus auliscus,Barred Pipefish,LC,0
Fis-25020,155212,Cosmocampus elucens,Short-fin Pipefish,LC,0
Fis-25022,154853,Syngnathus floridae,Dusky Pipefish,LC,0
Fis-25024,202406,Syngnathus scovelli,American Gulf Pipefish,LC,0
Fis-30676,20795,Stereolepis gigas,Giant Sea Bass,CR,0.8
Fis-29645,183283,Pronotogrammus multifasciatus,Threadfin bass,LC,0
Fis-24556,39303,Dermatolepis inermis,Marbled Grouper,NT,0.2
Fis-24648,132771,Gonioplectrus hispanus,Spanish Flag,LC,0
Fis-24666,183786,Hemanthias peruanus,Rose thread-fin bass,LC,0
Fis-24803,14049,Mycteroperca jordani,Gulf Grouper,EN,0.6
Fis-30328,132811,Mycteroperca xenarcha,Broomtail Grouper,LC,0
Fis-24856,183576,Paralabrax maculatofasciatus,Spotted sand bass,LC,0
Fis-24857,183861,Paralabrax nebulifer,Barred sand bass,LC,0
Fis-24996,154799,Serranus tigrinus,Harlequin Bass,LC,0
Fis-24919,178102,Pristigenys serrula,Popeye catalufa,LC,0
Fis-24429,183756,Apogon guadalupensis,Guadalupe Cardinalfish,LC,0
Fis-24482,183991,Caulolatilus princeps,Ocean whitefish,LC,0
Fis-24930,155068,Remora brachyptera,Spearfish Remora,LC,0
Fis-7669,155075,Remora albescens,White Suckerfish,LC,0
Fis-24922,154993,Pteraclis aesticola,Pacific Fanfish,LC,0
Fis-24605,183543,Eucinostomus gracilis,Pacific Flagfin Mojarra,LC,0
Fis-24420,183736,Anisotremus davidsonii,Xantic Sargo,LC,0
Fis-169081,183330,Xenistius californiensis,Californian salema,LC,0
Fis-24451,183848,Atractoscion nobilis,White weakfish,LC,0
Fis-30655,183750,Seriphus politus,Queen croaker,LC,0
Fis-30750,183744,Umbrina roncador,Yellowfin croaker,LC,0
Fis-24802,155245,Mulloidichthys dentatus,Mexican Goatfish,LC,0
Fis-24921,183515,Pseudupeneus grandisquamis,Bigscale goatfish,LC,0
Fis-24633,184016,Girella nigricans,Rudderfish,LC,0
Fis-24717,183225,Kyphosus analogus,Blue-bronze chub,LC,0
Fis-24766,183618,Medialuna californiensis,Halfmoon,LC,0
Fis-24489,178072,Chaetodipterus zonatus,Pacific Spadefish,LC,0
Fis-148575,165627,Prognathodes aculeatus,Longsnout Butterflyfish,LC,0
Fis-148569,165621,Prognathodes aya,Bank Butterflyfish,LC,0
Fis-22160,165695,Chaetodon capistratus,Foureye Butterflyfish,LC,0
Fis-138631,165701,Prognathodes falcifer,Scythemarked Butterflyfish,LC,0
Fis-22162,165611,Chaetodon ocellatus,Spotfin Butterflyfish,LC,0
Fis-22163,155220,Chaetodon sedentarius,Reef Butterflyfish,LC,0
Fis-22164,165637,Chaetodon striatus,Banded Butterflyfish,LC,0
Fis-22168,165837,Centropyge argi,Cherubfish,LC,0
Fis-30117,165832,Holacanthus bermudensis,Bermuda Blue Angelfish,LC,0
Fis-24677,165883,Holacanthus ciliaris,Queen Angelfish,LC,0
Fis-24678,165879,Holacanthus tricolor,Rock Beauty,LC,0
Fis-24417,154728,Amphistichus koelzi,Calico Surfperch,LC,0
Fis-29881,192929,Cymatogaster aggregata,Shiner Perch,LC,0
Fis-24933,155179,Rhacochilus vacca,Pile Perch,LC,0
Fis-25050,184037,Zalembius rosaceus,Pink surfperch,LC,0
Fis-24499,165910,Chromis cyanea,Blue Chromis,LC,0
Fis-24501,154831,Chromis punctipinnis,Blacksmith Chromis,LC,0
Fis-24701,183367,Hypsypops rubicundus,Garibaldi damselfish,LC,0
Fis-24911,154684,Stegastes fuscus,Dusky Damselfish,LC,0
Fis-24509,187546,Clepticus parrae,Creole Wrasse,LC,0
Fis-24537,187613,Decodon puellaris,Red Hogfish,LC,0
Fis-22199,187456,Doratonotus megalepis,Dwarf Wrasse,LC,0
Fis-24655,187482,Halichoeres bivittatus,Slippery Dick,LC,0
Fis-24656,187405,Halichoeres caudalis,Painted Wrasse,LC,0
Fis-24657,187512,Halichoeres cyanocephalus,Yellowcheek Wrasse,LC,0
Fis-24658,187724,Halichoeres garnoti,Yellowhead Wrasse,LC,0
Fis-24659,187549,Halichoeres maculipinna,Clown Wrasse,LC,0
Fis-24660,187444,Halichoeres pictus,Rainbow Wrasse,LC,0
Fis-24661,187584,Halichoeres poeyi,Blackear Wrasse,LC,0
Fis-24662,183817,Halichoeres semicinctus,Rock wrasse,LC,0
Fis-30092,154697,Xyrichtys martinicensis,Rosy Razorfish,LC,0
Fis-30093,187670,Xyrichtys splendens,Green Razorfish,LC,0
Fis-24990,61340,Semicossyphus pulcher,California Sheephead,VU,0.4
Fis-25027,187448,Tautogolabrus adspersus,Blue perch,LC,0
Fis-25028,187652,Thalassoma bifasciatum,Bluehead Wrasse,LC,0
Fis-29875,190757,Cryptotomus roseus,Bluelip Parrotfish,LC,0
Fis-24997,190768,Sparisoma atomarium,Greenblotch Parrotfish,LC,0
Fis-24998,190712,Sparisoma radians,Bucktooth Parrotfish,LC,0
Fis-30668,178105,Sphyraena argentea,Pacific Barracuda,LC,0
Fis-24906,183667,Polydactylus approximans,Pacific threadfin,LC,0
Fis-24907,183977,Polydactylus opercularis,Yellow bobo,LC,0
Fis-30155,184006,Kathetostoma averruncus,Smooth Stargazer,LC,0
Fis-151200,183941,Chaenopsis alepidota,Orangethroat pikeblenny,LC,0
Fis-24764,155167,Malacoctenus macropus,Rosy Blenny,LC,0
Fis-30352,155174,Neoclinus uninotatus,One-Spot Fringehead,LC,0
Fis-24694,183611,Hypsoblennius gentilis,Bay Blenny,LC,0
Fis-24895,154866,Pholis ornata,Saddleback Gunnel,LC,0
Fis-16793,3565,Callionymus sanctaehelenae,St Helena Dragonet,CR,0.8
Fis-24542,183257,Dormitator latifrons,Pacific Fat Sleeper,LC,0
Fis-29868,155021,Coryphopterus hyalinus,Glass Goby,VU,0.4
Fis-30052,184044,Gillichthys mirabilis,Longjaw mudsucker,LC,0
Fis-113923,183475,Ctenogobius sagittula,Longtail Goby,LC,0
Fis-24713,183570,Ilypnus gilberti,Cheekspot goby,LC,0
Fis-24760,183363,Lythrypnus dalli,Bluebanded goby,LC,0
Fis-24761,184029,Lythrypnus zebra,Zebra goby,LC,0
Fis-24925,183926,Quietula y-cauda,American shadow goby,LC,0
Fis-24685,155081,Hyperoglyphe perciformis,Barrelfish,LC,0
Fis-30354,154693,Neomerinthe hemingwayi,Spinycheek Scorpionfish,LC,0
Fis-24946,183994,Scorpaenodes xyris,Rainbow Scorpionfish,LC,0
Fis-30636,20084,Sebastes fasciatus,Redfish,EN,0.6
Fis-30643,20085,Sebastes paucispinus,Bocaccio Rockfish,CR,0.8
Fis-30888,29609,Sebastolobus alascanus,Shortspine Thornyhead,EN,0.6
Fis-24464,183971,Bellator xenisma,Splitnose searobin,LC,0
Fis-30878,183642,Prionotus stephanophrys,Lumptail searobin,LC,0
Fis-24514,155094,Clinocottus globiceps,Mosshead Sculpin,LC,0
Fis-30809,155088,Enophrys taurina,Bull Sculpin,LC,0
Fis-30824,155216,Icelinus filamentosus,Threadfin Sculpin,LC,0
Fis-24768,154722,Melletes papilio,Butterfly Sculpin,LC,0
Fis-24809,14214,Triglopsis quadricornis,Fourhorn Sculpin,LC,0
Fis-25034,154790,Triglops forficatus,Scissortail Sculpin,LC,0
Fis-30783,184042,Citharichthys fragilis,Gulf sanddab,LC,0
Fis-30784,154631,Citharichthys gymnorhinus,Anglefin Whiff,LC,0
Fis-30811,155040,Etropus rimosus,Gray Flounder,LC,0
Fis-30818,155058,Hippoglossina stomata,Bigmouth Sole,LC,0
Fis-24858,183801,Paralichthys californicus,Fine Flounder,LC,0
Fis-30908,183928,Xystreurys liolepis,Fantail Flounder,LC,0
Fis-24555,154977,Eopsetta jordani,Petrale Sole,LC,0
Fis-24699,183514,Pleuronichthys guttulatus,Diamond turbot,LC,0
Fis-24741,135574,Liopsetta glacialis,Christmas Flounder,LC,0
Fis-24759,154845,Lyopsetta exilis,Slender Sole,LC,0
Fis-24899,19014407,Platichthys stellatus,Starry Flounder,LC,0
Fis-30867,183346,Pleuronichthys ritteri,Spotted turbot,LC,0
Fis-30868,183696,Pleuronichthys verticalis,Hornyhead turbot,LC,0
Fis-25037,190082,Trinectes maculatus,Freshwater Flounder,LC,0
Fis-25011,183227,Symphurus atricaudus,California Tonguefish,LC,0
Fis-30772,183532,Balistes polylepis,Finescale Triggerfish,LC,0
Fis-25039,154974,Xanthichthys mento,Redtail Triggerfish,LC,0
Fis-24999,183652,Sphoeroides annulatus,Bullseye Puffer,LC,0
Fis-25000,183276,Sphoeroides lobatus,Longnose Puffer,LC,0
Fis-25001,12103,Liosaccus pachygaster,NA,VU,0.4
Fis-30780,41792,Chiloscyllium griseum,Grey Bamboo Shark,NT,0.2
Fis-24448,41730,Atelomycterus marmoratus,Coral Catshark,NT,0.2
Fis-30911,177960,Acanthurus achilles,Achilles Tang,LC,0
Fis-25058,154861,Istigobius rigilius,Orangespotted Goby,LC,0
Fis-132548,161626,Leucoraja naevus,Cuckoo Skate,LC,0
Fis-30925,63146,Raja montagui,Spotted Skate,LC,0
Fis-25073,154732,Stegastes gascoynei,Coral Sea Gregory,LC,0
Fis-25078,190688,Calotomus carolinus,Carolines Parrotfish,LC,0
Fis-25080,190685,Calotomus spinidens,Spinytooth Parrotfish,LC,0
Fis-25083,190756,Leptoscarus vaigiensis,Marbled Parrotfish,LC,0
Fis-25099,155186,Cirripectes filamentosus,Filamentous Blenny,LC,0
Fis-30957,187588,Suezichthys aylingi,Crimson cleaner fish,LC,0
Fis-25105,187562,Suezichthys gracilis,Slender wrasse,LC,0
Fis-30958,187574,Suezichthys soelae,Soela trawl wrasse,LC,0
Fis-30960,187813,Suezichthys arquatus,Rainbow slender wrasse,LC,0
Fis-30962,154694,Blennodesmus scapularis,NA,LC,0
Fis-25119,155330,Pomadasys maculatus,Saddle Grunt,LC,0
Fis-25123,196417,Leiognathus equulus,Common Ponyfish,LC,0
Fis-167503,199622,Aurigequula fasciata,Threadfin Ponyfish,LC,0
Fis-161066,199624,Eubleekeria splendens,Splendid Ponyfish,LC,0
Fis-25129,166892,Terapon jarbua,Tiger Perch,LC,0
Fis-25130,44673,Epinephelus fuscoguttatus,Brown-marbled Grouper,NT,0.2
Fis-25132,166575,Gazza minuta,Toothed Ponyfish,LC,0
Fis-30982,166897,Gerres filamentosus,Whipfin Mojarra,LC,0
Fis-25147,11206,Lampetra fluviatilis,River Lamprey,LC,0
Fis-25152,154707,Polydactylus multiradiatus,Australian Threadfin,LC,0
Fis-30995,161674,Hexatrygon bickelli,Sixgill Stingray,LC,0
Fis-31001,155160,Hygophum proximum,Firefly Lanternfish,LC,0
Fis-31011,155025,Siganus rivulatus,Marbled Spinefoot,LC,0
Fis-31017,161691,Raja brachyura,Blonde Skate,NT,0.2
Fis-25184,196436,Siganus vermiculatus,Vermiculated Spinefoot,LC,0
Fis-25190,155244,Nemipterus nemurus,Redspine Threadfin Bream,LC,0
Fis-25196,187475,Symphodus mediterraneus,Axillary Wrasse,LC,0
Fis-25197,187573,Symphodus rostratus,Sublaire,LC,0
Fis-25198,187696,Xyrichtys novacula,Cleaver Wrasse,LC,0
Fis-31025,187541,Labrus merula,Brown Wrasse,LC,0
Fis-25199,135714,Liza ramada,Thin-lipped Grey Mullet,LC,0
Fis-31031,155243,Branchiostegus japonicus,Japanese Horsehead Fish,LC,0
Fis-25213,8407,Eurypegasus draconis,Short Dragonfish,LC,0
Fis-25214,8408,Eurypegasus papilio,Hawaiian Sea-moth Fish,LC,0
Fis-31034,16475,Pegasus laternarius,NA,VU,0.4
Fis-31036,16474,Pegasus lancifer,Sculptured Dragonfish,LC,0
Fis-31047,155250,Dentex congoensis,Congo Dentex,LC,0
Fis-25233,39352,Galeorhinus galeus,Tope,VU,0.4
Fis-25265,155268,Scatophagus argus,Spotted Scat,LC,0
Fis-31073,41743,Callorhinchus milii,Elephant Fish,LC,0
Fis-25281,177961,Acanthurus nubilus,Dropoff Surgeonfish,LC,0
Fis-25282,178008,Acanthurus thompsoni,Thompson's Surgeonfish,LC,0
Fis-31078,177995,Acanthurus guttatus,Whitespotted Surgeonfish,LC,0
Fis-25283,178011,Acanthurus leucopareius,Whitebar Surgeonfish,LC,0
Fis-31079,177999,Acanthurus nigroris,Bluelined Surgeonfish,LC,0
Fis-25284,178019,Acanthurus nigrofuscus,Brown Surgeonfish,LC,0
Fis-25285,177987,Acanthurus sohal,Sohal Surgeonfish,LC,0
Fis-31081,178022,Acanthurus pyroferus,Mimic Surgeonfish,LC,0
Fis-31082,177991,Acanthurus olivaceus,Orange band Surgeonfish,LC,0
Fis-31083,177959,Acanthurus fowleri,Horseshoe Surgeonfish,LC,0
Fis-25286,177957,Acanthurus maculiceps,Spotted-face Surgeonfish,LC,0
Fis-31084,178017,Acanthurus nigricauda,Blackstreak Surgeonfish,LC,0
Fis-31085,177974,Acanthurus auranticavus,Orange-socket Surgeonfish,LC,0
Fis-31086,178006,Acanthurus grammoptilus,Finelined Surgeonfish,LC,0
Fis-31087,177971,Acanthurus blochii,Ringtail Surgeonfish,LC,0
Fis-25324,172321,Ambassis gymnocephalus,Bald Glassy Perchlet,LC,0
Fis-4273,183159,Aphanius dispar,Arabian toothcarp,LC,0
Fis-7579,166856,Chelon macrolepis,Largescale Mullet,LC,0
Fis-25341,44684,Plectropomus leopardus,Leopard Coral Grouper,NT,0.2
Fis-25342,187935,Terapon theraps,Largescaled Terapon,LC,0
Fis-25344,166533,Glossogobius giuris,Bareye Goby,LC,0
Fis-25345,1847,Aphanius fasciatus,South European Toothcarp,LC,0
Fis-4408,154912,Apogon fleurieu,Flower Cardinalfish,LC,0
Fis-31113,187393,Paracheilinus mccoskeri,Mccosker's flasher-wrasse,LC,0
Fis-31115,187403,Paracheilinus filamentosus,Filament-fin wrasse,LC,0
Fis-31123,187624,Halichoeres chrysus,Golden rainbow fish,LC,0
Fis-31124,187564,Halichoeres melasmapomus,Ocellated wrasse,LC,0
Fis-25351,187451,Halichoeres argus,Peacock wrasse,LC,0
Fis-25352,187677,Halichoeres melanurus,Yellow-tailed wrasse,LC,0
Fis-25353,187810,Halichoeres chloropterus,Black-blotched wrasse,LC,0
Fis-21694,187545,Halichoeres timorensis,Timor wrasse,LC,0
Fis-21695,187515,Halichoeres podostigma,Green-tail wrasse,LC,0
Fis-21693,187438,Halichoeres prosopeion,Twotone wrasse,LC,0
Fis-31125,187702,Labropsis alleni,Frosty-tail wrasse,LC,0
Fis-31127,187497,Labropsis xanthonota,Wedge-tailed wrasse,LC,0
Fis-21727,187620,Labropsis manabei,Tailblotch tubelip,LC,0
Fis-31128,187728,Labropsis micronesica,Micronesian wrasse,LC,0
Fis-31129,187675,Labropsis australis,Southern tubelip,LC,0
Fis-25354,187407,Wetmorella nigropinnata,Yellow-banded possum wrasse,LC,0
Fis-25355,187701,Xenojulis margaritaceus,Pearly rainbowfish,LC,0
Fis-25365,132818,Plectropomus maculatus,Bar-cheeked Trout,LC,0
