am_sid,iucn_sid,sciname,main_common_name,cat,cat_score
ITS-175149,22680423,Histrionicus histrionicus,Harlequin Duck,LC,0
ITS-175153,22680415,Polysticta stelleri,Steller's Eider,VU,0.4
ITS-175155,22680405,Somateria mollissima,Common Eider,NT,0.2
ITS-175160,22680409,Somateria spectabilis,King Eider,LC,0
ITS-175163,22724836,Melanitta fusca,Velvet Scoter,VU,0.4
ITS-174525,22698305,Diomedea exulans,Wandering Albatross,VU,0.4
ITS-174531,22698448,Phoebetria palpebrata,Light-mantled Albatross,NT,0.2
ITS-174536,22697866,Fulmarus glacialis,Northern Fulmar,LC,0
ITS-174550,22698175,Ardenna pacifica,Wedge-tailed Shearwater,LC,0
ITS-174555,22698226,Puffinus puffinus,Manx Shearwater,LC,0
ITS-174588,22697970,Pterodroma leucoptera,White-winged Petrel,VU,0.4
ITS-174590,22698080,Pterodroma mollis,Soft-plumaged Petrel,LC,0
ITS-174594,22697852,Macronectes giganteus,Southern Giant Petrel,LC,0
ITS-175170,22680441,Melanitta perspicillata,Surf Scoter,LC,0
ITS-175171,22724879,Melanitta nigra,Common Scoter,LC,0
ITS-176917,22694612,Sterna sumatrana,Black-naped Tern,LC,0
ITS-177013,22694903,Ptychoramphus aleuticus,Cassin's Auklet,NT,0.2
ITS-177023,22694924,Cerorhinca monocerata,Rhinoceros Auklet,LC,0
ITS-177025,22694927,Fratercula arctica,Atlantic Puffin,VU,0.4
ITS-177029,22694931,Fratercula corniculata,Horned Puffin,LC,0
ITS-177032,22694934,Fratercula cirrhata,Tufted Puffin,LC,0
ITS-176875,22694497,Rissa tridactyla,Black-legged Kittiwake,VU,0.4
ITS-176887,22694646,Sterna forsteri,Forster's Tern,LC,0
ITS-176888,22694623,Sterna hirundo,Common Tern,LC,0
ITS-176890,22694629,Sterna paradisaea,Arctic Tern,LC,0
ITS-824105,22694740,Onychoprion fuscatus,Sooty Tern,LC,0
ITS-177008,22694896,Synthliboramphus antiquus,Ancient Murrelet,LC,0
ITS-824142,22694542,Thalasseus maximus,Royal Tern,LC,0
ITS-824127,22694673,Sternula antillarum,Least Tern,LC,0
ITS-176935,22694524,Hydroprogne caspia,Caspian Tern,LC,0
ITS-176931,22694552,Thalasseus elegans,Elegant Tern,NT,0.2
ITS-176882,22694505,Gelochelidon nilotica,NA,LC,0
ITS-176944,22694799,Anous minutus,Black Noddy,LC,0
ITS-176954,22694821,Gygis alba,Common White Tern,LC,0
ITS-176958,22694782,Chlidonias leucopterus,White-winged Tern,LC,0
ITS-176971,22694852,Alca torda,Razorbill,NT,0.2
ITS-176974,22694841,Uria aalge,Common Murre,LC,0
ITS-176978,22694847,Uria lomvia,Thick-billed Murre,LC,0
ITS-176982,22694837,Alle alle,Little Auk,LC,0
ITS-176793,22694245,Stercorarius parasiticus,Arctic Jaeger,LC,0
ITS-176794,22694251,Stercorarius longicaudus,Long-tailed Jaeger,LC,0
ITS-176808,22694343,Larus hyperboreus,Glaucous Gull,LC,0
ITS-176814,22694334,Larus glaucescens,Glaucous-winged Gull,LC,0
ITS-176815,22694324,Larus marinus,Great Black-backed Gull,LC,0
ITS-176816,22694362,Larus schistisagus,Slaty-backed Gull,LC,0
ITS-176817,22694337,Larus occidentalis,Western Gull,LC,0
ITS-176821,22694373,Larus fuscus,Lesser Black-backed Gull,LC,0
ITS-176824,22694351,Larus argentatus,NA,LC,0
ITS-176829,22694321,Larus californicus,California Gull,LC,0
ITS-176830,22694317,Larus delawarensis,Ring-billed Gull,LC,0
ITS-176831,22694289,Larus crassirostris,Black-tailed Gull,LC,0
ITS-176832,22694308,Larus canus,Mew Gull,LC,0
ITS-176849,22694329,Larus dominicanus,Kelp Gull,LC,0
ITS-176851,22694473,Pagophila eburnea,Ivory Gull,NT,0.2
ITS-176861,22694279,Larus pacificus,Pacific Gull,LC,0
ITS-176866,22694479,Xema sabini,Sabine's Gull,LC,0
ITS-824104,22694730,Onychoprion anaethetus,Bridled Tern,LC,0
ITS-824126,22694656,Sternula albifrons,Little Tern,LC,0
ITS-824139,22694561,Thalasseus bengalensis,Lesser Crested Tern,LC,0
ITS-824140,22694571,Thalasseus bergii,Greater Crested Tern,LC,0
ITS-176910,22694618,Sterna hirundinacea,South American Tern,LC,0
ITS-176985,22694861,Cepphus grylle,Black Guillemot,LC,0
ITS-176991,22694864,Cepphus columba,Pigeon Guillemot,LC,0
ITS-176996,22694870,Brachyramphus marmoratus,Marbled Murrelet,EN,0.6
ITS-203446,22698167,Calonectris diomedea,NA,LC,0
ITS-203449,22698172,Calonectris leucomelas,Streaked Shearwater,NT,0.2
ITS-554451,22729604,Thalassarche cauta,Shy Albatross,NT,0.2
ITS-554452,22698425,Thalassarche chlororhynchos,Atlantic Yellow-nosed Albatross,EN,0.6
ITS-554453,22698375,Thalassarche melanophris,Black-browed Albatross,LC,0
ITS-726051,22694764,Chlidonias hybrida,Whiskered Tern,LC,0
ITS-554270,22735929,Larus cachinnans,Caspian Gull,LC,0
ITS-561225,22696675,Morus serrator,Australasian Gannet,LC,0
ITS-562021,22698320,Phoebastria irrorata,Waved Albatross,CR,0.8
ITS-563380,22728328,Thalassarche bulleri,Buller's Albatross,NT,0.2
ITS-563381,22698398,Thalassarche chrysostoma,Grey-headed Albatross,EN,0.6
W-Hol-208956,180337,Actinopyga mauritiana,Surf Redfish,VU,0.4
W-Hol-149789,180477,Stichopus chloronotus,Greenfish,LC,0
W-Hol-210916,180481,Thelenota ananas,Prickly Redfish,EN,0.6
ITS-660062,22694218,Catharacta maccormicki,South Polar Skua,LC,0
W-Msc-207675,22138,Tridacna maxima,Small Giant Clam,VU,0.4
Rep-6242,176734,Hydrophis elegans,Bar-bellied Sea Snake,LC,0
ITS-660061,22694183,Stercorarius antarcticus,NA,LC,0
ITS-660060,22694210,Catharacta chilensis,Chilean Skua,LC,0
ITS-176792,22694240,Stercorarius pomarinus,Pomarine Jaeger,LC,0
ITS-660059,22694160,Catharacta skua,Great Skua,LC,0
ITS-174742,22696770,Phalacrocorax fuscescens,Black-faced Cormorant,LC,0
ITS-174724,22696753,Phalacrocorax penicillatus,Brandt's Cormorant,LC,0
ITS-174717,22696776,Phalacrocorax auritus,Double-crested Cormorant,LC,0
ITS-554375,22696773,Phalacrocorax brasilianus,Neotropical Cormorant,LC,0
ITS-174751,22696788,Phalacrocorax sulcirostris,Little Black Cormorant,LC,0
ITS-174690,22697619,Pelecanus thagus,Peruvian Pelican,NT,0.2
ITS-174733,22696894,Phalacrocorax aristotelis,European Shag,LC,0
ITS-174725,22728950,Phalacrocorax pelagicus,Pelagic Cormorant,LC,0
ITS-174728,22696887,Phalacrocorax urile,Red-faced Cormorant,LC,0
W-Msc-216411,10105,Hippopus hippopus,Horse's Hoof Clam,VU,0.4
W-Msc-215522,192719,Conus litteratus,NA,LC,0
W-Msc-215439,192812,Conus quercinus,NA,LC,0
W-Msc-215446,192636,Conus coronatus,NA,LC,0
W-Msc-215518,192562,Conus flavidus,Yellow Pacific cone,LC,0
W-Msc-215464,192386,Conus leopardus,NA,LC,0
SLB-93593,133682,Acropora subulata,NA,LC,0
W-Msc-215541,192844,Conus lividus,NA,LC,0
W-Msc-215457,192701,Conus marmoreus,Marbled Cone,LC,0
W-Msc-215519,192743,Conus tessulatus,NA,LC,0
W-Msc-215529,192316,Conus textile,NA,LC,0
W-Msc-215436,192611,Conus ebraeus,NA,LC,0
W-Msc-215466,192321,Conus striatus,NA,LC,0
W-Msc-215458,192428,Conus rattus,NA,LC,0
W-Msc-215492,192506,Conus pulicarius,Flea Cone,LC,0
W-Msc-215533,192590,Conus miliaris,NA,LC,0
W-Msc-215479,192634,Conus miles,NA,LC,0
W-Msc-215525,192507,Conus capitaneus,NA,LC,0
ITS-176669,22693369,Calidris alba,Sanderling,LC,0
ITS-554381,22693735,Pluvialis fulva,Pacific Golden Plover,LC,0
ITS-176567,22693749,Pluvialis squatarola,Grey Plover,LC,0
ITS-176642,22693363,Calidris canutus,Red Knot,NT,0.2
ITS-176661,22693427,Calidris alpina,Dunlin,LC,0
ITS-176735,22693490,Phalaropus lobatus,Red-necked Phalarope,LC,0
W-Mer-150514,11987,Limulus polyphemus,American Horseshoe Crab,VU,0.4
MFW-1717,189436,Neritina virginea,Virgin Nerite,LC,0
W-Msc-215516,192778,Conus vexillum,NA,LC,0
W-Msc-420206,192693,Conus cancellatus,Cancellate Cone,LC,0
ITS-552922,169974,Nephropsis stewarti,Indian Ocean Lobsterette,LC,0
ITS-553014,169984,Ibacus peronii,Butterfly Fan Lobster,LC,0
ITS-660110,185038,Pentacheles laevis,NA,LC,0
ITS-660225,170025,Jasus edwardsii,Southern Rock Lobster,LC,0
ITS-97319,170000,Acanthacaris caeca,Atlantic Deep-sea Lobster,LC,0
ITS-97665,185042,Scyllarus chacei,NA,LC,0
ITS-97666,169949,Scyllarus arctus,Small European Locust Lobster,LC,0
ITS-97682,170071,Parribacus antarcticus,Sculptured Mitten Lobster,LC,0
W-Hyd-210726,133144,Millepora alcicornis,NA,LC,0
W-Hyd-287421,133042,Millepora complanata,NA,LC,0
W-Oct-210725,133193,Heliopora coerulea,Blue Coral,VU,0.4
URM-Cn-6135,133043,Psammocora digitata,NA,NT,0.2
URM-Cn-6137,133406,Psammocora haimeana,NA,LC,0
URM-Cn-6138,133094,Psammocora nierstraszi,NA,LC,0
URM-Cn-6142,133502,Psammocora superficialis,NA,LC,0
URM-Cn-6144,133585,Pseudosiderastrea tayami,NA,NT,0.2
URM-Cn-6146,133027,Siderastrea radians,Lesser Starlet Coral,LC,0
URM-Cn-4850,133025,Acropora vaughani,NA,VU,0.4
URM-Cn-4851,133532,Acropora verweyi,NA,VU,0.4
URM-Cn-5939,133559,Mycedium elephantotus,NA,LC,0
URM-Cn-5948,133442,Oxypora lacera,NA,LC,0
URM-Cn-5983,133095,Pocillopora meandrina,NA,LC,0
URM-Cn-4832,133432,Acropora spicifera,NA,VU,0.4
URM-Cn-5987,133028,Seriatopora caliendrum,Birdsnest Coral,NT,0.2
URM-Cn-4836,133087,Acropora subglabra,NA,LC,0
URM-Cn-5990,133390,Seriatopora hystrix,Thin Birdsnest Coral,LC,0
URM-Cn-6055,133504,Porites furcata,Branched Finger Coral,LC,0
URM-Cn-6062,133023,Porites lichen,NA,LC,0
URM-Cn-6063,133216,Porites lobata,NA,NT,0.2
URM-Cn-5823,133458,Hydnophora microconos,NA,NT,0.2
URM-Cn-5825,132881,Hydnophora rigida,NA,LC,0
URM-Cn-5861,133413,Cynarina lacrymalis,NA,NT,0.2
URM-Cn-5865,133551,Lobophyllia corymbosa,Brain Root Coral,LC,0
URM-Cn-5870,133304,Lobophyllia hataii,NA,LC,0
URM-Cn-5884,133062,Mycetophyllia lamarckiana,Ridged Cactus Coarl,LC,0
URM-Cn-5889,133157,Scolymia vitiensis,NA,NT,0.2
URM-Cn-4824,133271,Acropora sarmentosa,NA,LC,0
URM-Cn-5891,133474,Symphyllia agaricia,NA,LC,0
URM-Cn-5894,132900,Symphyllia radians,NA,LC,0
URM-Cn-5903,133354,Galaxea astreata,NA,VU,0.4
URM-Cn-4809,133647,Acropora polystoma,NA,VU,0.4
URM-Cn-5751,133148,Ctenactis echinata,NA,LC,0
URM-Cn-5766,133673,Fungia paumotensis,Elongate Mushroom Coral,LC,0
URM-Cn-5783,133538,Herpolitha limax,NA,LC,0
URM-Cn-5787,133158,Podabacia crustacea,NA,LC,0
URM-Cn-5792,133063,Polyphyllia talpina,Feather Coral,LC,0
URM-Cn-5795,133693,Sandalolitha robusta,NA,LC,0
URM-Cn-5814,133102,Dichocoenia stokesii,Elliptical Star Coral,VU,0.4
URM-Cn-5815,133400,Eusmilia fastigiata,Smooth Flower Coral,LC,0
URM-Cn-5817,133224,Meandrina meandrites,Maze Coral,LC,0
URM-Cn-5821,133478,Hydnophora exesa,NA,NT,0.2
URM-Cn-5928,133172,Echinophyllia aspera,NA,LC,0
URM-Cn-4865,133302,Astreopora gracilis,NA,LC,0
URM-Cn-4868,133267,Astreopora listeri,NA,LC,0
URM-Cn-4723,132933,Acropora carduus,NA,NT,0.2
URM-Cn-4877,132866,Montipora angulata,NA,VU,0.4
URM-Cn-4882,133220,Montipora caliculata,NA,VU,0.4
URM-Cn-4889,133433,Montipora crassituberculata,NA,VU,0.4
URM-Cn-4893,133194,Montipora digitata,NA,LC,0
URM-Cn-4896,133175,Montipora efflorescens,NA,NT,0.2
URM-Cn-4900,133186,Montipora floweri,NA,LC,0
URM-Cn-4902,133438,Montipora foveolata,NA,NT,0.2
URM-Cn-4726,133381,Acropora cervicornis,Staghorn Coral,CR,0.8
URM-Cn-4906,133420,Montipora grisea,NA,LC,0
URM-Cn-4909,133238,Montipora hispida,NA,LC,0
URM-Cn-4911,133700,Montipora hoffmeisteri,NA,LC,0
URM-Cn-4912,133196,Montipora incrassata,NA,NT,0.2
URM-Cn-4918,133015,Montipora millepora,NA,LC,0
URM-Cn-4920,133525,Montipora monasteriata,NA,LC,0
URM-Cn-4927,133563,Montipora peltiformis,NA,NT,0.2
URM-Cn-4935,133556,Montipora spumosa,NA,LC,0
URM-Cn-4944,133599,Montipora undata,NA,NT,0.2
URM-Cn-4945,133635,Montipora venosa,NA,NT,0.2
URM-Cn-4957,133171,Coeloseris mayeri,NA,LC,0
URM-Cn-4962,132887,Leptoseris explanata,NA,LC,0
URM-Cn-4965,132885,Leptoseris hawaiiensis,NA,LC,0
URM-Cn-4968,133098,Leptoseris papyracea,NA,LC,0
URM-Cn-4969,133091,Leptoseris scabra,NA,LC,0
URM-Cn-4977,133453,Pachyseris rugosa,NA,VU,0.4
URM-Cn-4980,133558,Pavona cactus,NA,VU,0.4
URM-Cn-4987,133702,Pavona duerdeni,NA,LC,0
URM-Cn-4988,133382,Pavona explanulata,NA,LC,0
URM-Cn-4995,132880,Pavona venosa,NA,VU,0.4
URM-Cn-5006,133521,Stephanocoenia intersepta,Blushing Star Coral,LC,0
URM-Cn-5007,133548,Stylocoeniella armata,NA,LC,0
URM-Cn-5009,133049,Stylocoeniella guentheri,NA,LC,0
URM-Cn-4740,133223,Acropora donei,NA,VU,0.4
URM-Cn-4742,133661,Acropora echinata,NA,VU,0.4
URM-Cn-4710,132940,Acropora acuminata,NA,VU,0.4
URM-Cn-4753,133550,Acropora glauca,NA,NT,0.2
URM-Cn-4712,133513,Acropora anthocercis,NA,VU,0.4
URM-Cn-4774,132969,Acropora listeri,NA,VU,0.4
URM-Cn-5428,133679,Heteropsammia cochlea,NA,LC,0
URM-Cn-5471,133633,Turbinaria mesenterina,NA,VU,0.4
URM-Cn-5473,133498,Turbinaria peltata,NA,VU,0.4
URM-Cn-5488,133456,Physogyra lichtensteini,NA,VU,0.4
URM-Cn-5495,133258,Plerogyra sinuosa,NA,NT,0.2
URM-Cn-5508,132884,Colpophyllia natans,Boulder Brain Coral,LC,0
URM-Cn-5514,133648,Cyphastrea microphthalma,NA,LC,0
URM-Cn-5517,133231,Diploastrea heliopora,NA,NT,0.2
URM-Cn-5518,133377,Diploria clivosa,Knobby Brain Coral,LC,0
URM-Cn-5519,133257,Diploria labyrinthiformis,Grooved Brain Coral,LC,0
URM-Cn-5520,133155,Diploria strigosa,Symmetrical Brain Coral,LC,0
URM-Cn-5524,132987,Echinopora gemmacea,NA,LC,0
URM-Cn-5528,133088,Echinopora lamellosa,NA,LC,0
URM-Cn-4788,133315,Acropora monticulosa,NA,NT,0.2
URM-Cn-5539,133594,Favia fragum,Golfball Coral,LC,0
URM-Cn-5541,133601,Favia helianthoides,NA,NT,0.2
URM-Cn-5543,133392,Favia laxa,NA,NT,0.2
URM-Cn-4791,133698,Acropora nana,NA,NT,0.2
URM-Cn-5560,133290,Favites abdita,NA,NT,0.2
URM-Cn-5567,133209,Favites pentagona,NA,LC,0
URM-Cn-5578,133414,Goniastrea pectinata,NA,LC,0
URM-Cn-5580,133634,Goniastrea retiformis,NA,LC,0
URM-Cn-5590,132980,Leptoria phrygia,NA,NT,0.2
URM-Cn-5591,132963,Manicina areolata,Rose Coral,LC,0
URM-Cn-5592,133134,Montastraea annularis,Boulder Star Coral,EN,0.6
URM-Cn-5597,133012,Montastraea franksi,NA,VU,0.4
URM-Cn-5600,132997,Montastrea valenciennesi,NA,NT,0.2
URM-Cn-5606,133200,Oulophyllia crispa,NA,NT,0.2
URM-Cn-4800,132972,Acropora paniculata,NA,VU,0.4
W-Hol-208947,180518,Actinopyga echinites,Deep Water Redfish,VU,0.4
W-Hol-210813,180257,Holothuria scabra,Golden Sandfish,EN,0.6
W-Hol-210835,180326,Holothuria nobilis,Black Teatfish,EN,0.6
SLB-71462,163276,Teuthowenia pellucida,NA,LC,0
W-Msc-141447,162663,Neorossia caroli,Carol Bobtail Squid,LC,0
SLB-71510,176070,Berryteuthis magister,NA,LC,0
SLB-71412,162956,Brachioteuthis picta,NA,LC,0
W-Msc-140624,163189,Todarodes sagittatus,NA,LC,0
W-Msc-225569,163161,Todarodes angolensis,NA,LC,0
SLB-71255,162634,Sepia hedleyi,Hedley's Cuttlefish,LC,0
W-Msc-342337,163294,Hyaloteuthis pelagica,NA,LC,0
W-Msc-342313,162926,Eucleoteuthis luminosa,NA,LC,0
SLB-71313,162647,Sepia typica,NA,LC,0
W-Msc-342067,176085,Todarodes pacificus,NA,LC,0
SLB-71652,163102,Ancistroteuthis lichtensteini,NA,LC,0
SLB-71543,163243,Pholidoteuthis adami,NA,LC,0
SLB-71422,176066,Chiroteuthis veranyi,NA,LC,0
Rep-6750,176750,Laticauda colubrina,Yellow-lipped Sea Krait,LC,0
SLB-49732,17023,Phoca largha,Spotted Seal,LC,0
ITS-Mam-180449,4159,Cephalorhynchus commersonii,Commerson's Dolphin,LC,0
ITS-Mam-180684,22103,Trichechus manatus,American Manatee,VU,0.4
ITS-Mam-555654,6337,Delphinus capensis,NA,LC,0
ITS-Mam-622022,41671,Pagophilus groenlandicus,Harp Seal,LC,0
ITS-174738,22696799,Phalacrocorax capillatus,Japanese Cormorant,LC,0
SLB-40417,22698562,Hydrobates homochroa,Ashy Storm-petrel,EN,0.6
ITS-174692,22697599,Pelecanus crispus,Dalmatian Pelican,NT,0.2
ITS-174693,22697590,Pelecanus onocrotalus,Great White Pelican,LC,0
ITS-175219,22680052,Tachyeres patachonicus,Flying Steamerduck,LC,0
ITS-175220,22680033,Tachyeres pteneres,Magellanic Steamerduck,LC,0
ITS-176914,22694705,Sterna repressa,White-cheeked Tern,LC,0
ITS-824131,22694666,Sternula saundersi,Saunders's Tern,LC,0
ITS-176916,22694607,Sterna striata,White-fronted Tern,LC,0
ITS-176880,22694340,Larus livens,Yellow-footed Gull,LC,0
ITS-176886,22694651,Sterna trudeaui,Snowy-crowned Tern,LC,0
ITS-824103,22694716,Onychoprion aleuticus,Aleutian Tern,VU,0.4
ITS-176950,22694834,Larosterna inca,Inca Tern,NT,0.2
ITS-824065,22694469,Hydrocoloeus minutus,Little Gull,LC,0
ITS-176841,22694296,Larus heermanni,Heermann's Gull,NT,0.2
ITS-176843,22694282,Larus belcheri,Belcher's Gull,LC,0
ITS-176845,22694502,Rissa brevirostris,Red-legged Kittiwake,VU,0.4
ITS-824083,22694271,Larus scoresbii,Dolphin Gull,LC,0
ITS-176998,22694875,Brachyramphus brevirostris,Kittlitz's Murrelet,NT,0.2
ITS-554390,22694812,Procelsterna cerulea,NA,LC,0
ITS-561224,22696668,Morus capensis,Cape Gannet,EN,0.6
W-Hol-210768,180541,Bohadschia argus,Leopardfish,LC,0
W-Hol-210882,180400,Holothuria edulis,Pinkfish,LC,0
W-Hol-210881,180375,Holothuria leucospilota,White Thread Fish,LC,0
W-Hol-210772,180248,Pearsonothuria graeffei,Blackspotted Sea Cucumber,LC,0
W-Msc-207674,22140,Tridacna squamosa,Fluted Giant Clam,VU,0.4
Rep-383,176704,Aipysurus laevis,Olive-brown Sea Snake,LC,0
ITS-174743,22696779,Phalacrocorax fuscicollis,Indian Cormorant,LC,0
ITS-174737,22696806,Phalacrocorax capensis,Cape Cormorant,EN,0.6
ITS-174744,22696898,Phalacrocorax gaimardi,Red-legged Cormorant,NT,0.2
ITS-174750,22696901,Phalacrocorax punctatus,Spotted Shag,LC,0
ITS-726047,22728990,Sula granti,Nazca Booby,LC,0
ITS-824137,22698388,Thalassarche salvini,Salvin's Albatross,VU,0.4
W-Hol-367868,180519,Isostichopus badionotus,Three-rowed Sea Cucumber,LC,0
W-Hol-529402,180235,Holothuria hilla,NA,LC,0
SLB-93391,133649,Acropora abrotanoides,NA,LC,0
W-Msc-215517,192298,Conus betulinus,NA,LC,0
W-Msc-215520,192460,Conus generalis,NA,LC,0
SLB-93747,133338,Acropora speciosa,NA,VU,0.4
W-Msc-208934,189550,Littoraria undulata,NA,LC,0
W-Msc-215482,192870,Conus arenatus,Sand-dusted Cone,LC,0
W-Msc-215441,192367,Conus catus,NA,LC,0
W-Msc-215530,192305,Conus distans,NA,LC,0
W-Msc-215559,192700,Conus eburneus,NA,LC,0
W-Msc-215561,192419,Conus frigidus,Frigid Cone,LC,0
SLB-100621,192819,Conus omaria,NA,LC,0
W-Msc-215501,192593,Conus imperialis,NA,LC,0
W-Msc-215567,192722,Conus glans,NA,LC,0
W-Msc-215499,192772,Conus geographus,NA,LC,0
W-Msc-215514,192342,Conus emaciatus,False Virgin Cone,LC,0
W-Msc-215569,192853,Conus virgo,NA,LC,0
SLB-103656,189731,Sepia smithi,Smith's Cuttlefish,LC,0
W-Msc-215431,192727,Conus achatinus,NA,LC,0
W-Msc-215429,192549,Conus magus,NA,LC,0
W-Msc-215475,192811,Conus planorbis,NA,LC,0
W-Hol-210846,180504,Holothuria cinerascens,Ashy Sea Cucumber,LC,0
W-Hol-210893,180286,Holothuria pardalis,NA,LC,0
W-Msc-420213,192553,Conus mazei,Maze's Cone,LC,0
W-Msc-420226,192444,Conus villepinii,Villepin's Cone,LC,0
W-Msc-420225,192683,Conus stimpsoni,NA,LC,0
ITS-552953,170072,Jasus lalandii,Cape Rock Lobster,LC,0
ITS-552965,169999,Palinurus gilchristi,Southern Spiny Lobster,LC,0
ITS-552977,169987,Panulirus ornatus,Ornate Spiny Lobster,LC,0
ITS-552985,170080,Puerulus angulatus,Banded Whip Lobster,LC,0
SLB-184952,170087,Ibacus alticrenatus,Velvet Fan Lobster,LC,0
ITS-660118,170008,Scyllarides squammosus,Blunt Slipper Lobster,LC,0
ITS-97676,170075,Scyllarides aequinoctialis,Spanish Slipper Lobster,LC,0
W-Hyd-210730,133595,Millepora platyphylla,Firecoral,LC,0
URM-Cn-6129,133323,Coscinaraea monile,NA,LC,0
URM-Cn-6139,133353,Psammocora obtusangula,NA,NT,0.2
URM-Cn-6147,133590,Siderastrea savignyana,NA,LC,0
URM-Cn-5953,132928,Pectinia lactuca,Lettuce Coral,VU,0.4
URM-Cn-5954,133272,Pectinia paeonia,NA,NT,0.2
URM-Cn-4840,133203,Acropora tenella,NA,VU,0.4
URM-Cn-6069,133038,Porites nigrescens,NA,VU,0.4
URM-Cn-6083,133016,Porites vaughani,NA,LC,0
URM-Cn-6016,133641,Goniopora djiboutiensis,NA,LC,0
URM-Cn-4835,133291,Acropora striata,NA,VU,0.4
URM-Cn-6019,133459,Goniopora lobata,NA,NT,0.2
URM-Cn-6020,133607,Goniopora minor,NA,NT,0.2
URM-Cn-6034,133054,Goniopora tenuidens,NA,LC,0
URM-Cn-6035,133262,Porites annae,NA,NT,0.2
URM-Cn-6046,133496,Porites cylindrica,NA,NT,0.2
URM-Cn-6064,133082,Porites lutea,NA,LC,0
URM-Cn-5830,133473,Scapophyllia cylindrica,NA,LC,0
URM-Cn-5849,133106,Acanthastrea hillae,NA,NT,0.2
URM-Cn-5859,133528,Blastomussa merleti,NA,LC,0
URM-Cn-5860,133253,Blastomussa wellsi,NA,NT,0.2
URM-Cn-5872,133152,Lobophyllia pachysepta,NA,NT,0.2
URM-Cn-5877,133457,Mussa angulosa,Spiny Flower Coral,LC,0
URM-Cn-5883,133356,Mycetophyllia ferox,Rough Cactus Coral,VU,0.4
URM-Cn-5886,133566,Scolymia australis,NA,LC,0
URM-Cn-5887,133053,Scolymia cubensis,Artichoke Coral,LC,0
URM-Cn-5896,133127,Symphyllia valenciennesii,NA,LC,0
URM-Cn-5753,133418,Fungia concinna,NA,LC,0
URM-Cn-5768,132986,Fungia repanda,NA,LC,0
URM-Cn-5771,133201,Fungia scutaria,NA,LC,0
URM-Cn-5781,133166,Halomitra pileus,Bowl Coral,LC,0
URM-Cn-5782,133269,Heliofungia actiniformis,NA,VU,0.4
URM-Cn-5915,133212,Oculina diffusa,Diffuse Ivory Bush Coral,LC,0
URM-Cn-4856,133341,Anacropora forbesi,NA,LC,0
URM-Cn-4872,133129,Astreopora ocellata,NA,LC,0
URM-Cn-4879,133443,Montipora australiensis,NA,VU,0.4
URM-Cn-4724,133112,Acropora caroliniana,NA,VU,0.4
URM-Cn-4708,133133,Acropora abrolhosensis,NA,VU,0.4
URM-Cn-4922,132944,Montipora nodosa,NA,NT,0.2
URM-Cn-4934,133245,Montipora spongodes,NA,LC,0
URM-Cn-4936,133259,Montipora stellata,NA,LC,0
URM-Cn-4943,133450,Montipora turtlensis,NA,VU,0.4
URM-Cn-4954,132970,Agaricia lamarcki,Lamarck's Sheet Coral,VU,0.4
URM-Cn-4955,133439,Agaricia tenuifolia,Thin Leaf Lettuce Coral,NT,0.2
URM-Cn-4731,133660,Isopora cuneata,NA,VU,0.4
URM-Cn-4966,133539,Leptoseris incrustans,NA,VU,0.4
URM-Cn-4974,133147,Leptoseris yabei,NA,VU,0.4
URM-Cn-4989,133242,Pavona frondifera,NA,LC,0
URM-Cn-4993,132904,Pavona minuta,NA,NT,0.2
URM-Cn-4735,133322,Acropora dendrum,NA,VU,0.4
URM-Cn-4739,132910,Acropora divaricata,NA,NT,0.2
URM-Cn-5096,133142,Cladocora caespitosa,Mediterranean Pillow Coral,EN,0.6
URM-Cn-5468,133146,Turbinaria frondens,NA,LC,0
URM-Cn-5472,133177,Turbinaria patula,NA,VU,0.4
URM-Cn-5475,133697,Turbinaria reniformis,NA,VU,0.4
URM-Cn-5476,133403,Turbinaria stellulata,NA,VU,0.4
URM-Cn-5477,133173,Euphyllia ancora,NA,VU,0.4
SLB-62381,133417,Caulastrea furcata,NA,LC,0
URM-Cn-5510,133325,Cyphastrea chalcidicum,NA,LC,0
URM-Cn-5526,133429,Echinopora horrida,NA,NT,0.2
URM-Cn-5556,133516,Favia truncatus,NA,LC,0
URM-Cn-5561,133654,Favites chinensis,NA,NT,0.2
URM-Cn-5562,132979,Favites complanata,NA,NT,0.2
URM-Cn-5563,133244,Favites flexuosa,NA,NT,0.2
URM-Cn-5564,133055,Favites halicora,NA,NT,0.2
URM-Cn-5569,133343,Favites russelli,NA,NT,0.2
URM-Cn-5572,132883,Goniastrea australensis,NA,LC,0
URM-Cn-5574,133365,Goniastrea edwardsi,NA,LC,0
URM-Cn-5577,133560,Goniastrea palauensis,NA,NT,0.2
URM-Cn-5586,133278,Leptastrea pruinosa,NA,LC,0
URM-Cn-5588,133652,Leptastrea transversa,NA,LC,0
URM-Cn-5598,132978,Montastrea magnistellata,NA,NT,0.2
URM-Cn-5613,133651,Platygyra lamellina,NA,NT,0.2
URM-Cn-5614,133440,Platygyra pini,NA,LC,0
URM-Cn-5616,133068,Platygyra sinensis,NA,LC,0
URM-Cn-4797,133139,Isopora palifera,Catch Bowl Coral,NT,0.2
URM-Cn-4799,133531,Acropora palmerae,NA,VU,0.4
SLB-71276,162606,Sepia novaehollandiae,NA,LC,0
W-Msc-139688,163114,Abralia veranyi,NA,LC,0
W-Msc-153097,163186,Gonatus fabricii,NA,LC,0
W-Msc-220322,163071,Ornithoteuthis volatilis,NA,LC,0
