iucn_sid,sciname,main_common_name,published_year,old_cat,criteria,cat,cat_score,iucn_version
165719,Hemitaurichthys zoster,Brown-and-white Butterflyfish,2010,LC,NA,LC,0,2018-1
165720,Chelmonops truncatus,Truncate Coralfish,2010,LC,NA,LC,0,2018-1
165721,Chaetodon miliaris,Millet-seed Butterflyfish,2010,LC,NA,LC,0,2018-1
165723,Chaetodon collare,Red-tailed Butterflyfish,2010,LC,NA,LC,0,2018-1
165724,Chaetodon melapterus,Black-finned Melon Butterflyfish,2010,LC,NA,LC,0,2018-1
165725,Chaetodon semeion,Decorated Butterflyfish,2010,LC,NA,LC,0,2018-1
165726,Chaetodon dialeucos,Oman Butterflyfish,2010,LC,NA,LC,0,2018-1
165727,Amphichaetodon melbae,Narrow-barred Butterflyfish,2010,DD,NA,DD,NA,2018-1
165811,Septaria borbonica,NA,2016,LC,NA,LC,0,2018-1
165822,Apolemichthys griffisi,Griffis Angelfish,2010,LC,NA,LC,0,2018-1
165823,Centropyge nahackyi,Nahacky's Angelfish,2010,NT,NA,NT,0.2,2018-1
165824,Centropyge boylei,Peppermint Angelfish,2010,LC,NA,LC,0,2018-1
165825,Holacanthus africanus,Guinean Angelfish,2010,LC,NA,LC,0,2018-1
165826,Chaetodontoplus chrysocephalus,Orangeface Angelfish,2010,LC,NA,LC,0,2018-1
165827,Genicanthus takeuchii,NA,2010,LC,NA,LC,0,2018-1
165828,Centropyge fisheri,Hawaiian Flame Angelfish,2010,LC,NA,LC,0,2018-1
165829,Pomacanthus xanthometopon,Yellowface Angelfish,2010,LC,NA,LC,0,2018-1
165830,Centropyge hotumatua,Blackear Angelfish,2010,LC,NA,LC,0,2018-1
165831,Pomacanthus chrysurus,Goldtail Angelfish,2010,LC,NA,LC,0,2018-1
165832,Holacanthus bermudensis,Bermuda Blue Angelfish,2010,LC,NA,LC,0,2018-1
165833,Pomacanthus maculosus,Yellowbar Angelfish,2010,LC,NA,LC,0,2018-1
165834,Apolemichthys arcuatus,Banded Angelfish,2010,LC,NA,LC,0,2018-1
165835,Apolemichthys trimaculatus,Threespot Angelfish,2010,LC,NA,LC,0,2018-1
165836,Holacanthus limbaughi,Clipperton Angelfish,2010,NT,NA,NT,0.2,2018-1
165837,Centropyge argi,Cherubfish,2010,LC,NA,LC,0,2018-1
165838,Centropyge colini,Cocos-Keeling Angelfish,2010,LC,NA,LC,0,2018-1
165839,Pomacanthus asfur,Arabian Angelfish,2010,LC,NA,LC,0,2018-1
165840,Pomacanthus sexstriatus,Sixbar Angelfish,2010,LC,NA,LC,0,2018-1
165841,Apolemichthys xanthopunctatus,Goldspotted Angelfish,2010,LC,NA,LC,0,2018-1
165842,Pomacanthus rhomboides,Old Woman Angelfish,2010,LC,NA,LC,0,2018-1
165843,Genicanthus melanospilos,Spotbreast Angelfish,2010,LC,NA,LC,0,2018-1
165844,Apolemichthys xanthurus,Yellowtail Angelfish,2010,LC,NA,LC,0,2018-1
165845,Genicanthus caudovittatus,Zebra Angelfish,2010,LC,NA,LC,0,2018-1
165846,Genicanthus spinus,Pitcairn Angelfish,2010,LC,NA,LC,0,2018-1
165847,Chaetodontoplus ballinae,Ballina Angelfish,2010,LC,NA,LC,0,2018-1
165848,Centropyge heraldi,Yellow Angelfish,2010,LC,NA,LC,0,2018-1
165849,Centropyge ferrugata,Rusty Angelfish,2010,LC,NA,LC,0,2018-1
165850,Chaetodontoplus melanosoma,Black-velvet Angelfish,2010,LC,NA,LC,0,2018-1
165851,Pomacanthus semicirculatus,Semicircle Angelfish,2010,LC,NA,LC,0,2018-1
165852,Paracentropyge multifasciata,Barred Angelfish,2010,LC,NA,LC,0,2018-1
165853,Apolemichthys xanthotis,Yellow-ear Angelfish,2010,LC,NA,LC,0,2018-1
165854,Centropyge debelius,Blue Mauritius Angelfish,2010,LC,NA,LC,0,2018-1
165855,Centropyge eibli,Blacktail Angelfish,2010,LC,NA,LC,0,2018-1
165856,Genicanthus semifasciatus,Japanese Swallow,2010,LC,NA,LC,0,2018-1
165857,Chaetodontoplus duboulayi,Scribbled Angelfish,2010,LC,NA,LC,0,2018-1
165858,Centropyge interruptus,Japanese Angelfish,2010,LC,NA,LC,0,2018-1
165860,Centropyge vrolikii,Pearlscale Angelfish,2010,LC,NA,LC,0,2018-1
165861,Holacanthus clarionensis,Clarion Angelfish,2010,VU,D2,VU,0.4,2018-1
165862,Pomacanthus imperator,Emperor Angelfish,2010,LC,NA,LC,0,2018-1
165863,Chaetodontoplus dimidiatus,Velvet Angelfish,2010,LC,NA,LC,0,2018-1
165864,Genicanthus bellus,Ornate Angelfish,2010,LC,NA,LC,0,2018-1
165865,Centropyge aurantonotus,Flameback Angelfish,2010,LC,NA,LC,0,2018-1
165866,Genicanthus semicinctus,Halfbanded Angelfish,2010,LC,NA,LC,0,2018-1
165867,Pomacanthus navarchus,Bluegirdled Angelfish,2010,LC,NA,LC,0,2018-1
165868,Centropyge nox,Midnight Angelfish,2010,LC,NA,LC,0,2018-1
165869,Apolemichthys guezei,Reunion Angelfish,2010,DD,NA,DD,NA,2018-1
165870,Chaetodontoplus conspicillatus,Conspicuous Angelfish,2010,LC,NA,LC,0,2018-1
165871,Centropyge bispinosa,Twospined Angelfish,2010,LC,NA,LC,0,2018-1
165872,Genicanthus watanabei,Blackedged Angelfish,2010,LC,NA,LC,0,2018-1
165873,Pomacanthus annularis,Bluering Angelfish,2010,LC,NA,LC,0,2018-1
165874,Genicanthus personatus,Masked Angelfish,2010,LC,NA,LC,0,2018-1
165875,Centropyge shepardi,Shepard's Pygmy Angelfish,2010,LC,NA,LC,0,2018-1
165876,Centropyge multispinis,Multispined Angelfish,2010,LC,NA,LC,0,2018-1
165878,Centropyge flavissima,Lemonpeel Angelfish,2010,LC,NA,LC,0,2018-1
165879,Holacanthus tricolor,Rock Beauty,2010,LC,NA,LC,0,2018-1
165880,Holacanthus passer,King Angelfish,2010,LC,NA,LC,0,2018-1
165881,Chaetodontoplus personifer,Blueface Angelfish,2010,LC,NA,LC,0,2018-1
165882,Chaetodontoplus septentrionalis,Bluestriped Angelfish,2010,LC,NA,LC,0,2018-1
165883,Holacanthus ciliaris,Queen Angelfish,2010,LC,NA,LC,0,2018-1
165884,Chaetodontoplus mesoleucus,Vermiculated Angelfish,2010,LC,NA,LC,0,2018-1
165885,Pygoplites diacanthus,Royal Angelfish,2010,LC,NA,LC,0,2018-1
165887,Pomacanthus arcuatus,Grey Angelfish,2010,LC,NA,LC,0,2018-1
165888,Genicanthus lamarck,Blackstriped Angelfish,2010,LC,NA,LC,0,2018-1
165889,Pomacanthus zonipectus,Cortez Angelfish,2010,LC,NA,LC,0,2018-1
165890,Centropyge joculator,Yellowhead Angelfish,2010,LC,NA,LC,0,2018-1
165891,Chaetodontoplus meredithi,Queensland Yellowtail Angelfish,2010,LC,NA,LC,0,2018-1
165892,Chaetodontoplus niger,NA,2010,LC,NA,LC,0,2018-1
165893,Centropyge aurantia,Golden Angelfish,2010,LC,NA,LC,0,2018-1
165894,Chaetodontoplus caeruleopunctatus,Bluespotted Angelfish,2010,DD,NA,DD,NA,2018-1
165895,Centropyge flavipectoralis,Yellowfin Angelfish,2010,LC,NA,LC,0,2018-1
165896,Centropyge multicolor,Multicolor Angelfish,2010,LC,NA,LC,0,2018-1
165897,Centropyge nigriocellus,Blackspot Angelfish,2010,LC,NA,LC,0,2018-1
165898,Pomacanthus paru,French Angelfish,2010,LC,NA,LC,0,2018-1
165899,Centropyge potteri,Russet Angelfish,2010,LC,NA,LC,0,2018-1
165900,Centropyge venusta,Purplemask Angelfish,2010,LC,NA,LC,0,2018-1
165901,Centropyge tibicen,Keyhole Angelfish,2010,LC,NA,LC,0,2018-1
165902,Centropyge bicolor,Bicolor Angelfish,2010,LC,NA,LC,0,2018-1
165903,Centropyge narcosis,Narc Angelfish,2010,LC,NA,LC,0,2018-1
165910,Chromis cyanea,Blue Chromis,2010,LC,NA,LC,0,2018-1
165912,Conocara nigrum,Flathead Slickhead,2010,DD,NA,DD,NA,2018-1
165913,Paraliparis atramentatus,NA,2010,DD,NA,DD,NA,2018-1
166009,Takifugu orbimaculatus,NA,2011,LC,NA,LC,0,2018-1
166031,Sineleotris chalmersi,NA,2012,LC,NA,LC,0,2018-1
166077,Eleotris fusca,Brown Spinecheek Gudgeon,2017,LC,NA,LC,0,2018-1
166138,Bostrychus sinensis,Four-eyed Sleeper,2012,LC,NA,LC,0,2018-1
166144,Glossogobius olivaceus,NA,2011,LC,NA,LC,0,2018-1
166171,Eleotris oxycephala,NA,2012,LC,NA,LC,0,2018-1
166184,Anguilla japonica,Japanese Eel,2014,EN,A2bc,EN,0.6,2018-1
166189,Anguilla marmorata,Marbled Eel,2014,LC,NA,LC,0,2018-1
166196,Clupanodon thrissa,Chinese Gizzard Shad,2017,LC,NA,LC,0,2018-1
166197,Salanx chinensis,Chinese noodlefish,2012,DD,NA,DD,NA,2018-1
166200,Salanx cuvieri,Noodlefish,2012,DD,NA,DD,NA,2018-1
166216,Coilia grayii,Grey’s Grenadier Anchovy,2012,LC,NA,LC,0,2018-1
166263,Sermyla riqueti,NA,2012,LC,NA,LC,0,2018-1
166268,Assiminea latericea,NA,2012,LC,NA,LC,0,2018-1
166410,Ophisternon bengalense,Bengal mudeel,2010,LC,NA,LC,0,2018-1
166428,Corica soborna,The Ganges River Sprat,2010,LC,NA,LC,0,2018-1
166442,Tenualosa ilisha,Hilsa,2014,LC,NA,LC,0,2018-1
166446,Arius arius,Threadfin Sea Catfish,2012,LC,NA,LC,0,2018-1
166470,Planiliza tade,NA,2018,DD,NA,DD,NA,2018-1
166533,Glossogobius giuris,Bareye Goby,2016,LC,NA,LC,0,2018-1
166552,Pisodonophis boro,NA,2010,LC,NA,LC,0,2018-1
166575,Gazza minuta,Toothed Ponyfish,2017,LC,NA,LC,0,2018-1
166598,Drombus globiceps,Bighead goby,2012,LC,NA,LC,0,2018-1
166633,Mystus gulio,NA,2010,LC,NA,LC,0,2018-1
166680,Theodoxus reticularis,NA,2010,LC,NA,LC,0,2018-1
166693,Neritina violacea,Red-mouth Nerite Snail,2010,LC,NA,LC,0,2018-1
166699,Assiminea beddomeana,NA,2010,LC,NA,LC,0,2018-1
166700,Iravadia ornata,NA,2010,LC,NA,LC,0,2018-1
166704,Gangetia miliacea,NA,2010,LC,NA,LC,0,2018-1
166708,Neritina sulculosa,NA,2010,LC,NA,LC,0,2018-1
166709,Tanysiphon rivalis,NA,2010,LC,NA,LC,0,2018-1
166715,Stenothyra deltae,NA,2010,LC,NA,LC,0,2018-1
166719,Scaphula deltae,NA,2010,LC,NA,LC,0,2018-1
166725,Stenothyra ornata,NA,2010,LC,NA,LC,0,2018-1
166739,Clithon reticularis,NA,2010,LC,NA,LC,0,2018-1
166750,Thiara paludomoidea,NA,2010,LC,NA,LC,0,2018-1
166754,Assiminea hungerfordiana,NA,2010,DD,NA,DD,NA,2018-1
166774,Polymesoda bengalensis,Bengali Geloina,2012,LC,NA,LC,0,2018-1
166777,Nerita articulata,NA,2010,LC,NA,LC,0,2018-1
166783,Stenothyra blanfordiana,NA,2010,LC,NA,LC,0,2018-1
166856,Planiliza macrolepis,Largescale Mullet,2018,LC,NA,LC,0,2018-1
166868,Megalops cyprinoides,Indo-Pacific Tarpon,2016,DD,NA,DD,NA,2018-1
166879,Gerres limbatus,NA,2014,LC,NA,LC,0,2018-1
166892,Terapon jarbua,Tiger Perch,2017,LC,NA,LC,0,2018-1
166893,Ambassis vachellii,Vachell's Glassfish,2012,LC,NA,LC,0,2018-1
166894,Anguilla bicolor,Shortfin Eel,2014,NT,NA,NT,0.2,2018-1
166897,Gerres filamentosus,Whipfin Mojarra,2017,LC,NA,LC,0,2018-1
166900,Hyporhamphus limbatus,Congaturi Halfbeak,2011,LC,NA,LC,0,2018-1
166919,Gerres oyena,Common Silver-biddy,2016,LC,NA,LC,0,2018-1
166925,Monodactylus argenteus,Silver Moony,2017,LC,NA,LC,0,2018-1
166940,Cynoglossus trigrammus,NA,2012,LC,NA,LC,0,2018-1
166944,Moolgarda perusii,Longfinned Mullet,2017,LC,NA,LC,0,2018-1
166947,Lagocephalus sceleratus,Silver-cheeked Toadfish,2014,LC,NA,LC,0,2018-1
166963,Taenioides gracilis,Slender Eel Goby,2017,LC,NA,LC,0,2018-1
166985,Hyporhamphus unifasciatus,Atlantic Silverstripe Halfbeak,2015,LC,NA,LC,0,2018-1
166990,Boleophthalmus boddarti,Boddart's goggle-eyed goby,2012,LC,NA,LC,0,2018-1
166992,Caragobius urolepis,Scaleless Worm Goby ,2012,LC,NA,LC,0,2018-1
167006,Takifugu ocellatus,Ocellated Puffer,2014,NT,NA,NT,0.2,2018-1
167010,Oxyurichthys tentacularis,NA,2016,DD,NA,DD,NA,2018-1
167710,Odontesthes regia,Chilean silverside,2009,LC,NA,LC,0,2018-1
167997,Pellonula vorax,Bigtoothed Pellonula,2010,LC,NA,LC,0,2018-1
168000,Enneacampus kaupi,Vipère de mer,2017,LC,NA,LC,0,2018-1
168297,Ayarnangra estuarius,NA,2010,DD,NA,DD,NA,2018-1
168374,Chaetodontoplus poliourus,NA,2010,LC,NA,LC,0,2018-1
168438,Gobiopterus chuno,NA,2010,DD,NA,DD,NA,2018-1
168780,Acanthus ilicifolius,Holy Mangrove,2011,LC,NA,LC,0,2018-1
169015,Halophila ovalis,Species code: Ho,2010,LC,NA,LC,0,2018-1
169353,Johnius coitor,Big-eyed Jewfish,2009,LC,NA,LC,0,2018-1
169358,Microphis leiaspis,Barhead Pipefish,2017,LC,NA,LC,0,2018-1
169359,Tetraroge barbata,Mangrove Waspfish,2009,LC,NA,LC,0,2018-1
169360,Arius berneyi,Lesser Salmon Catfish,2009,LC,NA,LC,0,2018-1
169361,Hippichthys heptagonus,Reticulated Freshwater Pipefish,2017,LC,NA,LC,0,2018-1
169365,Kurtus gulliveri,Incubator Fish,2009,LC,NA,LC,0,2018-1
169374,Fundulus persimilis,Yucatan Killifish,2015,EN,"B2ab(i,ii,iii,v)",EN,0.6,2018-1
169376,Poeciliopsis elongata,Elongate Toothcarp,2010,NT,NA,NT,0.2,2018-1
169587,Nematalosa galatheae,Galathea Gizzard Shad,2017,LC,NA,LC,0,2018-1
169590,Lophiogobius ocellicauda,NA,2009,LC,NA,LC,0,2018-1
169595,Tridentiger kuroiwae,NA,2009,LC,NA,LC,0,2018-1
169599,Takifugu obscurus,NA,2014,LC,NA,LC,0,2018-1
169628,Coregonus subautumnalis,NA,2009,VU,A2cd+3cd,VU,0.4,2018-1
169632,Plicofollis dussumieri,Blacktip Sea Catfish,2017,LC,NA,LC,0,2018-1
169636,Bathygobius ostreicola,NA,2009,DD,NA,DD,NA,2018-1
169676,Chaetodontoplus vanderloosi,NA,2010,EN,B1ab(v)+2ab(v),EN,0.6,2018-1
169679,Centropyge abei,NA,2010,LC,NA,LC,0,2018-1
169948,Jasus frontalis,Juan Fernandez Rock Lobster,2011,DD,NA,DD,NA,2018-1
169949,Scyllarus arctus,Small European Locust Lobster ,2011,LC,NA,LC,0,2018-1
169951,Panulirus penicillatus,Pronghorn Spiny Lobster,2011,LC,NA,LC,0,2018-1
169954,Scyllarides haanii,Aesop Slipper Lobster,2011,LC,NA,LC,0,2018-1
169955,Homarus gammarus,European Lobster,2011,LC,NA,LC,0,2018-1
169956,Thymopides grobovi,Bellator Lobster,2011,LC,NA,LC,0,2018-1
169957,Metanephrops andamanicus,Andaman Lobster,2011,LC,NA,LC,0,2018-1
169958,Nephropsis aculeata,Florida Lobsterette,2011,LC,NA,LC,0,2018-1
169959,Metanephrops rubellus,Urugavian Lobster,2011,DD,NA,DD,NA,2018-1
169960,Ibacus brucei,Glabrous Fan Lobster,2011,LC,NA,LC,0,2018-1
169962,Acanthacaris tenuimana,Prickly Deep-sea Lobster,2011,LC,NA,LC,0,2018-1
169963,Metanephrops mozambicus,African Lobster,2011,LC,NA,LC,0,2018-1
169964,Panulirus echinatus,Brown Spiny Lobster,2011,LC,NA,LC,0,2018-1
169965,Metanephrops australiensis,Northwest Lobster,2011,LC,NA,LC,0,2018-1
169966,Panulirus interruptus,California Spiny Lobster,2011,LC,NA,LC,0,2018-1
169967,Nephrops norvegicus,Norway Lobster,2015,LC,NA,LC,0,2018-1
169968,Panulirus versicolor,Painted Spiny Lobster,2011,LC,NA,LC,0,2018-1
169969,Evibacus princeps,Shield Fan Lobster,2011,LC,NA,LC,0,2018-1
169970,Scyllarides deceptor,Hooded Slipper Lobster,2011,LC,NA,LC,0,2018-1
169971,Metanephrops sagamiensis,Sculpted Lobster,2011,DD,NA,DD,NA,2018-1
169972,Metanephrops challengeri,New Zealand Lobster,2011,LC,NA,LC,0,2018-1
169973,Nephropsis neglecta,Ruby Lobsterette,2011,LC,NA,LC,0,2018-1
169974,Nephropsis stewarti,Indian Ocean Lobsterette,2011,LC,NA,LC,0,2018-1
169975,Palinurus elephas,Common Spiny Lobster,2014,VU,A2bd,VU,0.4,2018-1
169976,Panulirus argus,Caribbean Spiny Lobster,2011,DD,NA,DD,NA,2018-1
169977,Nephropsis malhaensis,Saya de Malha Lobsterette,2011,DD,NA,DD,NA,2018-1
169978,Scammarctus batei,Soft Locust Lobster,2011,LC,NA,LC,0,2018-1
169979,Thenus orientalis,Flathead Lobster,2011,LC,NA,LC,0,2018-1
169980,Jasus paulensis,St Paul Rock Lobster,2011,DD,NA,DD,NA,2018-1
169981,Eunephrops manningi,Banded Lobster,2011,DD,NA,DD,NA,2018-1
169982,Homarinus capensis,NA,2011,DD,NA,DD,NA,2018-1
169983,Scyllarides latus,Mediterranean Slipper Lobster,2011,DD,NA,DD,NA,2018-1
169984,Ibacus peronii,Butterfly Fan Lobster,2011,LC,NA,LC,0,2018-1
169985,Nephropsis acanthura,Spinetail Lobsterette,2011,LC,NA,LC,0,2018-1
169986,Nephropsis rosea,Two-toned Lobsterette,2011,LC,NA,LC,0,2018-1
169987,Panulirus ornatus,Ornate Spiny Lobster,2011,LC,NA,LC,0,2018-1
169988,Panulirus guttatus,Spotted Spiny Lobster,2011,LC,NA,LC,0,2018-1
169989,Petrarctus brevicornis,Blue-back Locust Lobster,2011,LC,NA,LC,0,2018-1
169990,Panulirus polyphagus,Mud Spiny Lobster,2011,LC,NA,LC,0,2018-1
169991,Scyllarides tridacnophaga,Clamkiller Slipper Lobster,2011,LC,NA,LC,0,2018-1
169993,Panulirus inflatus,Blue Spiny Lobster,2011,LC,NA,LC,0,2018-1
169995,Parribacus holthuisi,Red-spotted Mitten Lobster,2011,DD,NA,DD,NA,2018-1
169996,Parribacus caledonicus,Caledonian Mitten Lobster,2011,LC,NA,LC,0,2018-1
169997,Scyllarides brasiliensis,Brazilian Slipper Lobster,2011,LC,NA,LC,0,2018-1
169999,Palinurus gilchristi,Southern Spiny Lobster,2011,LC,NA,LC,0,2018-1
170000,Acanthacaris caeca,Atlantic Deep-sea Lobster,2011,LC,NA,LC,0,2018-1
170002,Scyllarides elisabethae,Cape Slipper Lobster,2011,LC,NA,LC,0,2018-1
170003,Metanephrops armatus,Armoured Lobster,2011,DD,NA,DD,NA,2018-1
170004,Remiarctus bertholdii,Two-spot Locust Lobster,2011,LC,NA,LC,0,2018-1
170005,Nupalirus japonicus,Japanese Furrow Lobster,2011,LC,NA,LC,0,2018-1
170006,Panulirus japonicus,Japanese Spiny Lobster,2011,DD,NA,DD,NA,2018-1
170007,Puerulus carinatus,Red Whip Lobster,2011,DD,NA,DD,NA,2018-1
170008,Scyllarides squammosus,Blunt Slipper Lobster,2011,LC,NA,LC,0,2018-1
170009,Homarus americanus,American Lobster,2011,LC,NA,LC,0,2018-1
170010,Palinurus delagoae,Natal Spiny Lobster,2011,LC,NA,LC,0,2018-1
170011,Puerulus sewelli,Arabian Whip Lobster,2011,LC,NA,LC,0,2018-1
170013,Parribacus japonicus,Japanese Mitten Lobster,2011,DD,NA,DD,NA,2018-1
170014,Panulirus laevicauda,Smoothtail Spiny Lobster,2011,DD,NA,DD,NA,2018-1
170015,Palinurellus gundlachi,Caribbean Furry Lobster,2011,LC,NA,LC,0,2018-1
170016,Puerulus velutinus,Velvet Whip Lobster,2011,LC,NA,LC,0,2018-1
170017,Sagmariasus verreauxi,Green Rock Lobster,2011,LC,NA,LC,0,2018-1
170018,Nephropsis occidentalis,Pacific Lobsterette,2011,LC,NA,LC,0,2018-1
170019,Metanephrops sinensis,China Lobster,2011,LC,NA,LC,0,2018-1
170020,Scyllarides astori,Galápagos Slipper Lobster,2011,DD,NA,DD,NA,2018-1
170021,Metanephrops binghami,Caribbean Lobster,2011,LC,NA,LC,0,2018-1
170022,Scyllarides roggeveeni,Easter Island Slipper Lobster,2011,DD,NA,DD,NA,2018-1
170023,Ibacus novemdentatus,Smooth Fan Lobster,2011,LC,NA,LC,0,2018-1
170024,Thymopsis nilenta,Nilenta Lobsterette,2011,LC,NA,LC,0,2018-1
170025,Jasus edwardsii,Southern Rock Lobster,2011,LC,NA,LC,0,2018-1
170026,Ibacus brevipes,Serrate Fan Lobster,2011,LC,NA,LC,0,2018-1
170028,Scyllarides herklotsii,Red Slipper Lobster,2011,DD,NA,DD,NA,2018-1
170029,Palinustus truncatus,American Blunthorn Lobster,2011,LC,NA,LC,0,2018-1
170030,Scyllarides delfosi,Three-spot Slipper Lobster,2011,DD,NA,DD,NA,2018-1
170031,Panulirus femoristriga,White-whiskered Coral Crayfish,2011,LC,NA,LC,0,2018-1
170032,Nephropsis suhmi,Red and White Lobsterette,2011,LC,NA,LC,0,2018-1
170033,Palibythus magnificus,Musical Furry Lobster,2011,DD,NA,DD,NA,2018-1
170034,Arctides antipodarum,Rough Spanish Lobster,2011,LC,NA,LC,0,2018-1
170035,Palinurus mauritanicus,Pink Spiny Lobster,2011,LC,NA,LC,0,2018-1
170036,Metanephrops japonicus,Japanese Lobster,2011,DD,NA,DD,NA,2018-1
170037,Eduarctus martensii,Striated Locust Lobster,2011,LC,NA,LC,0,2018-1
170038,Thymops birsteini,Patagonian Lobsterette,2011,LC,NA,LC,0,2018-1
170039,Metanephrops formosanus,Formosa Lobster,2011,DD,NA,DD,NA,2018-1
170040,Metanephrops arafurensis,Arafura Lobster,2011,DD,NA,DD,NA,2018-1
170041,Panulirus stimpsoni,Chinese Spiny Lobster,2011,DD,NA,DD,NA,2018-1
170042,Projasus parkeri,Cape Jagged Lobster,2011,LC,NA,LC,0,2018-1
170043,Palinustus unicornutus,Unicorn Blunthorn Lobster,2011,LC,NA,LC,0,2018-1
170044,Nephropsis atlantica,Scarlet Lobsterette,2011,LC,NA,LC,0,2018-1
170046,Palinurus charlestoni,Cape Verde Spiny Lobster,2011,NT,NA,NT,0.2,2018-1
170047,Palinustus mossamicus,Buffalo Blunthorn Lobster,2011,DD,NA,DD,NA,2018-1
170048,Palinustus waguensis,Japanese Blunthorn Lobster,2011,LC,NA,LC,0,2018-1
170049,Palinurellus wieneckii,Indo-Pacific Furry Lobster,2011,LC,NA,LC,0,2018-1
170050,Metanephrops boschmai,Bight Lobster,2011,LC,NA,LC,0,2018-1
170051,Projasus bahamondei,Chilean Jagged Lobster,2011,LC,NA,LC,0,2018-1
170052,Arctides guineensis,Small Spanish Lobster,2011,LC,NA,LC,0,2018-1
170053,Metanephrops sibogae,Siboga Lobster,2011,LC,NA,LC,0,2018-1
170054,Linuparus trigonus,Japanese Spear Lobster,2011,LC,NA,LC,0,2018-1
170055,Petrarctus rugosus,Hunchback Locust Lobster,2011,LC,NA,LC,0,2018-1
170056,Scyllarus pygmaeus,Pygmy Locust Lobster,2011,LC,NA,LC,0,2018-1
170057,Panulirus pascuensis,Easter Island Spiny Lobster,2011,DD,NA,DD,NA,2018-1
170059,Parribacus scarlatinus,Marbled Mitten Lobster,2011,DD,NA,DD,NA,2018-1
170060,Nephropides caribaeus,Mitten Lobsterette,2011,DD,NA,DD,NA,2018-1
170061,Panulirus gracilis,Green Spiny Lobster,2011,DD,NA,DD,NA,2018-1
170062,Panulirus homarus,Scalloped Spiny Lobster,2011,LC,NA,LC,0,2018-1
170063,Arctides regalis,Royal Spanish Lobster,2011,LC,NA,LC,0,2018-1
170064,Metanephrops velutinus,Velvet Lobster,2011,LC,NA,LC,0,2018-1
170065,Linuparus somniosus,African Spear Lobster,2011,LC,NA,LC,0,2018-1
170066,Panulirus longipes,Longlegged Spiny Lobster,2011,LC,NA,LC,0,2018-1
170067,Panulirus marginatus,Banded Spiny Lobster,2011,DD,NA,DD,NA,2018-1
170068,Neoglyphea inopinata,NA,2011,DD,NA,DD,NA,2018-1
170069,Nephropsis carpenteri,Ridge-back Lobsterette,2011,LC,NA,LC,0,2018-1
170070,Linuparus sordidus,Oriental Spear Lobster,2011,LC,NA,LC,0,2018-1
170071,Parribacus antarcticus,Sculptured Mitten Lobster,2011,LC,NA,LC,0,2018-1
170072,Jasus lalandii,Cape Rock Lobster,2011,LC,NA,LC,0,2018-1
170073,Panulirus cygnus,Australian Spiny Lobster,2011,LC,NA,LC,0,2018-1
170074,Thaumastochelopsis wardi,Australian Pincer Lobster,2011,DD,NA,DD,NA,2018-1
170075,Scyllarides aequinoctialis,Spanish Slipper Lobster,2011,LC,NA,LC,0,2018-1
170079,Metanephrops thomsoni,NA,2011,DD,NA,DD,NA,2018-1
170080,Puerulus angulatus,Banded Whip Lobster,2011,LC,NA,LC,0,2018-1
170081,Ibacus ciliatus,Japanese Fan Lobster,2011,DD,NA,DD,NA,2018-1
170082,Nephropsis agassizii,Prickly Lobsterette,2011,LC,NA,LC,0,2018-1
170083,Jasus tristani,Tristan Rock Lobster,2011,LC,NA,LC,0,2018-1
170085,Eunephrops bairdii,Red Lobster,2011,DD,NA,DD,NA,2018-1
170086,Nephropsis ensirostris,Gladiator Lobsterette,2011,LC,NA,LC,0,2018-1
170087,Ibacus alticrenatus,Velvet Fan Lobster,2011,LC,NA,LC,0,2018-1
170088,Scyllarides nodifer,Ridged Slipper Lobster,2011,LC,NA,LC,0,2018-1
170089,Metanephrops neptunus,Neptune Lobster,2011,LC,NA,LC,0,2018-1
170090,Parribacus perlatus,Easter Island Mitten Lobster,2011,DD,NA,DD,NA,2018-1
170091,Panulirus brunneiflagellum,NA,2011,DD,NA,DD,NA,2018-1
170092,Nephropsis sulcata,Grooved Lobsterette,2011,LC,NA,LC,0,2018-1
170093,Eunephrops cadenasi,Sculptured Lobster,2011,LC,NA,LC,0,2018-1
170094,Panulirus regius,Royal Spiny Lobster,2011,DD,NA,DD,NA,2018-1
170095,Thaumastocheles zaleucus,Atlantic Pincer Lobster,2011,LC,NA,LC,0,2018-1
170096,Thaumastocheles japonicus,Pacific Pincer Lobster,2011,LC,NA,LC,0,2018-1
170097,Justitia longimanus,West Indian Furrow Lobster,2011,DD,NA,DD,NA,2018-1
170153,Acanthopagrus schlegelii,Blackhead Seabream ,2014,LC,NA,LC,0,2018-1
170154,Diplodus argenteus,South-American Silver Porgy,2014,LC,NA,LC,0,2018-1
170155,Diplodus sargus,White Seabream,2014,LC,NA,LC,0,2018-1
170156,Archosargus rhomboidalis,Sea Bream,2014,LC,NA,LC,0,2018-1
170157,Dentex spariformis,Saffronfin Sea Bream,2014,LC,NA,LC,0,2018-1
170158,Dentex angolensis,Angola Dentex,2014,NT,NA,NT,0.2,2018-1
170159,Pagrus caeruleostictus,Bluespotted Seabream,2014,LC,NA,LC,0,2018-1
170160,Lithognathus mormyrus,Striped Seabream,2014,LC,NA,LC,0,2018-1
170161,Cheimerius matsubarai,Hoshierenko,2014,VU,B1ab(v)+2ab(v),VU,0.4,2018-1
170162,Pagellus bellottii,Red Pandora,2014,LC,NA,LC,0,2018-1
170163,Sparidentex datnia,NA,2014,DD,NA,DD,NA,2018-1
