iucn_sid,sciname,kingdom,phylum,class,order,family,main_common_name,published_year,old_cat,criteria,aoo_km2,eoo_km2,depth_upper,depth_lower,cat,cat_score
155241,Hadropogonichthys lindbergi,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,ZOARCIDAE,NA,2010,LC,NA,NA,NA,200,1400,LC,0
155243,Branchiostegus japonicus,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,MALACANTHIDAE,Japanese Horsehead Fish,2010,LC,NA,NA,NA,30,265,LC,0
155244,Nemipterus nemurus,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,NEMIPTERIDAE,Redspine Threadfin Bream,2010,LC,NA,NA,NA,0,70,LC,0
155245,Mulloidichthys dentatus,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,MULLIDAE,Mexican Goatfish,2010,LC,NA,NA,NA,2,60,LC,0
155246,Synaphobranchus kaupii,ANIMALIA,CHORDATA,ACTINOPTERYGII,ANGUILLIFORMES,SYNAPHOBRANCHIDAE,Kaup's Arrowtooth Eel,2010,LC,NA,NA,NA,120,4800,LC,0
155250,Dentex congoensis,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,SPARIDAE,Congo Dentex,2010,LC,NA,NA,NA,NA,400,LC,0
155252,Pseudojuloides kaleidos,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,LABRIDAE,Blue-nose Wrasse,2010,LC,NA,NA,NA,5,30,LC,0
155253,Jenkinsia majua,ANIMALIA,CHORDATA,ACTINOPTERYGII,CLUPEIFORMES,CLUPEIDAE,Little-eye Round Herring,2010,LC,NA,NA,NA,0,50,LC,0
155254,Sebastes cortezi,ANIMALIA,CHORDATA,ACTINOPTERYGII,SCORPAENIFORMES,SEBASTIDAE,Cortez Rockfish,2010,LC,NA,NA,NA,200,1100,LC,0
155255,Neopomacentrus bankieri,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,POMACENTRIDAE,Chinese Damsel,2010,LC,NA,NA,NA,3,12,LC,0
155257,Cheilopogon rapanouiensis,ANIMALIA,CHORDATA,ACTINOPTERYGII,BELONIFORMES,EXOCOETIDAE,Easter Island Flyingfish,2010,LC,NA,NA,NA,0,20,LC,0
155259,Strongylura marina,ANIMALIA,CHORDATA,ACTINOPTERYGII,BELONIFORMES,BELONIDAE,Atlantic Needlefish,2010,LC,NA,NA,NA,1,NA,LC,0
155260,Benthosema pterotum,ANIMALIA,CHORDATA,ACTINOPTERYGII,MYCTOPHIFORMES,MYCTOPHIDAE,Skinnycheek Lanternfish,2010,LC,NA,NA,NA,10,300,LC,0
155261,Brachypleura novaezeelandiae,ANIMALIA,CHORDATA,ACTINOPTERYGII,PLEURONECTIFORMES,CITHARIDAE,Yellow-dappled Flounder,2010,LC,NA,NA,NA,18,92,LC,0
155263,Paraclinus rubicundus,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,LABRISOMIDAE,NA,2010,LC,NA,NA,NA,0,25,LC,0
155264,Lepidoperca filamenta,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,SERRANIDAE,Western Orange Perch,2010,LC,NA,NA,NA,128,220,LC,0
155265,Malacocephalus occidentalis,ANIMALIA,CHORDATA,ACTINOPTERYGII,GADIFORMES,MACROURIDAE,American Straptail Grenadier,2010,LC,NA,NA,NA,140,1945,LC,0
155266,Ariosoma selenops,ANIMALIA,CHORDATA,ACTINOPTERYGII,ANGUILLIFORMES,CONGRIDAE,NA,2010,LC,NA,NA,NA,NA,NA,LC,0
155268,Scatophagus argus,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,SCATOPHAGIDAE,Spotted Scat,2010,LC,NA,NA,NA,1,4,LC,0
155272,Nesogobius hinsbyi,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,GOBIIDAE,Orange-spotted Sand-goby,2010,LC,NA,NA,NA,5,60,LC,0
155273,Ostorhinchus lateralis,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,APOGONIDAE,Humpback Cardinal,2012,LC,NA,NA,NA,0,2,LC,0
155274,Apogon wassinki,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,APOGONIDAE,Kupang Cardinalfish,2010,LC,NA,NA,NA,0,22,LC,0
155276,Thunnus atlanticus,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,SCOMBRIDAE,Blackfin Tuna,2011,LC,NA,NA,NA,0,200,LC,0
155277,Antennarius analis,ANIMALIA,CHORDATA,ACTINOPTERYGII,LOPHIIFORMES,ANTENNARIIDAE,Dwarf Frogfish,2010,LC,NA,NA,NA,1.5,21,LC,0
155278,Microgobius erectus,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,GOBIIDAE,Erect Goby,2010,LC,NA,NA,NA,3,36,LC,0
155281,Seriolella caerulea,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,CENTROLOPHIDAE,Silver Warehou,2010,LC,NA,NA,NA,150,800,LC,0
155282,Gobius xanthocephalus,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,GOBIIDAE,Golden Goby,2014,LC,NA,NA,NA,0,36,LC,0
155285,Vanacampus vercoi,ANIMALIA,CHORDATA,ACTINOPTERYGII,SYNGNATHIFORMES,SYNGNATHIDAE,Verco's Pipefish,2017,LC,NA,7500,50000,2,4,LC,0
155289,Schedophilus pemarco,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,CENTROLOPHIDAE,Pemarco Blackfish,2010,LC,NA,NA,NA,50,500,LC,0
155290,Scarus schlegeli,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,LABRIDAE,Yellowband Parrotfish,2012,LC,NA,NA,NA,1,50,LC,0
155291,Mugil incilis,ANIMALIA,CHORDATA,ACTINOPTERYGII,MUGILIFORMES,MUGILIDAE,Parassi Mullet,2010,LC,NA,NA,NA,10,NA,LC,0
155293,Pomadasys panamensis,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,HAEMULIDAE,Panama Grunt,2010,LC,NA,NA,NA,5,107,LC,0
155294,Anchoviella brevirostris,ANIMALIA,CHORDATA,ACTINOPTERYGII,CLUPEIFORMES,ENGRAULIDAE,Snubnose Anchovy,2010,LC,NA,NA,NA,0,200,LC,0
155295,Pseudanthias ignitus,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,SERRANIDAE,Flame Anthias,2010,LC,NA,NA,NA,3,30,LC,0
155296,Glossanodon pygmaeus,ANIMALIA,CHORDATA,ACTINOPTERYGII,OSMERIFORMES,ARGENTINIDAE,Pygmy Argentine,2010,LC,NA,NA,NA,92,458,LC,0
