iucn_sid,sciname,kingdom,phylum,class,order,family,main_common_name,published_year,old_cat,criteria,aoo_km2,eoo_km2,depth_upper,depth_lower,cat,cat_score
190694,Scarus globiceps,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,LABRIDAE,Globehead Parrotfish,2012,LC,NA,NA,NA,1,30,LC,0
190695,Scarus flavipectoralis,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,LABRIDAE,Yellowfin Parrotfish,2012,LC,NA,NA,NA,2,40,LC,0
190697,Chlorurus capistratoides,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,LABRIDAE,Pink-margined Parrotfish,2012,LC,NA,NA,NA,2,25,LC,0
190698,Scarus vetula,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,LABRIDAE,Queen Parrotfish,2012,LC,NA,NA,NA,1,25,LC,0
190699,Chlorurus atrilunula,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,LABRIDAE,Bluemoon Parrotfish,2012,LC,NA,NA,NA,1,25,LC,0
190700,Scarus scaber,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,LABRIDAE,Five-saddle Parrotfish,2012,LC,NA,NA,NA,1,20,LC,0
190702,Scarus fuscocaudalis,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,LABRIDAE,Darktail Parrotfish,2012,LC,NA,NA,NA,20,40,LC,0
190703,Scarus hoefleri,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,LABRIDAE,Guinean Parrotfish,2012,LC,NA,NA,NA,3,30,LC,0
190704,Scarus tricolor,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,LABRIDAE,Tricolour Parrotfish,2012,LC,NA,NA,NA,10,40,LC,0
190705,Scarus ghobban,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,LABRIDAE,Blue-barred Parrotfish,2012,LC,NA,NA,NA,3,36,LC,0
190706,Scarus russelii,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,LABRIDAE,Eclipse Parrotfish,2012,LC,NA,NA,NA,1,20,LC,0
190707,Scarus chameleon,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,LABRIDAE,Chameleon Parrotfish,2012,LC,NA,NA,NA,1,35,LC,0
190708,Scarus quoyi,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,LABRIDAE,Quoy's Parrotfish,2012,LC,NA,NA,NA,1,18,LC,0
190709,Scarus coeruleus,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,LABRIDAE,Blue Parrotfish,2012,LC,NA,NA,NA,3,40,LC,0
190710,Sparisoma cretense,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,LABRIDAE,Parrotfish,2012,LC,NA,NA,NA,0,50,LC,0
190711,Chlorurus bowersi,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,LABRIDAE,Bower's Parrotfish,2012,NT,NA,NA,NA,0,25,NT,0.2
190712,Sparisoma radians,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,LABRIDAE,Bucktooth Parrotfish,2012,LC,NA,NA,NA,1,12,LC,0
190713,Scarus spinus,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,LABRIDAE,Greensnout Parrotfish,2012,LC,NA,NA,NA,2,25,LC,0
190714,Scarus fuscopurpureus,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,LABRIDAE,Purple-brown Parrotfish,2012,LC,NA,NA,NA,2,20,LC,0
190715,Chlorurus sordidus,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,LABRIDAE,Daisy Parrotfish,2012,LC,NA,NA,NA,1,50,LC,0
190717,Scarus rivulatus,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,LABRIDAE,Rivulated Parrotfish,2012,LC,NA,NA,NA,1,20,LC,0
190718,Chlorurus perspicillatus,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,LABRIDAE,Spectacled Parrotfish,2012,LC,NA,NA,NA,1,71,LC,0
190719,Chlorurus japanensis,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,LABRIDAE,Palecheek Parrotfish,2012,LC,NA,NA,NA,1,20,LC,0
190721,Sparisoma rubripinne,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,LABRIDAE,Redfin Parrotfish,2012,LC,NA,NA,NA,1,15,LC,0
190722,Scarus falcipinnis,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,LABRIDAE,Sicklefin Parrotfish,2012,LC,NA,NA,NA,4,25,LC,0
190723,Sparisoma amplum,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,LABRIDAE,Reef Parrotfish,2012,LC,NA,NA,NA,1,30,LC,0
190725,Scarus xanthopleura,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,LABRIDAE,Red Parrotfish,2012,LC,NA,NA,NA,3,50,LC,0
190726,Scarus altipinnis,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,LABRIDAE,Filament-finned Parrotfish,2012,LC,NA,NA,NA,1,50,LC,0
190728,Chlorurus microrhinos,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,LABRIDAE,Steephead Parrotfish,2012,LC,NA,NA,NA,1,50,LC,0
190729,Sparisoma aurofrenatum,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,LABRIDAE,Redband Parrotfish,2012,LC,NA,NA,NA,2,20,LC,0
190731,Scarus rubroviolaceus,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,LABRIDAE,Ember Parrotfish,2012,LC,NA,NA,NA,1,36,LC,0
190732,Scarus iseri,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,LABRIDAE,Striped Parrotfish,2012,LC,NA,NA,NA,3,30,LC,0
190733,Hipposcarus harid,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,LABRIDAE,Candelamoa Parrotfish,2012,LC,NA,NA,NA,1,25,LC,0
190734,Sparisoma viride,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,LABRIDAE,Stoplight Parrotfish,2012,LC,NA,NA,NA,1,50,LC,0
190736,Scarus psittacus,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,LABRIDAE,Common Parrotfish,2012,LC,NA,NA,NA,2,30,LC,0
190738,Sparisoma chrysopterum,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,LABRIDAE,Redtail Parrotfish,2012,LC,NA,NA,NA,1,20,LC,0
190739,Scarus dimidiatus,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,LABRIDAE,Yellowbarred Parrotfish,2012,LC,NA,NA,NA,1,12,LC,0
190740,Scarus niger,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,LABRIDAE,Dusky Parrotfish,2012,LC,NA,NA,NA,0,20,LC,0
190741,Chlorurus troschelii,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,LABRIDAE,Troschel's Parrotfish,2012,LC,NA,NA,NA,5,25,LC,0
190742,Chlorurus strongylocephalus,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,LABRIDAE,Indian Ocean Steephead Parrotfish,2012,LC,NA,NA,NA,2,35,LC,0
190744,Chlorurus bleekeri,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,LABRIDAE,Bleeker's Parrotfish,2012,LC,NA,NA,NA,2,30,LC,0
190745,Hipposcarus longiceps,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,LABRIDAE,Pacific Longnose Parrotfish,2012,LC,NA,NA,NA,2,40,LC,0
190746,Chlorurus oedema,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,LABRIDAE,Knothead Parrotfish,2012,LC,NA,NA,NA,0,35,LC,0
190747,Scarus forsteni,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,LABRIDAE,Forsten's Parrotfish,2012,LC,NA,NA,NA,3,30,LC,0
190748,Scarus trispinosus,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,LABRIDAE,Greenback Parrotfish,2012,EN,A2d,NA,NA,1,45,EN,0.6
190750,Scarus taeniopterus,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,LABRIDAE,Princess Parrotfish,2012,LC,NA,NA,NA,1,25,LC,0
190753,Chlorurus gibbus,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,LABRIDAE,Heavybeak Parrotfish,2012,LC,NA,NA,NA,2,30,LC,0
190754,Scarus koputea,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,LABRIDAE,Marquesan Parrotfish,2012,LC,NA,NA,NA,1,20,LC,0
190755,Scarus frenatus,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,LABRIDAE,Bridled Parrotfish,2012,LC,NA,NA,NA,1,25,LC,0
190756,Leptoscarus vaigiensis,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,LABRIDAE,Marbled Parrotfish,2012,LC,NA,NA,NA,NA,NA,LC,0
190757,Cryptotomus roseus,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,LABRIDAE,Bluelip Parrotfish,2012,LC,NA,NA,NA,0,30,LC,0
190758,Chlorurus genazonatus,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,LABRIDAE,Sinai Parrotfish,2012,LC,NA,NA,NA,6,31,LC,0
190759,Scarus ferrugineus,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,LABRIDAE,Rusty Parrotfish,2012,LC,NA,NA,NA,1,60,LC,0
190761,Scarus hypselopterus,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,LABRIDAE,Yellow-tail Parrotfish,2012,NT,NA,NA,NA,10,30,NT,0.2
190762,Chlorurus frontalis,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,LABRIDAE,Tan-faced Parrotfish,2012,LC,NA,NA,NA,NA,40,LC,0
190765,Scarus persicus,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,LABRIDAE,Gulf Parrotfish,2012,LC,NA,NA,NA,1,25,LC,0
190766,Scarus caudofasciatus,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,LABRIDAE,Redbarred Parrotfish,2012,LC,NA,NA,NA,40,50,LC,0
190767,Chlorurus rhakoura,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,LABRIDAE,NA,2012,LC,NA,NA,NA,5,20,LC,0
190768,Sparisoma atomarium,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,LABRIDAE,Greenblotch Parrotfish,2012,LC,NA,NA,NA,3,55,LC,0
190769,Scarus longipinnis,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,LABRIDAE,Highfin Parrotfish,2012,LC,NA,NA,NA,10,55,LC,0
191108,Anguilla rostrata,ANIMALIA,CHORDATA,ACTINOPTERYGII,ANGUILLIFORMES,ANGUILLIDAE,American Eel,2017,EN,A2bd,NA,NA,NA,NA,EN,0.6
191191,Menidia beryllina,ANIMALIA,CHORDATA,ACTINOPTERYGII,ATHERINIFORMES,ATHERINOPSIDAE,Inland Silverside,2013,LC,NA,NA,NA,0,30,LC,0
191206,Alosa sapidissima,ANIMALIA,CHORDATA,ACTINOPTERYGII,CLUPEIFORMES,CLUPEIDAE,American Shad,2013,LC,NA,NA,NA,NA,NA,LC,0
191210,Dorosoma cepedianum,ANIMALIA,CHORDATA,ACTINOPTERYGII,CLUPEIFORMES,CLUPEIDAE,Gizzard Shad,2013,LC,NA,NA,NA,NA,NA,LC,0
191211,Dorosoma petenense,ANIMALIA,CHORDATA,ACTINOPTERYGII,CLUPEIFORMES,CLUPEIDAE,Threadfin Shad,2013,LC,NA,NA,NA,NA,NA,LC,0
191368,Lucania parva,ANIMALIA,CHORDATA,ACTINOPTERYGII,CYPRINODONTIFORMES,FUNDULIDAE,Rainwater Killifish,2013,LC,NA,NA,NA,NA,NA,LC,0
191822,Elops saurus,ANIMALIA,CHORDATA,ACTINOPTERYGII,ELOPIFORMES,ELOPIDAE,Northern Ladyfish,2012,LC,NA,NA,NA,1,50,LC,0
191823,Megalops atlanticus,ANIMALIA,CHORDATA,ACTINOPTERYGII,ELOPIFORMES,MEGALOPIDAE,Tarpon,2012,VU,A2bd,NA,NA,0,40,VU,0.4
192258,Conus suturatus,ANIMALIA,MOLLUSCA,GASTROPODA,NEOGASTROPODA,CONIDAE,Sutured Cone ,2013,LC,NA,NA,NA,1,25,LC,0
192269,Conus lischkeanus,ANIMALIA,MOLLUSCA,GASTROPODA,NEOGASTROPODA,CONIDAE,NA,2013,LC,NA,NA,NA,0,200,LC,0
192271,Conus pusio,ANIMALIA,MOLLUSCA,GASTROPODA,NEOGASTROPODA,CONIDAE,NA,2013,LC,NA,NA,NA,0,23,LC,0
192276,Conus praecellens,ANIMALIA,MOLLUSCA,GASTROPODA,NEOGASTROPODA,CONIDAE,NA,2013,LC,NA,NA,NA,10,250,LC,0
192296,Conus sanguinolentus,ANIMALIA,MOLLUSCA,GASTROPODA,NEOGASTROPODA,CONIDAE,NA,2013,LC,NA,NA,NA,0.5,30,LC,0
192297,Conus bullatus,ANIMALIA,MOLLUSCA,GASTROPODA,NEOGASTROPODA,CONIDAE,Bubble Cone,2013,LC,NA,NA,NA,0,240,LC,0
192298,Conus betulinus,ANIMALIA,MOLLUSCA,GASTROPODA,NEOGASTROPODA,CONIDAE,NA,2013,LC,NA,NA,NA,0,50,LC,0
192304,Conus capitanellus,ANIMALIA,MOLLUSCA,GASTROPODA,NEOGASTROPODA,CONIDAE,NA,2013,LC,NA,NA,NA,20,500,LC,0
192305,Conus distans,ANIMALIA,MOLLUSCA,GASTROPODA,NEOGASTROPODA,CONIDAE,NA,2013,LC,NA,NA,NA,0,50,LC,0
192316,Conus textile,ANIMALIA,MOLLUSCA,GASTROPODA,NEOGASTROPODA,CONIDAE,NA,2013,LC,NA,NA,NA,0.5,50,LC,0
192318,Conus nussatella,ANIMALIA,MOLLUSCA,GASTROPODA,NEOGASTROPODA,CONIDAE,NA,2013,LC,NA,NA,NA,1,25,LC,0
192321,Conus striatus,ANIMALIA,MOLLUSCA,GASTROPODA,NEOGASTROPODA,CONIDAE,NA,2013,LC,NA,NA,NA,1,50,LC,0
192323,Conus milneedwardsi,ANIMALIA,MOLLUSCA,GASTROPODA,NEOGASTROPODA,CONIDAE,NA,2013,LC,NA,NA,NA,50,180,LC,0
192324,Conus saecularis,ANIMALIA,MOLLUSCA,GASTROPODA,NEOGASTROPODA,CONIDAE,NA,2013,LC,NA,NA,NA,85,400,LC,0
192327,Conus muriculatus,ANIMALIA,MOLLUSCA,GASTROPODA,NEOGASTROPODA,CONIDAE,NA,2013,LC,NA,NA,NA,1,150,LC,0
192328,Conus coelinae,ANIMALIA,MOLLUSCA,GASTROPODA,NEOGASTROPODA,CONIDAE,NA,2013,LC,NA,NA,NA,0,55,LC,0
192334,Conus sulcatus,ANIMALIA,MOLLUSCA,GASTROPODA,NEOGASTROPODA,CONIDAE,NA,2013,LC,NA,NA,NA,20,240,LC,0
192340,Conus amphiurgus,ANIMALIA,MOLLUSCA,GASTROPODA,NEOGASTROPODA,CONIDAE,Amphiurgus Cone,2013,LC,NA,NA,NA,50,200,LC,0
192342,Conus emaciatus,ANIMALIA,MOLLUSCA,GASTROPODA,NEOGASTROPODA,CONIDAE,False Virgin Cone,2013,LC,NA,NA,NA,0.5,40,LC,0
192345,Conus gladiator,ANIMALIA,MOLLUSCA,GASTROPODA,NEOGASTROPODA,CONIDAE,NA,2013,LC,NA,NA,NA,0,5,LC,0
192353,Conus arangoi,ANIMALIA,MOLLUSCA,GASTROPODA,NEOGASTROPODA,CONIDAE,NA,2013,LC,NA,NA,NA,2,20,LC,0
192356,Conus mustelinus,ANIMALIA,MOLLUSCA,GASTROPODA,NEOGASTROPODA,CONIDAE,NA,2013,LC,NA,NA,NA,1,60,LC,0
192362,Conus moluccensis,ANIMALIA,MOLLUSCA,GASTROPODA,NEOGASTROPODA,CONIDAE,NA,2013,LC,NA,NA,NA,20,240,LC,0
192367,Conus catus,ANIMALIA,MOLLUSCA,GASTROPODA,NEOGASTROPODA,CONIDAE,NA,2013,LC,NA,NA,NA,0,8,LC,0
192370,Conus daucus,ANIMALIA,MOLLUSCA,GASTROPODA,NEOGASTROPODA,CONIDAE,Carrot Cone,2013,LC,NA,NA,NA,0,20,LC,0
192374,Conus boeticus,ANIMALIA,MOLLUSCA,GASTROPODA,NEOGASTROPODA,CONIDAE,NA,2013,LC,NA,NA,NA,10,50,LC,0
192378,Conus litoglyphus,ANIMALIA,MOLLUSCA,GASTROPODA,NEOGASTROPODA,CONIDAE,NA,2013,LC,NA,NA,NA,1,60,LC,0
192380,Conus floridulus,ANIMALIA,MOLLUSCA,GASTROPODA,NEOGASTROPODA,CONIDAE,NA,2013,LC,NA,NA,NA,9,240,LC,0
192383,Conus ammiralis,ANIMALIA,MOLLUSCA,GASTROPODA,NEOGASTROPODA,CONIDAE,NA,2013,LC,NA,NA,NA,2,240,LC,0
192386,Conus leopardus,ANIMALIA,MOLLUSCA,GASTROPODA,NEOGASTROPODA,CONIDAE,NA,2013,LC,NA,NA,NA,2,45,LC,0
192393,Conus coccineus,ANIMALIA,MOLLUSCA,GASTROPODA,NEOGASTROPODA,CONIDAE,NA,2013,LC,NA,NA,NA,1,20,LC,0
192399,Conus monachus,ANIMALIA,MOLLUSCA,GASTROPODA,NEOGASTROPODA,CONIDAE,Supreme Cone,2013,LC,NA,NA,NA,10,25,LC,0
192400,Conus baileyi,ANIMALIA,MOLLUSCA,GASTROPODA,NEOGASTROPODA,CONIDAE,NA,2013,LC,NA,NA,NA,100,390,LC,0
192407,Conus eximius,ANIMALIA,MOLLUSCA,GASTROPODA,NEOGASTROPODA,CONIDAE,NA,2013,LC,NA,NA,NA,20,100,LC,0
192408,Conus monile,ANIMALIA,MOLLUSCA,GASTROPODA,NEOGASTROPODA,CONIDAE,Necklace Cone,2013,LC,NA,NA,NA,0,20,LC,0
192413,Conus aureus,ANIMALIA,MOLLUSCA,GASTROPODA,NEOGASTROPODA,CONIDAE,NA,2013,LC,NA,NA,NA,3,50,LC,0
192415,Conus marchionatus,ANIMALIA,MOLLUSCA,GASTROPODA,NEOGASTROPODA,CONIDAE,NA,2013,LC,NA,1230,NA,8,180,LC,0
192419,Conus frigidus,ANIMALIA,MOLLUSCA,GASTROPODA,NEOGASTROPODA,CONIDAE,Frigid Cone,2013,LC,NA,NA,NA,0,5,LC,0
192420,Conus biliosus,ANIMALIA,MOLLUSCA,GASTROPODA,NEOGASTROPODA,CONIDAE,NA,2013,LC,NA,NA,NA,0.5,30,LC,0
192424,Conus obscurus,ANIMALIA,MOLLUSCA,GASTROPODA,NEOGASTROPODA,CONIDAE,NA,2013,LC,NA,NA,NA,15,150,LC,0
192425,Conus flammeacolor,ANIMALIA,MOLLUSCA,GASTROPODA,NEOGASTROPODA,CONIDAE,Flame Coloured Cone,2013,LC,NA,NA,NA,5,30,LC,0
192426,Conus kimioi,ANIMALIA,MOLLUSCA,GASTROPODA,NEOGASTROPODA,CONIDAE,NA,2013,LC,NA,NA,NA,120,250,LC,0
192428,Conus rattus,ANIMALIA,MOLLUSCA,GASTROPODA,NEOGASTROPODA,CONIDAE,NA,2013,LC,NA,NA,NA,0,35,LC,0
192440,Conus circumactus,ANIMALIA,MOLLUSCA,GASTROPODA,NEOGASTROPODA,CONIDAE,NA,2013,LC,NA,NA,NA,10,600,LC,0
192441,Conus excelsus,ANIMALIA,MOLLUSCA,GASTROPODA,NEOGASTROPODA,CONIDAE,NA,2013,LC,NA,NA,NA,100,400,LC,0
192444,Conus villepinii,ANIMALIA,MOLLUSCA,GASTROPODA,NEOGASTROPODA,CONIDAE,Villepin's Cone,2013,LC,NA,NA,NA,100,400,LC,0
192447,Conus armadillo,ANIMALIA,MOLLUSCA,GASTROPODA,NEOGASTROPODA,CONIDAE,NA,2013,LC,NA,NA,NA,100,300,LC,0
192449,Conus brunneus,ANIMALIA,MOLLUSCA,GASTROPODA,NEOGASTROPODA,CONIDAE,NA,2013,LC,NA,NA,NA,10,30,LC,0
192460,Conus generalis,ANIMALIA,MOLLUSCA,GASTROPODA,NEOGASTROPODA,CONIDAE,NA,2013,LC,NA,NA,NA,2,240,LC,0
192477,Conus articulatus,ANIMALIA,MOLLUSCA,GASTROPODA,NEOGASTROPODA,CONIDAE,NA,2013,LC,NA,NA,NA,20,240,LC,0
192498,Conus howelli,ANIMALIA,MOLLUSCA,GASTROPODA,NEOGASTROPODA,CONIDAE,NA,2013,LC,NA,NA,NA,64,228,LC,0
192505,Conus granum,ANIMALIA,MOLLUSCA,GASTROPODA,NEOGASTROPODA,CONIDAE,NA,2013,LC,NA,NA,NA,10,240,LC,0
192506,Conus pulicarius,ANIMALIA,MOLLUSCA,GASTROPODA,NEOGASTROPODA,CONIDAE,Flea Cone,2013,LC,NA,NA,NA,5,75,LC,0
192507,Conus capitaneus,ANIMALIA,MOLLUSCA,GASTROPODA,NEOGASTROPODA,CONIDAE,NA,2013,LC,NA,NA,NA,0,240,LC,0
192512,Conus encaustus,ANIMALIA,MOLLUSCA,GASTROPODA,NEOGASTROPODA,CONIDAE,NA,2013,LC,NA,1230,NA,8,25,LC,0
192521,Conus retifer,ANIMALIA,MOLLUSCA,GASTROPODA,NEOGASTROPODA,CONIDAE,NA,2013,LC,NA,NA,NA,0,40,LC,0
192525,Conus spurius,ANIMALIA,MOLLUSCA,GASTROPODA,NEOGASTROPODA,CONIDAE,West Indian Alphabet Cone,2013,LC,NA,NA,NA,0,30,LC,0
192532,Conus stearnsii,ANIMALIA,MOLLUSCA,GASTROPODA,NEOGASTROPODA,CONIDAE,NA,2013,VU,B1ab(iii),3600,3600,0,5,VU,0.4
192538,Conus ferrugineus,ANIMALIA,MOLLUSCA,GASTROPODA,NEOGASTROPODA,CONIDAE,NA,2013,LC,NA,NA,NA,5,50,LC,0
192549,Conus magus,ANIMALIA,MOLLUSCA,GASTROPODA,NEOGASTROPODA,CONIDAE,NA,2013,LC,NA,NA,NA,0,100,LC,0
192553,Conus mazei,ANIMALIA,MOLLUSCA,GASTROPODA,NEOGASTROPODA,CONIDAE,Maze's Cone,2013,LC,NA,NA,NA,150,600,LC,0
192554,Conus bozzettii,ANIMALIA,MOLLUSCA,GASTROPODA,NEOGASTROPODA,CONIDAE,NA,2013,LC,NA,1900,2700,150,200,LC,0
192562,Conus flavidus,ANIMALIA,MOLLUSCA,GASTROPODA,NEOGASTROPODA,CONIDAE,Yellow Pacific cone,2013,LC,NA,NA,NA,0,20,LC,0
192563,Conus aulicus,ANIMALIA,MOLLUSCA,GASTROPODA,NEOGASTROPODA,CONIDAE,NA,2013,LC,NA,NA,NA,1,30,LC,0
192564,Conus moreleti,ANIMALIA,MOLLUSCA,GASTROPODA,NEOGASTROPODA,CONIDAE,NA,2013,LC,NA,NA,NA,1,50,LC,0
192566,Conus fergusoni,ANIMALIA,MOLLUSCA,GASTROPODA,NEOGASTROPODA,CONIDAE,NA,2013,LC,NA,NA,NA,0,200,LC,0
192567,Conus mitratus,ANIMALIA,MOLLUSCA,GASTROPODA,NEOGASTROPODA,CONIDAE,NA,2013,LC,NA,NA,NA,1,25,LC,0
192573,Conus magnificus,ANIMALIA,MOLLUSCA,GASTROPODA,NEOGASTROPODA,CONIDAE,NA,2013,LC,NA,NA,NA,5,50,LC,0
192578,Conus ermineus,ANIMALIA,MOLLUSCA,GASTROPODA,NEOGASTROPODA,CONIDAE,Agate Cone,2013,LC,NA,NA,NA,25,53,LC,0
192579,Conus amadis,ANIMALIA,MOLLUSCA,GASTROPODA,NEOGASTROPODA,CONIDAE,NA,2013,LC,NA,NA,NA,0.5,18,LC,0
192580,Conus chaldaeus,ANIMALIA,MOLLUSCA,GASTROPODA,NEOGASTROPODA,CONIDAE,NA,2013,LC,NA,NA,NA,0,10,LC,0
192586,Conus terebra,ANIMALIA,MOLLUSCA,GASTROPODA,NEOGASTROPODA,CONIDAE,NA,2013,LC,NA,NA,NA,0.5,40,LC,0
192587,Conus bandanus,ANIMALIA,MOLLUSCA,GASTROPODA,NEOGASTROPODA,CONIDAE,NA,2013,LC,NA,NA,NA,1,90,LC,0
192589,Conus sazanka,ANIMALIA,MOLLUSCA,GASTROPODA,NEOGASTROPODA,CONIDAE,NA,2013,LC,NA,NA,NA,50,200,LC,0
192590,Conus miliaris,ANIMALIA,MOLLUSCA,GASTROPODA,NEOGASTROPODA,CONIDAE,NA,2013,LC,NA,NA,NA,0,12,LC,0
192593,Conus imperialis,ANIMALIA,MOLLUSCA,GASTROPODA,NEOGASTROPODA,CONIDAE,NA,2013,LC,NA,NA,NA,0.5,240,LC,0
192599,Conus mindanus,ANIMALIA,MOLLUSCA,GASTROPODA,NEOGASTROPODA,CONIDAE,Bermuda Cone,2013,LC,NA,NA,NA,2,150,LC,0
192611,Conus ebraeus,ANIMALIA,MOLLUSCA,GASTROPODA,NEOGASTROPODA,CONIDAE,NA,2013,LC,NA,NA,NA,0.5,3,LC,0
192612,Conus armiger,ANIMALIA,MOLLUSCA,GASTROPODA,NEOGASTROPODA,CONIDAE,Mace Cone,2013,LC,NA,NA,NA,100,300,LC,0
192614,Conus suratensis,ANIMALIA,MOLLUSCA,GASTROPODA,NEOGASTROPODA,CONIDAE,NA,2013,LC,NA,NA,NA,0,10,LC,0
192616,Conus vimineus,ANIMALIA,MOLLUSCA,GASTROPODA,NEOGASTROPODA,CONIDAE,NA,2013,LC,NA,NA,NA,75,280,LC,0
192624,Conus granulatus,ANIMALIA,MOLLUSCA,GASTROPODA,NEOGASTROPODA,CONIDAE,Glory-of-the-Atlantic Cone,2013,LC,NA,NA,NA,0,30,LC,0
192629,Conus attenuatus,ANIMALIA,MOLLUSCA,GASTROPODA,NEOGASTROPODA,CONIDAE,Slender Cone,2013,LC,NA,NA,NA,5,20,LC,0
192633,Conus mus,ANIMALIA,MOLLUSCA,GASTROPODA,NEOGASTROPODA,CONIDAE,Mouse Cone,2013,LC,NA,NA,NA,0,20,LC,0
192634,Conus miles,ANIMALIA,MOLLUSCA,GASTROPODA,NEOGASTROPODA,CONIDAE,NA,2013,LC,NA,NA,NA,0,50,LC,0
192636,Conus coronatus,ANIMALIA,MOLLUSCA,GASTROPODA,NEOGASTROPODA,CONIDAE,NA,2013,LC,NA,NA,NA,0,10,LC,0
192637,Conus jaspideus,ANIMALIA,MOLLUSCA,GASTROPODA,NEOGASTROPODA,CONIDAE,Jasper Cone,2013,LC,NA,NA,NA,0,20,LC,0
192640,Conus boholensis,ANIMALIA,MOLLUSCA,GASTROPODA,NEOGASTROPODA,CONIDAE,NA,2013,LC,NA,NA,NA,125,550,LC,0
192641,Conus orbignyi,ANIMALIA,MOLLUSCA,GASTROPODA,NEOGASTROPODA,CONIDAE,NA,2013,LC,NA,NA,NA,50,550,LC,0
192647,Conus spectrum,ANIMALIA,MOLLUSCA,GASTROPODA,NEOGASTROPODA,CONIDAE,NA,2013,LC,NA,NA,NA,0,50,LC,0
192648,Conus tenuistriatus,ANIMALIA,MOLLUSCA,GASTROPODA,NEOGASTROPODA,CONIDAE,NA,2013,LC,NA,NA,NA,10,150,LC,0
