am_sid,sciname,common_name,kingdom,phylum,class,iucn_sid,taxa
Fis-22842,Anchoa curta,Short anchovy,Animalia,Chordata,Actinopterygii,183619,bony fish
Fis-22844,Anchoa eigenmannia,Eigenmann's anchovy,Animalia,Chordata,Actinopterygii,183635,bony fish
Fis-29396,Galeichthys feliceps,White barbel,Animalia,Chordata,Actinopterygii,NA,bony fish
Fis-29274,Anguilla japonica,Japanese eel,Animalia,Chordata,Actinopterygii,166184,bony fish
Fis-22845,Anguilla rostrata,American eel,Animalia,Chordata,Actinopterygii,191108,bony fish
Fis-29273,Anguilla australis,Short-finned eel,Animalia,Chordata,Actinopterygii,NA,bony fish
Fis-22912,Muraenesox cinereus,Daggertooth pike conger,Animalia,Chordata,Actinopterygii,NA,bony fish
Fis-121247,Conger orbignianus,Argentine conger,Animalia,Chordata,Actinopterygii,NA,bony fish
Fis-22867,Conger oceanicus,American conger,Animalia,Chordata,Actinopterygii,NA,bony fish
Fis-22866,Conger conger,European conger,Animalia,Chordata,Actinopterygii,NA,bony fish
Fis-22848,Conger myriaster,Whitespotted conger,Animalia,Chordata,Actinopterygii,NA,bony fish
Fis-22864,Cololabis saira,Pacific saury,Animalia,Chordata,Actinopterygii,NA,bony fish
Fis-22948,Salilota australis,Tadpole codling,Animalia,Chordata,Actinopterygii,NA,bony fish
Fis-29393,Gadus macrocephalus,Pacific cod,Animalia,Chordata,Actinopterygii,NA,bony fish
Fis-29395,Gadus ogac,Greenland cod,Animalia,Chordata,Actinopterygii,NA,bony fish
Fis-22972,Urophycis chuss,Red hake,Animalia,Chordata,Actinopterygii,NA,bony fish
Fis-22973,Urophycis tenuis,White hake,Animalia,Chordata,Actinopterygii,NA,bony fish
Fis-22874,Eleginus gracilis,Saffron cod,Animalia,Chordata,Actinopterygii,NA,bony fish
Fis-22909,Microgadus tomcod,Atlantic tomcod,Animalia,Chordata,Actinopterygii,202405,bony fish
Fis-22964,Theragra chalcogramma,Alaska pollock,Animalia,Chordata,Actinopterygii,NA,bony fish
Fis-22850,Boreogadus saida,Polar cod,Animalia,Chordata,Actinopterygii,NA,bony fish
Fis-29452,Micromesistius australis,Southern blue whiting,Animalia,Chordata,Actinopterygii,NA,bony fish
Fis-29451,Merluccius senegalensis,Senegalese hake,Animalia,Chordata,Actinopterygii,NA,bony fish
Fis-22905,Merluccius australis,Southern hake,Animalia,Chordata,Actinopterygii,NA,bony fish
Fis-22906,Merluccius bilinearis,Silver hake,Animalia,Chordata,Actinopterygii,NA,bony fish
Fis-29449,Merluccius hubbsi,Argentine hake,Animalia,Chordata,Actinopterygii,NA,bony fish
Fis-22908,Merluccius productus,North Pacific hake,Animalia,Chordata,Actinopterygii,183411,bony fish
Fis-29450,Merluccius polli,Benguela hake,Animalia,Chordata,Actinopterygii,NA,bony fish
Fis-29446,Macruronus magellanicus,Patagonian grenadier,Animalia,Chordata,Actinopterygii,NA,bony fish
Fis-29445,Macrourus berglax,Roughhead grenadier,Animalia,Chordata,Actinopterygii,NA,bony fish
Fis-29359,Coryphaenoides rupestris,Roundnose grenadier,Animalia,Chordata,Actinopterygii,NA,bony fish
Fis-22897,Macroramphosus scolopax,Longspine snipefish,Animalia,Chordata,Actinopterygii,155030,bony fish
Fis-29419,Hoplostethus atlanticus,Orange roughy,Animalia,Chordata,Actinopterygii,NA,bony fish
Fis-22974,Zenopsis conchifer,Silvery John dory,Animalia,Chordata,Actinopterygii,NA,bony fish
Fis-22904,Menidia menidia,Atlantic silverside,Animalia,Chordata,Actinopterygii,NA,bony fish
Fis-22876,Eleutheronema tetradactylum,Fourfinger threadfin,Animalia,Chordata,Actinopterygii,NA,bony fish
Fis-22877,Galeoides decadactylus,Lesser African threadfin,Animalia,Chordata,Actinopterygii,NA,bony fish
Fis-22929,Pentanemus quinquarius,Royal threadfin,Animalia,Chordata,Actinopterygii,NA,bony fish
Fis-22857,Centropomus undecimalis,Common snook,Animalia,Chordata,Actinopterygii,NA,bony fish
Fis-22888,Lates calcarifer,Barramundi,Animalia,Chordata,Actinopterygii,NA,bony fish
Fis-22932,Polyprion americanus,Wreckfish,Animalia,Chordata,Actinopterygii,43972,bony fish
Fis-22933,Polyprion oxygeneios,Hapuku wreckfish,Animalia,Chordata,Actinopterygii,NA,bony fish
Fis-22840,Acanthistius brasilianus,Argentine seabass,Animalia,Chordata,Actinopterygii,154987,bony fish
Fis-22926,Paralabrax humeralis,Peruvian rock seabass,Animalia,Chordata,Actinopterygii,183746,bony fish
Fis-22911,Morone saxatilis,Striped bass,Animalia,Chordata,Actinopterygii,192942,bony fish
Fis-22910,Morone americana,White perch,Animalia,Chordata,Actinopterygii,184088,bony fish
Fis-29483,Priacanthus macracanthus,Red bigeye,Animalia,Chordata,Actinopterygii,NA,bony fish
Fis-22961,Synagrops japonicus,Blackmouth splitfin,Animalia,Chordata,Actinopterygii,NA,bony fish
Fis-22858,Centropristis striata,Black seabass,Animalia,Chordata,Actinopterygii,NA,bony fish
Fis-29435,Lopholatilus chamaeleonticeps,Great northern tilefish,Animalia,Chordata,Actinopterygii,NA,bony fish
Fis-22886,Lactarius lactarius,False trevally,Animalia,Chordata,Actinopterygii,NA,bony fish
Fis-22935,Pomatomus saltatrix,Bluefish,Animalia,Chordata,Actinopterygii,NA,bony fish
Fis-22969,Trachurus japonicus,Japanese jack mackerel,Animalia,Chordata,Actinopterygii,NA,bony fish
Fis-29573,Trachurus murphyi,Chilean jack mackerel,Animalia,Chordata,Actinopterygii,183965,bony fish
Fis-22970,Trachurus symmetricus,Pacific jack mackerel,Animalia,Chordata,Actinopterygii,183729,bony fish
Fis-22214,Trachurus lathami,Rough scad,Animalia,Chordata,Actinopterygii,NA,bony fish
Fis-22967,Exyrias belissimus,Mud reef-goby,Animalia,Chordata,Actinopterygii,NA,bony fish
Fis-29574,Trachurus trecae,Cunene horse mackerel,Animalia,Chordata,Actinopterygii,NA,bony fish
Fis-22968,Trachurus declivis,Greenback horse mackerel,Animalia,Chordata,Actinopterygii,NA,bony fish
Fis-22872,Decapterus russelli,Indian scad,Animalia,Chordata,Actinopterygii,155043,bony fish
Fis-22853,Exyrias puntang,Puntang goby,Animalia,Chordata,Actinopterygii,193092,bony fish
Fis-22957,Selene setapinnis,Atlantic moonfish,Animalia,Chordata,Actinopterygii,NA,bony fish
Fis-22956,Selene dorsalis,African moonfish,Animalia,Chordata,Actinopterygii,NA,bony fish
Fis-22966,Trachinotus carolinus,Florida pompano,Animalia,Chordata,Actinopterygii,NA,bony fish
Fis-29523,Seriola lalandi,Yellowtail amberjack,Animalia,Chordata,Actinopterygii,NA,bony fish
Fis-22901,Megalaspis cordyla,Torpedo scad,Animalia,Chordata,Actinopterygii,NA,bony fish
Fis-22861,Chloroscombrus chrysurus,Atlantic bumper,Animalia,Chordata,Actinopterygii,NA,bony fish
Fis-22927,Parona signata,Parona leatherjacket,Animalia,Chordata,Actinopterygii,NA,bony fish
Fis-22954,Selar crumenophthalmus,Bigeye scad,Animalia,Chordata,Actinopterygii,NA,bony fish
Fis-22955,Selaroides leptolepis,Yellowstripe scad,Animalia,Chordata,Actinopterygii,NA,bony fish
Fis-22903,Mene maculata,Moonfish,Animalia,Chordata,Actinopterygii,NA,bony fish
Fis-22852,Brama brama,Atlantic pomfret,Animalia,Chordata,Actinopterygii,NA,bony fish
Fis-22847,Arripis georgianus,Ruff,Animalia,Chordata,Actinopterygii,NA,bony fish
Fis-22873,Dicentrarchus punctatus,Spotted seabass,Animalia,Chordata,Actinopterygii,NA,bony fish
Fis-59418,Emmelichthys nitidus nitidus,Cape bonnetmouth,Animalia,Chordata,Actinopterygii,NA,bony fish
Fis-22913,Nemipterus virgatus,Golden threadfin bream,Animalia,Chordata,Actinopterygii,154900,bony fish
Fis-22885,Isacia conceptionis,Cabinza grunt,Animalia,Chordata,Actinopterygii,155309,bony fish
Fis-22931,Plectorhinchus mediterraneus,Rubberlip grunt,Animalia,Chordata,Actinopterygii,NA,bony fish
Fis-22934,Pomadasys argenteus,Silver grunt,Animalia,Chordata,Actinopterygii,172404,bony fish
Fis-23040,Brachydeuterus auritus,Bigeye grunt,Animalia,Chordata,Actinopterygii,NA,bony fish
Fis-23096,Conodon nobilis,Barred grunt,Animalia,Chordata,Actinopterygii,NA,bony fish
Fis-23248,Sillaginopsis panijus,Flathead sillago,Animalia,Chordata,Actinopterygii,NA,bony fish
Fis-23098,Cynoscion nebulosus,Spotted weakfish,Animalia,Chordata,Actinopterygii,NA,bony fish
Fis-23099,Cynoscion regalis,Squeteague,Animalia,Chordata,Actinopterygii,NA,bony fish
Fis-23100,Cynoscion striatus,Striped weakfish,Animalia,Chordata,Actinopterygii,NA,bony fish
Fis-23190,Micropogonias undulatus,Atlantic croaker,Animalia,Chordata,Actinopterygii,NA,bony fish
Fis-23187,Menticirrhus americanus,Southern kingcroaker,Animalia,Chordata,Actinopterygii,NA,bony fish
Fis-23189,Menticirrhus saxatilis,Northern kingfish,Animalia,Chordata,Actinopterygii,NA,bony fish
Fis-23188,Menticirrhus littoralis,Gulf kingcroaker,Animalia,Chordata,Actinopterygii,NA,bony fish
Fis-47571,Elagatis bipinnulata,Rainbow runner,Animalia,Chordata,Actinopterygii,NA,bony fish
Fis-29575,Umbrina canosai,Argentine croaker,Animalia,Chordata,Actinopterygii,NA,bony fish
Fis-14259,Larimichthys polyactis,Yellow croaker,Animalia,Chordata,Actinopterygii,NA,bony fish
Fis-23183,Macrodon ancylodon,King weakfish,Animalia,Chordata,Actinopterygii,NA,bony fish
Fis-23017,Argyrosomus regius,Meagre,Animalia,Chordata,Actinopterygii,NA,bony fish
Fis-23016,Argyrosomus hololepidotus,Southern meagre,Animalia,Chordata,Actinopterygii,63570,bony fish
Fis-23031,Atractoscion aequidens,Geelbeck croaker,Animalia,Chordata,Actinopterygii,NA,bony fish
Fis-23135,Genyonemus lineatus,White croaker,Animalia,Chordata,Actinopterygii,154755,bony fish
Fis-23235,Pteroscion peli,Boe drum,Animalia,Chordata,Actinopterygii,NA,bony fish
Fis-23210,Paralonchurus peruanus,Peruvian banded croaker,Animalia,Chordata,Actinopterygii,183581,bony fish
Fis-23219,Pogonias cromis,Black drum,Animalia,Chordata,Actinopterygii,NA,bony fish
Fis-23120,Epinephelus aeneus,White grouper,Animalia,Chordata,Actinopterygii,132722,bony fish
Fis-21640,Larimichthys crocea,Large yellow croaker,Animalia,Chordata,Actinopterygii,NA,bony fish
Fis-29428,Leiostomus xanthurus,Spot croaker,Animalia,Chordata,Actinopterygii,NA,bony fish
Fis-23228,Pseudotolithus senegalensis,Cassava croaker,Animalia,Chordata,Actinopterygii,NA,bony fish
Fis-23227,Pseudotolithus elongatus,Bobo croaker,Animalia,Chordata,Actinopterygii,NA,bony fish
Fis-21653,Pennahia argentata,Silver croaker,Animalia,Chordata,Actinopterygii,NA,bony fish
Fis-29463,Pagellus bellottii,Red pandora,Animalia,Chordata,Actinopterygii,NA,bony fish
Fis-23109,Dentex macrophthalmus,Large-eye dentex,Animalia,Chordata,Actinopterygii,NA,bony fish
Fis-23108,Dentex dentex,Common dentex,Animalia,Chordata,Actinopterygii,NA,bony fish
Fis-29364,Dentex angolensis,Angolan dentex,Animalia,Chordata,Actinopterygii,NA,bony fish
Fis-23013,Archosargus probatocephalus,Sheepshead,Animalia,Chordata,Actinopterygii,NA,bony fish
Fis-23015,Argyrops spinifer,King soldier bream,Animalia,Chordata,Actinopterygii,NA,bony fish
Fis-23018,Argyrozona argyrozona,Carpenter seabream,Animalia,Chordata,Actinopterygii,NA,bony fish
Fis-23091,Cheimerius nufar,Santer seabream,Animalia,Chordata,Actinopterygii,NA,bony fish
Fis-23093,Pagrus major,Red seabream,Animalia,Chordata,Actinopterygii,NA,bony fish
Fis-23217,Petrus rupestris,Red steenbras,Animalia,Chordata,Actinopterygii,NA,bony fish
Fis-23234,Pterogymnus laniarius,Panga seabream,Animalia,Chordata,Actinopterygii,NA,bony fish
Fis-23238,Rhabdosargus globiceps,White stumpnose,Animalia,Chordata,Actinopterygii,NA,bony fish
Fis-23283,Stenotomus chrysops,Scup,Animalia,Chordata,Actinopterygii,NA,bony fish
Fis-29492,Pseudupeneus prayensis,West African goatfish,Animalia,Chordata,Actinopterygii,NA,bony fish
Fis-23112,Drepane punctata,Spotted sicklefish,Animalia,Chordata,Actinopterygii,NA,bony fish
Fis-29366,Drepane africana,African sicklefish,Animalia,Chordata,Actinopterygii,NA,bony fish
Fis-23170,Lebetus scorpioides,Diminutive goby,Animalia,Chordata,Actinopterygii,NA,bony fish
Fis-23293,Tautoga onitis,Tautog,Animalia,Chordata,Actinopterygii,187479,bony fish
Fis-137737,Nemadactylus bergi,Castaneta,Animalia,Chordata,Actinopterygii,NA,bony fish
Fis-23014,Arctoscopus japonicus,Japanese sandfish,Animalia,Chordata,Actinopterygii,NA,bony fish
Fis-23211,Parapercis colias,New Zealand blue cod,Animalia,Chordata,Actinopterygii,154870,bony fish
Fis-21466,Percophis brasiliensis,Brazilian flathead,Animalia,Chordata,Actinopterygii,NA,bony fish
Fis-23115,Eleginops maclovinus,Patagonian blennie,Animalia,Chordata,Actinopterygii,NA,bony fish
Fis-29365,Dissostichus eleginoides,Patagonian toothfish,Animalia,Chordata,Actinopterygii,NA,bony fish
Fis-29456,Notothenia rossii,Marbled rockcod,Animalia,Chordata,Actinopterygii,NA,bony fish
Fis-164093,Pleuragramma antarctica,Antarctic silverfish,Animalia,Chordata,Actinopterygii,154785,bony fish
Fis-23090,Chaenocephalus aceratus,Blackfin icefish,Animalia,Chordata,Actinopterygii,NA,bony fish
Fis-29335,Champsocephalus gunnari,Mackerel icefish,Animalia,Chordata,Actinopterygii,NA,bony fish
Fis-29489,Pseudochaenichthys georgianus,South Georgia icefish,Animalia,Chordata,Actinopterygii,NA,bony fish
Fis-29337,Chionodraco rastrospinosus,Ocellated icefish,Animalia,Chordata,Actinopterygii,NA,bony fish
Fis-29336,Channichthys rhinoceratus,Unicorn icefish,Animalia,Chordata,Actinopterygii,NA,bony fish
Fis-29334,Chaenodraco wilsoni,Spiny icefish,Animalia,Chordata,Actinopterygii,NA,bony fish
Fis-23316,Zoarces viviparus,Eelpout,Animalia,Chordata,Actinopterygii,NA,bony fish
Fis-62945,Zoarces americanus,Ocean pout,Animalia,Chordata,Actinopterygii,NA,bony fish
Fis-23313,Trisopterus minutus,Poor cod,Animalia,Chordata,Actinopterygii,154897,bony fish
Fis-23136,Genypterus blacodes,Pink cusk-eel,Animalia,Chordata,Actinopterygii,NA,bony fish
Fis-46972,Genypterus maculatus,Black cusk-eel,Animalia,Chordata,Actinopterygii,NA,bony fish
Fis-23137,Genypterus capensis,Kingklip,Animalia,Chordata,Actinopterygii,NA,bony fish
Fis-23041,Brotula barbata,Bearded brotula,Animalia,Chordata,Actinopterygii,NA,bony fish
Fis-29268,Ammodytes personatus,Pacific sandlance,Animalia,Chordata,Actinopterygii,NA,bony fish
Fis-29420,Hypoptychus dybowskii,Korean sandlance,Animalia,Chordata,Actinopterygii,NA,bony fish
Fis-23309,Thyrsites atun,Snoek,Animalia,Chordata,Actinopterygii,NA,bony fish
Fis-23310,Thyrsitops lepidopoides,White snake mackerel,Animalia,Chordata,Actinopterygii,NA,bony fish
Fis-23209,Pampus argenteus,Silver pomfret,Animalia,Chordata,Actinopterygii,NA,bony fish
Fis-23216,Peprilus triacanthus,Atlantic butterfish,Animalia,Chordata,Actinopterygii,NA,bony fish
Fis-23215,Peprilus simillimus,Pacific pompano,Animalia,Chordata,Actinopterygii,183337,bony fish
Fis-23160,Hyperoglyphe antarctica,Bluenose warehou,Animalia,Chordata,Actinopterygii,NA,bony fish
Fis-23224,Psenopsis anomala,Pacific rudderfish,Animalia,Chordata,Actinopterygii,155177,bony fish
Fis-149739,Sebastes norvegicus,Golden redfish,Animalia,Chordata,Actinopterygii,NA,bony fish
Fis-23264,Sebastes entomelas,Widow rockfish,Animalia,Chordata,Actinopterygii,NA,bony fish
Fis-23265,Sebastes flavidus,Yellowtail rockfish,Animalia,Chordata,Actinopterygii,NA,bony fish
Fis-23262,Sebastes alutus,Pacific ocean perch,Animalia,Chordata,Actinopterygii,NA,bony fish
Fis-29522,Sebastes mentella,Beaked redfish,Animalia,Chordata,Actinopterygii,154816,bony fish
Fis-23263,Sebastes capensis,Cape redfish,Animalia,Chordata,Actinopterygii,NA,bony fish
Fis-23092,Chelidonichthys kumu,Bluefin gurnard,Animalia,Chordata,Actinopterygii,154895,bony fish
Fis-23236,Pterygotrigla polyommata,Latchet,Animalia,Chordata,Actinopterygii,NA,bony fish
Fis-29457,Ophiodon elongatus,Lingcod,Animalia,Chordata,Actinopterygii,NA,bony fish
Fis-29480,Pleurogrammus azonus,Okhotsk atka mackerel,Animalia,Chordata,Actinopterygii,NA,bony fish
Fis-22996,Anoplopoma fimbria,Sablefish,Animalia,Chordata,Actinopterygii,NA,bony fish
Fis-23225,Psettodes erumei,Indian halibut,Animalia,Chordata,Actinopterygii,NA,bony fish
Fis-29418,Hippoglossus stenolepis,Pacific halibut,Animalia,Chordata,Actinopterygii,NA,bony fish
Fis-23237,Reinhardtius hippoglossoides,Greenland halibut,Animalia,Chordata,Actinopterygii,NA,bony fish
Fis-23030,Atheresthes stomias,Arrow-tooth flounder,Animalia,Chordata,Actinopterygii,NA,bony fish
Fis-29299,Atheresthes evermanni,Kamchatka flounder,Animalia,Chordata,Actinopterygii,NA,bony fish
Fis-29417,Hippoglossoides elassodon,Flathead sole,Animalia,Chordata,Actinopterygii,NA,bony fish
Fis-11256,Limanda aspera,Yellowfin sole,Animalia,Chordata,Actinopterygii,NA,bony fish
Fis-16989,Limanda ferruginea,Yellowtail flounder,Animalia,Chordata,Actinopterygii,17710,bony fish
Fis-26638,Paraplagusia bilineata,Doublelined tonguesole,Animalia,Chordata,Actinopterygii,NA,bony fish
Fis-12375,Pseudopleuronectes americanus,Winter flounder,Animalia,Chordata,Actinopterygii,NA,bony fish
Fis-23272,Solea solea,Common sole,Animalia,Chordata,Actinopterygii,NA,bony fish
Fis-8265,Dicologlossa cuneata,Wedge sole,Animalia,Chordata,Actinopterygii,155215,bony fish
Fis-23034,Austroglossus microlepis,West coast sole,Animalia,Chordata,Actinopterygii,155236,bony fish
Fis-23035,Austroglossus pectoralis,Mud sole,Animalia,Chordata,Actinopterygii,NA,bony fish
Fis-23250,Scophthalmus rhombus,Brill,Animalia,Chordata,Actinopterygii,NA,bony fish
Fis-23249,Scophthalmus aquosus,Windowpane flounder,Animalia,Chordata,Actinopterygii,NA,bony fish
Fis-23284,Stephanolepis cirrhifer,Threadsail filefish,Animalia,Chordata,Actinopterygii,NA,bony fish
Fis-29432,Lophius americanus,American angler,Animalia,Chordata,Actinopterygii,NA,bony fish
Fis-22987,Anchoa parva,Little anchovy,Animalia,Chordata,Actinopterygii,NA,bony fish
Fis-22989,Anchoa spinifer,Spicule anchovy,Animalia,Chordata,Actinopterygii,NA,bony fish
Fis-22990,Anchoa starksi,Starks's anchovy,Animalia,Chordata,Actinopterygii,184000,bony fish
Fis-29272,Anchoa walkeri,Persistent anchovy,Animalia,Chordata,Actinopterygii,155020,bony fish
Fis-22994,Anchovia clupeoides,Zabaleta anchovy,Animalia,Chordata,Actinopterygii,NA,bony fish
Fis-22995,Anchovia macrolepidota,Bigscale anchovy,Animalia,Chordata,Actinopterygii,183917,bony fish
Fis-22983,Anchoa mitchilli,Bay anchovy,Animalia,Chordata,Actinopterygii,NA,bony fish
Fis-23088,Cetengraulis edentulus,Atlantic anchoveta,Animalia,Chordata,Actinopterygii,NA,bony fish
Fis-23089,Cetengraulis mysticetus,Pacific anchoveta,Animalia,Chordata,Actinopterygii,183878,bony fish
Fis-23180,Lycengraulis grossidens,Atlantic sabretooth anchovy,Animalia,Chordata,Actinopterygii,NA,bony fish
Fis-23181,Lycengraulis poeyi,Pacific sabretooth anchovy,Animalia,Chordata,Actinopterygii,183379,bony fish
Fis-23116,Encrasicholina devisi,Devis' anchovy,Animalia,Chordata,Actinopterygii,NA,bony fish
Fis-23117,Encrasicholina heteroloba,Shorthead anchovy,Animalia,Chordata,Actinopterygii,NA,bony fish
Fis-29371,Encrasicholina punctifer,Buccaneer anchovy,Animalia,Chordata,Actinopterygii,NA,bony fish
Fis-29550,Stolephorus andhraensis,Andhra anchovy,Animalia,Chordata,Actinopterygii,NA,bony fish
Fis-29551,Stolephorus baganensis,Bagan anchovy,Animalia,Chordata,Actinopterygii,NA,bony fish
Fis-22421,Stolephorus carpentariae,Gulf of Carpenteria anchovy,Animalia,Chordata,Actinopterygii,NA,bony fish
Fis-23286,Stolephorus chinensis,China anchovy,Animalia,Chordata,Actinopterygii,NA,bony fish
Fis-62520,Stolephorus commersonnii,Commerson's anchovy,Animalia,Chordata,Actinopterygii,NA,bony fish
Fis-29553,Stolephorus dubiosus,Thai anchovy,Animalia,Chordata,Actinopterygii,NA,bony fish
Fis-23287,Stolephorus holodon,Natal anchovy,Animalia,Chordata,Actinopterygii,NA,bony fish
Fis-23288,Stolephorus indicus,Indian anchovy,Animalia,Chordata,Actinopterygii,NA,bony fish
Fis-29554,Stolephorus insularis,Hardenberg's anchovy,Animalia,Chordata,Actinopterygii,NA,bony fish
Fis-29425,Labrus bergylta,Ballan wrasse,Animalia,Chordata,Actinopterygii,187398,bony fish
Fis-29559,Stolephorus waitei,Spotty-face anchovy,Animalia,Chordata,Actinopterygii,NA,bony fish
Fis-23295,Thryssa aestuaria,Estuarine thryssa,Animalia,Chordata,Actinopterygii,NA,bony fish
Fis-23296,Thryssa baelama,Baelama anchovy,Animalia,Chordata,Actinopterygii,NA,bony fish
Fis-23298,Thryssa dussumieri,Dussumier's thryssa,Animalia,Chordata,Actinopterygii,NA,bony fish
Fis-23299,Thryssa encrasicholoides,False baelama anchovy,Animalia,Chordata,Actinopterygii,NA,bony fish
Fis-23300,Thryssa hamiltonii,Hamilton's thryssa,Animalia,Chordata,Actinopterygii,NA,bony fish
Fis-23302,Thryssa malabarica,Malabar thryssa,Animalia,Chordata,Actinopterygii,NA,bony fish
Fis-23303,Thryssa mystax,Moustached thryssa,Animalia,Chordata,Actinopterygii,155240,bony fish
Fis-23304,Thryssa purava,Oblique-jaw thryssa,Animalia,Chordata,Actinopterygii,NA,bony fish
