am_sid,sciname,common_name,kingdom,phylum,class,iucn_sid,taxa
W-Msc-419771,Stigmaulax cayennensis,Cayenne moon snail,Animalia,Mollusca,Gastropoda,NA,invertebrate
W-Msc-197148,Eatoniella caliginosa,NA,Animalia,Mollusca,Gastropoda,NA,invertebrate
W-Msc-532910,Homalopoma cunninghami,NA,Animalia,Mollusca,Gastropoda,NA,invertebrate
W-Msc-197104,Chlanidota chordata,NA,Animalia,Mollusca,Gastropoda,NA,invertebrate
W-Msc-532458,Brookula conica,NA,Animalia,Mollusca,Gastropoda,NA,invertebrate
W-Msc-532499,Caelatura barcellosi,NA,Animalia,Mollusca,Gastropoda,NA,invertebrate
SLB-178371,Bursa natalensis,NA,Animalia,Mollusca,Gastropoda,NA,invertebrate
W-Msc-420092,Mitra antillensis,NA,Animalia,Mollusca,Gastropoda,NA,invertebrate
W-Msc-509702,Toledonia perplexa,NA,Animalia,Mollusca,Gastropoda,NA,invertebrate
SLB-178587,Mactra patagonica,NA,Animalia,Mollusca,Bivalvia,NA,invertebrate
W-Msc-197061,Bathydoris hodgsoni,NA,Animalia,Mollusca,Gastropoda,NA,invertebrate
SLB-179351,Amalda josecarlosi,NA,Animalia,Mollusca,Gastropoda,NA,invertebrate
W-Msc-197109,Chlanidota paucispiralis,NA,Animalia,Mollusca,Gastropoda,NA,invertebrate
W-Msc-532875,Gaza olivacea,NA,Animalia,Mollusca,Gastropoda,NA,invertebrate
W-Msc-532546,Calliostoma vinosum,NA,Animalia,Mollusca,Gastropoda,NA,invertebrate
W-Msc-474068,Volvarina pontesi,NA,Animalia,Mollusca,Gastropoda,NA,invertebrate
W-Msc-419703,Crepidula depressa,NA,Animalia,Mollusca,Gastropoda,NA,invertebrate
SLB-179920,Typhis expansus,NA,Animalia,Mollusca,Gastropoda,NA,invertebrate
W-Msc-533262,Perissodonta georgiana,NA,Animalia,Mollusca,Gastropoda,NA,invertebrate
W-Msc-197024,Aegires albus,NA,Animalia,Mollusca,Gastropoda,NA,invertebrate
W-Msc-389074,Dacrydium leucoguttatum,NA,Animalia,Mollusca,Bivalvia,NA,invertebrate
W-Msc-142010,Yoldiella solidula,NA,Animalia,Mollusca,Bivalvia,NA,invertebrate
SLB-181374,Uristes gigas,NA,Animalia,Arthropoda,Malacostraca,NA,invertebrate
SLB-181554,Orchomenella pinguides,NA,Animalia,Arthropoda,Malacostraca,NA,invertebrate
SLB-181989,Uristes georgianus,NA,Animalia,Arthropoda,Malacostraca,NA,invertebrate
W-Pol-173673,Aglaophamus macroura,purple worm,Animalia,Annelida,Polychaeta,NA,invertebrate
SLB-182298,Torometopa crenatipalmata,NA,Animalia,Arthropoda,Malacostraca,NA,invertebrate
W-Por-170434,Cliona chilensis,boring pumpkin sponge,Animalia,Porifera,Demospongiae,NA,invertebrate
W-Por-165983,Halicnemia papillosa,mango seed sponge,Animalia,Porifera,Demospongiae,NA,invertebrate
W-Oct-290186,Incrustatus comauensis,common encrusting soft coral,Animalia,Cnidaria,Anthozoa,NA,invertebrate
SLB-182285,Cephalophoxoides kergueleni,NA,Animalia,Arthropoda,Malacostraca,NA,invertebrate
W-Msc-506122,Modiolus matris,NA,Animalia,Mollusca,Bivalvia,NA,invertebrate
W-Ase-254919,Nidorellia armata,NA,Animalia,Echinodermata,Asteroidea,NA,invertebrate
W-Ech-513527,Salenocidaris miliaris,NA,Animalia,Echinodermata,Echinoidea,NA,invertebrate
W-Ech-513196,Clypeaster rotundus,NA,Animalia,Echinodermata,Echinoidea,NA,invertebrate
W-Hol-529594,Pentamera chierchiae,NA,Animalia,Echinodermata,Holothuroidea,NA,invertebrate
SLB-182810,Holothuria kefersteinii,NA,Animalia,Echinodermata,Holothuroidea,180245,invertebrate
W-Hol-148777,Pelagothuria natatrix,NA,Animalia,Echinodermata,Holothuroidea,NA,invertebrate
W-Oph-243791,Ophiomoeris obstricta,NA,Animalia,Echinodermata,Ophiuroidea,NA,invertebrate
W-Ase-291691,Astropecten dubiosus,NA,Animalia,Echinodermata,Asteroidea,NA,invertebrate
W-Oph-243012,Amphiura annulifera,NA,Animalia,Echinodermata,Ophiuroidea,NA,invertebrate
W-Ase-291659,Diplodontias dilatatus,NA,Animalia,Echinodermata,Asteroidea,NA,invertebrate
W-Oph-243881,Ophionereis fasciata,NA,Animalia,Echinodermata,Ophiuroidea,NA,invertebrate
W-Ase-291577,Henricia lukinsii,NA,Animalia,Echinodermata,Asteroidea,NA,invertebrate
W-Bch-440331,Mursia microspina,NA,Animalia,Arthropoda,Malacostraca,NA,invertebrate
SLB-184796,Pentacheles gibbus,NA,Animalia,Arthropoda,Malacostraca,185018,invertebrate
SLB-184805,Polycheles tanneri,NA,Animalia,Arthropoda,Malacostraca,185067,invertebrate
SLB-184828,Stereomastis helleri,NA,Animalia,Arthropoda,Malacostraca,185040,invertebrate
SLB-185176,Dodecasella georgiana,NA,Animalia,Arthropoda,Malacostraca,NA,invertebrate
W-Hol-529710,Trachythyone lechleri,NA,Animalia,Echinodermata,Holothuroidea,NA,invertebrate
W-Bch-440523,Homalaspis plana,blackberry crab,Animalia,Arthropoda,Malacostraca,NA,invertebrate
SLB-186033,Sinezona ferriezi,NA,Animalia,Mollusca,Gastropoda,NA,invertebrate
SLB-187000,Culicia tenella,NA,Animalia,Cnidaria,Anthozoa,NA,invertebrate
W-Msc-504960,Carditella naviformis,NA,Animalia,Mollusca,Bivalvia,NA,invertebrate
SLB-187389,Propagurus gaudichaudii,colorful hermit crab,Animalia,Arthropoda,Malacostraca,NA,invertebrate
W-Bch-148463,Pilumnoides perlatus,garnet crab,Animalia,Arthropoda,Malacostraca,NA,invertebrate
W-Msc-490672,Aeneator fontainei,NA,Animalia,Mollusca,Gastropoda,NA,invertebrate
W-Bch-444718,Cyclograpsus longipes,NA,Animalia,Arthropoda,Malacostraca,NA,invertebrate
W-Msc-437365,Echinolittorina cinerea,marine snail,Animalia,Mollusca,Gastropoda,NA,invertebrate
W-Bch-444122,Alainodaeus nuku,NA,Animalia,Arthropoda,Malacostraca,NA,invertebrate
SLB-189538,Albunea bulla,NA,Animalia,Arthropoda,Malacostraca,NA,invertebrate
SLB-189545,Alpheus idiocheles,NA,Animalia,Arthropoda,Malacostraca,NA,invertebrate
W-Por-165313,Dactylospongia metachromia,NA,Animalia,Porifera,Demospongiae,NA,invertebrate
SLB-189633,Chlorocurtis jactans,NA,Animalia,Arthropoda,Malacostraca,NA,invertebrate
W-Bch-209047,Paractaea retusa,NA,Animalia,Arthropoda,Malacostraca,NA,invertebrate
W-Hol-241861,Holothuria coronopertusa,NA,Animalia,Echinodermata,Holothuroidea,NA,invertebrate
W-Bch-209528,Ebaliopsis erosa,NA,Animalia,Arthropoda,Malacostraca,NA,invertebrate
SLB-190089,Ligur ensiferus,NA,Animalia,Arthropoda,Malacostraca,NA,invertebrate
W-Bch-209144,Liocarpilodes harmsi,NA,Animalia,Arthropoda,Malacostraca,NA,invertebrate
W-Msc-391565,Propeamussium watsoni,NA,Animalia,Mollusca,Bivalvia,NA,invertebrate
W-Msc-391007,Pseudohinnites levii,NA,Animalia,Mollusca,Bivalvia,NA,invertebrate
SLB-190288,Munida tuberculata,NA,Animalia,Arthropoda,Malacostraca,NA,invertebrate
SLB-190304,Niobafia erosa,NA,Animalia,Arthropoda,Malacostraca,NA,invertebrate
SLB-190321,Pagurixus anceps,NA,Animalia,Arthropoda,Malacostraca,NA,invertebrate
W-Bch-209148,Palmyria palmyrensis,NA,Animalia,Arthropoda,Malacostraca,NA,invertebrate
W-Bch-442217,Pseudopalicus pictus,NA,Animalia,Arthropoda,Malacostraca,NA,invertebrate
W-Bch-441349,Tanaoa serenei,NA,Animalia,Arthropoda,Malacostraca,NA,invertebrate
W-Bch-443862,Tetraloides heterodactylus,NA,Animalia,Arthropoda,Malacostraca,NA,invertebrate
W-Bch-440295,Calappa capellonis,NA,Animalia,Arthropoda,Malacostraca,NA,invertebrate
SLB-192782,Cladophoropsis vaucheriaeformis,NA,Plantae,Chlorophyta,Ulvophyceae,NA,plant
W-Por-171230,Discodermia proliferans,NA,Animalia,Porifera,Demospongiae,NA,invertebrate
W-Por-171162,Reidispongia coerulea,NA,Animalia,Porifera,Demospongiae,NA,invertebrate
URM-Cn-6299,Palythoa mutuki,NA,Animalia,Cnidaria,Anthozoa,NA,invertebrate
W-Pol-328479,Hydroides tuberculatus,NA,Animalia,Annelida,Polychaeta,NA,invertebrate
W-Por-165528,Cymbastela cantharella,NA,Animalia,Porifera,Demospongiae,NA,invertebrate
W-Por-165695,Rhaphoxya systremma,NA,Animalia,Porifera,Demospongiae,NA,invertebrate
W-Por-169131,Hamigera strongylata,NA,Animalia,Porifera,Demospongiae,NA,invertebrate
SLB-159108,Coenobita variabilis,NA,Animalia,Arthropoda,Malacostraca,NA,invertebrate
W-Por-166343,Haliclona cymaeformis,NA,Animalia,Porifera,Demospongiae,NA,invertebrate
W-Oph-243987,Ophioplocus japonicus,japanese smooth brittle star,Animalia,Echinodermata,Ophiuroidea,NA,invertebrate
W-Ase-213125,Pentaceraster regulus,NA,Animalia,Echinodermata,Asteroidea,NA,invertebrate
W-Ase-213314,Euretaster cribrosus,NA,Animalia,Echinodermata,Asteroidea,NA,invertebrate
SLB-159897,Geodia macandrewi,NA,Animalia,Porifera,Demospongiae,NA,invertebrate
SLB-160064,Echinodiscus auritus,NA,Animalia,Echinodermata,Echinoidea,NA,invertebrate
W-Ech-513518,Rhynobrissus pyramidalis,NA,Animalia,Echinodermata,Echinoidea,NA,invertebrate
NZ-24244,Hypalocrinus naresianus,NA,Animalia,Echinodermata,Crinoidea,NA,invertebrate
W-Msc-139222,Benthomangelia antonia,NA,Animalia,Mollusca,Gastropoda,NA,invertebrate
SLB-75625,Cerithiopsis flava,NA,Animalia,Mollusca,Gastropoda,NA,invertebrate
SLB-75642,Cerithiopsis lata,NA,Animalia,Mollusca,Gastropoda,NA,invertebrate
W-Msc-533366,Pyrgophorus parvulus,NA,Animalia,Mollusca,Gastropoda,NA,invertebrate
SLB-77592,Janolus comis,NA,Animalia,Mollusca,Gastropoda,NA,invertebrate
SLB-73503,Antillophos candeanus,beaded phos,Animalia,Mollusca,Gastropoda,NA,invertebrate
W-Msc-160106,Astyris pura,simple dovesnail,Animalia,Mollusca,Gastropoda,NA,invertebrate
W-Msc-156447,Tachyrhynchus reticulatus,NA,Animalia,Mollusca,Gastropoda,NA,invertebrate
SLB-74406,Thelecythara floridana,NA,Animalia,Mollusca,Gastropoda,NA,invertebrate
W-Msc-224618,Thuridilla picta,painted elysia,Animalia,Mollusca,Gastropoda,NA,invertebrate
W-Msc-528084,Megastraea undosa,wavy turban,Animalia,Mollusca,Gastropoda,NA,invertebrate
W-Msc-419561,Nodilittorina mespillum,brown periwinkle,Animalia,Mollusca,Gastropoda,NA,invertebrate
W-Msc-403751,Ocinebrina interfossa,NA,Animalia,Mollusca,Gastropoda,NA,invertebrate
W-Msc-564678,Paziella oregonia,NA,Animalia,Mollusca,Gastropoda,NA,invertebrate
W-Msc-382406,Voluta musica,music volute,Animalia,Mollusca,Gastropoda,NA,invertebrate
W-Msc-580413,Calliostoma platinum,silvery topsnail,Animalia,Mollusca,Gastropoda,NA,invertebrate
W-Msc-214971,Heliacus infundibuliformis,channeled sundial,Animalia,Mollusca,Gastropoda,NA,invertebrate
W-Msc-488974,Pectinodonta arcuata,NA,Animalia,Mollusca,Gastropoda,NA,invertebrate
W-Msc-419432,Calliostoma tampaense,Tampa Bay topsnail,Animalia,Mollusca,Gastropoda,NA,invertebrate
W-Msc-532514,Calliostoma coppingeri,NA,Animalia,Mollusca,Gastropoda,NA,invertebrate
W-Msc-532504,Calliostoma adspersum,NA,Animalia,Mollusca,Gastropoda,NA,invertebrate
SLB-189187,Cirsotrema varicosum,NA,Animalia,Mollusca,Gastropoda,NA,invertebrate
SLB-75721,Depressiscala nitidella,mottled wentletrap,Animalia,Mollusca,Gastropoda,NA,invertebrate
W-Msc-216372,Turbo radiatus,rayed dwarf-turban,Animalia,Mollusca,Gastropoda,NA,invertebrate
W-Msc-419476,Arene venustula,graceful cyclostreme,Animalia,Mollusca,Gastropoda,NA,invertebrate
W-Msc-419469,Arene briareus,briar cyclostreme,Animalia,Mollusca,Gastropoda,NA,invertebrate
W-Msc-532410,Arene miniata,NA,Animalia,Mollusca,Gastropoda,NA,invertebrate
W-Msc-419612,Texadina barretti,Boone hydrobe,Animalia,Mollusca,Gastropoda,NA,invertebrate
W-Msc-419676,Teinostoma goniogyrus,NA,Animalia,Mollusca,Gastropoda,NA,invertebrate
W-Msc-419648,Anticlimax pilsbryi,cupola vitrinella,Animalia,Mollusca,Gastropoda,NA,invertebrate
W-Msc-419655,Cochliolepis striata,striate scalesnail,Animalia,Mollusca,Gastropoda,NA,invertebrate
W-Msc-419634,Rissoina striosa,NA,Animalia,Mollusca,Gastropoda,NA,invertebrate
W-Msc-416623,Carinaria lamarckii,NA,Animalia,Mollusca,Gastropoda,NA,invertebrate
W-Msc-139945,Pterotrachea hippocampus,NA,Animalia,Mollusca,Gastropoda,NA,invertebrate
W-Msc-139947,Pterotrachea scutata,NA,Animalia,Mollusca,Gastropoda,NA,invertebrate
W-Msc-413804,Vexillum exiguum,NA,Animalia,Mollusca,Gastropoda,NA,invertebrate
MFW-1755,Cerithidea pliculosa,plicate hornsnail,Animalia,Mollusca,Gastropoda,189357,invertebrate
SLB-74465,Persicula catenata,princess marginella,Animalia,Mollusca,Gastropoda,NA,invertebrate
W-Msc-420356,Pyrgocythara filosa,filose mangelia,Animalia,Mollusca,Gastropoda,NA,invertebrate
SLB-76689,Linatella caudata,ringed triton,Animalia,Mollusca,Gastropoda,NA,invertebrate
SLB-74752,Murexiella hidalgoi,NA,Animalia,Mollusca,Gastropoda,NA,invertebrate
SLB-74429,Coralliophila scalariformis,staircase coralsnail,Animalia,Mollusca,Gastropoda,NA,invertebrate
SLB-175326,Cantharus multangulus,ribbed cantharus,Animalia,Mollusca,Gastropoda,NA,invertebrate
W-Msc-420406,Compsodrillia tristicha,NA,Animalia,Mollusca,Gastropoda,NA,invertebrate
W-Msc-420307,Fenimorea janetae,NA,Animalia,Mollusca,Gastropoda,NA,invertebrate
W-Msc-420335,Glyphoturris quadrata,NA,Animalia,Mollusca,Gastropoda,NA,invertebrate
W-Msc-420323,Bactrocythara asarca,NA,Animalia,Mollusca,Gastropoda,NA,invertebrate
W-Msc-420495,Turbonilla puncta,NA,Animalia,Mollusca,Gastropoda,NA,invertebrate
W-Msc-420503,Turbonilla textilis,NA,Animalia,Mollusca,Gastropoda,NA,invertebrate
W-Msc-420512,Acteon incisus,NA,Animalia,Mollusca,Gastropoda,NA,invertebrate
W-Msc-533394,Runcina divae,NA,Animalia,Mollusca,Gastropoda,NA,invertebrate
W-Msc-420573,Elysia patina,NA,Animalia,Mollusca,Gastropoda,NA,invertebrate
SLB-78005,Cyerce cristallina,harlequin glass-slug,Animalia,Mollusca,Gastropoda,NA,invertebrate
W-Msc-420580,Costasiella nonatoi,NA,Animalia,Mollusca,Gastropoda,NA,invertebrate
W-Msc-160031,Aplysia morio,sooty seahare,Animalia,Mollusca,Gastropoda,NA,invertebrate
SLB-71702,Aplysia cervina,NA,Animalia,Mollusca,Gastropoda,NA,invertebrate
W-Msc-181222,Petalifera ramosa,ramose sea hare,Animalia,Mollusca,Gastropoda,NA,invertebrate
W-Msc-420583,Tylodina americana,umbrella slug,Animalia,Mollusca,Gastropoda,NA,invertebrate
W-Msc-549228,Hexabranchus morsomus,NA,Animalia,Mollusca,Gastropoda,NA,invertebrate
SLB-77518,Godiva rubrolineata,NA,Animalia,Mollusca,Gastropoda,NA,invertebrate
W-Iso-259236,Batedotea elongata,NA,Animalia,Arthropoda,Malacostraca,NA,invertebrate
W-Iso-118509,Paranthura costana,NA,Animalia,Arthropoda,Malacostraca,NA,invertebrate
W-Iso-256408,Aega falklandica,NA,Animalia,Arthropoda,Malacostraca,NA,invertebrate
W-Iso-256435,Aega semicarinata,NA,Animalia,Arthropoda,Malacostraca,NA,invertebrate
W-Iso-255200,Athelges takanoshimensis,NA,Animalia,Arthropoda,Malacostraca,NA,invertebrate
W-Iso-259251,Bathynomus doederleini,NA,Animalia,Arthropoda,Malacostraca,NA,invertebrate
W-Iso-259258,Bathynomus pelor,NA,Animalia,Arthropoda,Malacostraca,NA,invertebrate
SLB-18586,Ilyarachna antarctica,NA,Animalia,Arthropoda,Malacostraca,NA,invertebrate
W-Iso-175096,Coulmannia frigida,NA,Animalia,Arthropoda,Malacostraca,NA,invertebrate
W-Iso-260324,Euidotea caeruleotincta,NA,Animalia,Arthropoda,Malacostraca,NA,invertebrate
W-Iso-257339,Cleantis phryganea,NA,Animalia,Arthropoda,Malacostraca,NA,invertebrate
W-Iso-174920,Eisothistos antarcticus,NA,Animalia,Arthropoda,Malacostraca,NA,invertebrate
W-Iso-256624,Metacirolana arnaudi,NA,Animalia,Arthropoda,Malacostraca,NA,invertebrate
W-Iso-256061,Joeropsis marionis,NA,Animalia,Arthropoda,Malacostraca,NA,invertebrate
SLB-13602,Litarcturus lillei,NA,Animalia,Arthropoda,Malacostraca,NA,invertebrate
W-Iso-256236,Munna pallida,NA,Animalia,Arthropoda,Malacostraca,NA,invertebrate
W-Iso-256678,Natatolana kahiba,NA,Animalia,Arthropoda,Malacostraca,NA,invertebrate
W-Iso-256680,Natatolana laewilla,NA,Animalia,Arthropoda,Malacostraca,NA,invertebrate
ITS-551989,Hymenopenaeus obliquirostris,NA,Animalia,Arthropoda,Malacostraca,NA,invertebrate
W-Iso-411072,Meridiosignum menziesi,NA,Animalia,Arthropoda,Malacostraca,NA,invertebrate
ITS-551548,Gennadas sordidus,NA,Animalia,Arthropoda,Malacostraca,NA,invertebrate
W-Iso-258444,Santia mawsoni,NA,Animalia,Arthropoda,Malacostraca,NA,invertebrate
ITS-551975,Gordonella paravillosa,NA,Animalia,Arthropoda,Malacostraca,NA,invertebrate
ITS-551552,Lucifer hanseni,NA,Animalia,Arthropoda,Malacostraca,NA,invertebrate
ITS-552915,Nephropides caribaeus,mitten lobsterette,Animalia,Arthropoda,Malacostraca,170060,invertebrate
ITS-552927,Eunephrops bairdii,red lobster,Animalia,Arthropoda,Malacostraca,170085,invertebrate
ITS-551594,Metapenaeopsis aegyptia,Egyptian prawn,Animalia,Arthropoda,Malacostraca,NA,invertebrate
ITS-551597,Metapenaeopsis beebei,NA,Animalia,Arthropoda,Malacostraca,NA,invertebrate
ITS-551606,Metapenaeopsis evermanni,NA,Animalia,Arthropoda,Malacostraca,NA,invertebrate
ITS-551632,Metapenaeopsis sibogae,NA,Animalia,Arthropoda,Malacostraca,NA,invertebrate
ITS-551660,Penaeopsis jerryi,gondwana shrimp,Animalia,Arthropoda,Malacostraca,NA,invertebrate
ITS-551686,Megokris sedili,Malayan rough shrimp,Animalia,Arthropoda,Malacostraca,NA,invertebrate
ITS-551714,Sicyonia fallax,NA,Animalia,Arthropoda,Malacostraca,NA,invertebrate
ITS-552860,Neocallichirus grandimana,NA,Animalia,Arthropoda,Malacostraca,NA,invertebrate
ITS-552971,Panulirus echinatus,brown spiny lobster,Animalia,Arthropoda,Malacostraca,169964,invertebrate
ITS-552975,Panulirus japonicus,Japanese spiny lobster,Animalia,Arthropoda,Malacostraca,170006,invertebrate
Chn-8fd42244-81ae-418b-9e7d-1a07d933db73,Chelarctus aureus,NA,Animalia,Arthropoda,Malacostraca,185041,invertebrate
SLB-184903,Eduarctus lewinsohni,NA,Animalia,Arthropoda,Malacostraca,184995,invertebrate
ITS-612565,Tuleariocaris holthuisi,Holthuis urchin shrimp,Animalia,Arthropoda,Malacostraca,NA,invertebrate
ITS-612465,Ancylomenes magnificus,magnificent shrimp,Animalia,Arthropoda,Malacostraca,NA,invertebrate
ITS-612466,Periclimenes mahei,NA,Animalia,Arthropoda,Malacostraca,NA,invertebrate
ITS-612490,Cuapetes platycheles,NA,Animalia,Arthropoda,Malacostraca,NA,invertebrate
ITS-612346,Periclimenaeus nobilii,NA,Animalia,Arthropoda,Malacostraca,NA,invertebrate
ITS-612387,Periclimenes attenuatus,NA,Animalia,Arthropoda,Malacostraca,NA,invertebrate
W-Bch-107372,Chaceon mediterraneus,NA,Animalia,Arthropoda,Malacostraca,NA,invertebrate
SLB-7925,Tiburonella viscana,NA,Animalia,Arthropoda,Malacostraca,NA,invertebrate
ITS-659883,Anchistioides compressus,NA,Animalia,Arthropoda,Malacostraca,NA,invertebrate
W-Bch-442169,Macroregonia macrochira,NA,Animalia,Arthropoda,Malacostraca,NA,invertebrate
ITS-659924,Alpheus oahuensis,NA,Animalia,Arthropoda,Malacostraca,NA,invertebrate
ITS-659947,Synalpheus albatrossi,NA,Animalia,Arthropoda,Malacostraca,NA,invertebrate
ITS-660149,Albunea speciosa,NA,Animalia,Arthropoda,Malacostraca,NA,invertebrate
SLB-12342,Notosceles viaderi,NA,Animalia,Arthropoda,Malacostraca,NA,invertebrate
W-Bch-209116,Etisus bifrontalis,NA,Animalia,Arthropoda,Malacostraca,NA,invertebrate
W-Bch-209081,Macromedaeus crassimanus,NA,Animalia,Arthropoda,Malacostraca,NA,invertebrate
W-Bch-209000,Neoliomera pubescens,strawberry crab,Animalia,Arthropoda,Malacostraca,NA,invertebrate
W-Bch-395017,Pachygrapsus fakaravensis,NA,Animalia,Arthropoda,Malacostraca,NA,invertebrate
W-Bch-207556,Nanosesarma minutum,NA,Animalia,Arthropoda,Malacostraca,NA,invertebrate
ITS-90681,Leptomysis megalops,NA,Animalia,Arthropoda,Malacostraca,NA,invertebrate
W-Iso-257860,Erichsonella floridana,NA,Animalia,Arthropoda,Malacostraca,NA,invertebrate
W-Iso-258209,Dynoides dentisinus,NA,Animalia,Arthropoda,Malacostraca,NA,invertebrate
W-Iso-255903,Heteromesus granulatus,NA,Animalia,Arthropoda,Malacostraca,NA,invertebrate
W-Iso-118676,Ilyarachna hirticeps,NA,Animalia,Arthropoda,Malacostraca,NA,invertebrate
SLB-11608,Pandalopsis japonica,Morotoge shrimp,Animalia,Arthropoda,Malacostraca,NA,invertebrate
ITS-95438,Aeginella spinosa,NA,Animalia,Arthropoda,Malacostraca,NA,invertebrate
ITS-96612,Alpheus armatus,brown snapping shrimp,Animalia,Arthropoda,Malacostraca,NA,invertebrate
ITS-95834,Metapenaeus kutchensis,ginger shrimp,Animalia,Arthropoda,Malacostraca,NA,invertebrate
SLB-10986,Macrobrachium equidens,rough river prawn,Animalia,Arthropoda,Malacostraca,NA,invertebrate
ITS-97012,Plesionika spinipes,oriental narwal shrimp,Animalia,Arthropoda,Malacostraca,NA,invertebrate
ITS-95808,Metapenaeus eboracensis,York shrimp,Animalia,Arthropoda,Malacostraca,NA,invertebrate
ITS-95913,Acetes vulgaris,jembret shrimp,Animalia,Arthropoda,Malacostraca,NA,invertebrate
SLB-12541,Sicyonia burkenroadi,spiny rock shrimp,Animalia,Arthropoda,Malacostraca,NA,invertebrate
ITS-97659,Palinustus truncatus,American blunthorn lobster,Animalia,Arthropoda,Malacostraca,170029,invertebrate
ITS-97770,Corallianassa longiventris,NA,Animalia,Arthropoda,Malacostraca,NA,invertebrate
ITS-97772,Glypturus acanthochirus,NA,Animalia,Arthropoda,Malacostraca,NA,invertebrate
ITS-97925,Hapalogaster cavicauda,furry crab,Animalia,Arthropoda,Malacostraca,NA,invertebrate
ITS-97962,Glyptolithodes cristatipes,NA,Animalia,Arthropoda,Malacostraca,NA,invertebrate
W-Bch-442815,Portunus xantusii,Xantus swimming crab,Animalia,Arthropoda,Malacostraca,NA,invertebrate
ITS-682552,Neogonodactylus oerstedii,NA,Animalia,Arthropoda,Malacostraca,NA,invertebrate
WBD-Eup-40,Euphausia sibogae,NA,Animalia,Arthropoda,Malacostraca,NA,invertebrate
WBD-Eup-73,Stylocheiron microphthalma,NA,Animalia,Arthropoda,Malacostraca,NA,invertebrate
WBD-Eup-83,Thysanoessa parva,NA,Animalia,Arthropoda,Malacostraca,NA,invertebrate
ITS-206282,Lernaeodiscus ingolfi,NA,Animalia,Arthropoda,Maxillopoda,NA,invertebrate
SLB-28708,Bairdoppilata villosa,NA,Animalia,Arthropoda,Ostracoda,NA,invertebrate
W-Pol-131210,Neodexiospira pseudocorrugata,NA,Animalia,Annelida,Polychaeta,NA,invertebrate
W-Pol-209659,Lepidonotus cristatus,NA,Animalia,Annelida,Polychaeta,NA,invertebrate
W-Pol-130802,Lepidonotus tenuisetosus,fine-setose scaleworm,Animalia,Annelida,Polychaeta,NA,invertebrate
SLB-2396,Neanthes succinea,clam worm,Animalia,Annelida,Polychaeta,NA,invertebrate
W-Pol-182987,Aricidea belgicae,NA,Animalia,Annelida,Polychaeta,NA,invertebrate
W-Pol-868065,Pista maculata,fiber tube worm,Animalia,Annelida,Polychaeta,NA,invertebrate
W-Pol-129126,Lamellisabella denticulata,NA,Animalia,Annelida,Polychaeta,NA,invertebrate
W-Hyd-284575,Dipleurosoma collapsum,NA,Animalia,Cnidaria,Hydrozoa,NA,invertebrate
W-Hyd-285951,Ectopleura grandis,NA,Animalia,Cnidaria,Hydrozoa,NA,invertebrate
SLB-60880,Nidalia occidentalis,NA,Animalia,Cnidaria,Anthozoa,NA,invertebrate
SLB-63818,Helgicirrha schulzei,NA,Animalia,Cnidaria,Hydrozoa,NA,invertebrate
