speciesid,speccode,genus,species,fbname,kingdom,phylum,class,order,family,iucn_id,iucn_code,iucn_version,expert_id
Fis-24451,3578,Atractoscion,nobilis,White weakfish,Animalia,Chordata,Actinopterygii,Perciformes,Sciaenidae,183848,LC,2015-2,NA
Fis-24492,3580,Cheilotrema,saturnum,Black croaker,Animalia,Chordata,Actinopterygii,Perciformes,Sciaenidae,183409,DD,2015-2,NA
Fis-29883,3581,Cynoscion,parvipinnis,Shortfin weakfish,Animalia,Chordata,Actinopterygii,Perciformes,Sciaenidae,183439,DD,2015-2,NA
Fis-24772,3587,Menticirrhus,undulatus,California kingcroaker,Animalia,Chordata,Actinopterygii,Perciformes,Sciaenidae,183602,DD,2015-2,NA
Fis-30655,3589,Seriphus,politus,Queen croaker,Animalia,Chordata,Actinopterygii,Perciformes,Sciaenidae,183750,LC,2015-2,NA
Fis-30750,3590,Umbrina,roncador,Yellowfin drum,Animalia,Chordata,Actinopterygii,Perciformes,Sciaenidae,183744,LC,2015-2,NA
Fis-24802,3591,Mulloidichthys,dentatus,Mexican goatfish,Animalia,Chordata,Actinopterygii,Perciformes,Mullidae,155245,LC,2015-2,NA
Fis-24921,3592,Pseudupeneus,grandisquamis,Bigscale goatfish,Animalia,Chordata,Actinopterygii,Perciformes,Mullidae,183515,LC,2015-2,NA
Fis-24633,3594,Girella,nigricans,Opaleye,Animalia,Chordata,Actinopterygii,Perciformes,Kyphosidae,184016,LC,2015-2,7
Fis-24717,3596,Kyphosus,analogus,Blue-bronze sea chub,Animalia,Chordata,Actinopterygii,Perciformes,Kyphosidae,183225,LC,2015-2,NA
Fis-24766,3597,Medialuna,californiensis,Halfmoon,Animalia,Chordata,Actinopterygii,Perciformes,Kyphosidae,183618,LC,2015-2,NA
Fis-24489,3599,Chaetodipterus,zonatus,Pacific spadefish,Animalia,Chordata,Actinopterygii,Perciformes,Ephippidae,178072,LC,2015-2,NA
Fis-148575,3600,Prognathodes,aculeatus,Longsnout butterflyfish,Animalia,Chordata,Actinopterygii,Perciformes,Chaetodontidae,165627,LC,2015-2,7
Fis-148569,3601,Prognathodes,aya,Bank butterflyfish,Animalia,Chordata,Actinopterygii,Perciformes,Chaetodontidae,165621,LC,2015-2,NA
Fis-22160,3602,Chaetodon,capistratus,Foureye butterflyfish,Animalia,Chordata,Actinopterygii,Perciformes,Chaetodontidae,165695,LC,2015-2,7
Fis-138631,3603,Prognathodes,falcifer,Scythemarked butterflyfish,Animalia,Chordata,Actinopterygii,Perciformes,Chaetodontidae,165701,LC,2015-2,NA
Fis-22162,3604,Chaetodon,ocellatus,Spotfin butterflyfish,Animalia,Chordata,Actinopterygii,Perciformes,Chaetodontidae,165611,LC,2015-2,7
Fis-22163,3605,Chaetodon,sedentarius,Reef butterflyfish,Animalia,Chordata,Actinopterygii,Perciformes,Chaetodontidae,155220,LC,2015-2,24
Fis-22164,3606,Chaetodon,striatus,Banded butterflyfish,Animalia,Chordata,Actinopterygii,Perciformes,Chaetodontidae,165637,LC,2015-2,7
Fis-22168,3607,Centropyge,argi,Cherubfish,Animalia,Chordata,Actinopterygii,Perciformes,Pomacanthidae,165837,LC,2015-2,NA
Fis-30117,3608,Holacanthus,bermudensis,Angelfish,Animalia,Chordata,Actinopterygii,Perciformes,Pomacanthidae,165832,LC,2015-2,7
Fis-24677,3609,Holacanthus,ciliaris,Queen angelfish,Animalia,Chordata,Actinopterygii,Perciformes,Pomacanthidae,165883,LC,2015-2,NA
Fis-24678,3610,Holacanthus,tricolor,Rock beauty,Animalia,Chordata,Actinopterygii,Perciformes,Pomacanthidae,165879,LC,2015-2,NA
Fis-24417,3623,Amphistichus,koelzi,Calico surfperch,Animalia,Chordata,Actinopterygii,Perciformes,Embiotocidae,154728,LC,2015-2,NA
Fis-29881,3626,Cymatogaster,aggregata,Shiner perch,Animalia,Chordata,Actinopterygii,Perciformes,Embiotocidae,192929,LC,2015-2,NA
Fis-24933,3640,Rhacochilus,vacca,Pile perch,Animalia,Chordata,Actinopterygii,Perciformes,Embiotocidae,155179,LC,2015-2,NA
Fis-25050,3641,Zalembius,rosaceus,Pink seaperch,Animalia,Chordata,Actinopterygii,Perciformes,Embiotocidae,184037,LC,2015-2,NA
Fis-24499,3642,Chromis,cyanea,Blue chromis,Animalia,Chordata,Actinopterygii,Perciformes,Pomacentridae,165910,LC,2015-2,NA
Fis-24501,3646,Chromis,punctipinnis,Blacksmith,Animalia,Chordata,Actinopterygii,Perciformes,Pomacentridae,154831,LC,2015-2,NA
Fis-24701,3648,Hypsypops,rubicundus,Garibaldi damselfish,Animalia,Chordata,Actinopterygii,Perciformes,Pomacentridae,183367,LC,2015-2,NA
Fis-24911,3650,Stegastes,fuscus,Brazilian damsel,Animalia,Chordata,Actinopterygii,Perciformes,Pomacentridae,154684,LC,2015-2,NA
Fis-24509,3656,Clepticus,parrae,Creole wrasse,Animalia,Chordata,Actinopterygii,Perciformes,Labridae,187546,LC,2015-2,NA
Fis-24537,3657,Decodon,puellaris,Red hogfish,Animalia,Chordata,Actinopterygii,Perciformes,Labridae,187613,DD,2015-2,NA
Fis-22199,3658,Doratonotus,megalepis,Dwarf wrasse,Animalia,Chordata,Actinopterygii,Perciformes,Labridae,187456,LC,2015-2,NA
Fis-24655,3660,Halichoeres,bivittatus,Slippery dick,Animalia,Chordata,Actinopterygii,Perciformes,Labridae,187482,LC,2015-2,7
Fis-24656,3661,Halichoeres,caudalis,Painted wrasse,Animalia,Chordata,Actinopterygii,Perciformes,Labridae,187405,LC,2015-2,NA
Fis-24657,3662,Halichoeres,cyanocephalus,Yellowcheek wrasse,Animalia,Chordata,Actinopterygii,Perciformes,Labridae,187512,LC,2015-2,NA
Fis-24658,3663,Halichoeres,garnoti,Yellowhead wrasse,Animalia,Chordata,Actinopterygii,Perciformes,Labridae,187724,LC,2015-2,NA
Fis-24659,3664,Halichoeres,maculipinna,Clown wrasse,Animalia,Chordata,Actinopterygii,Perciformes,Labridae,187549,LC,2015-2,NA
Fis-24660,3665,Halichoeres,pictus,Rainbow wrasse,Animalia,Chordata,Actinopterygii,Perciformes,Labridae,187444,LC,2015-2,NA
Fis-24661,3666,Halichoeres,poeyi,Blackear wrasse,Animalia,Chordata,Actinopterygii,Perciformes,Labridae,187584,LC,2015-2,NA
Fis-24662,3667,Halichoeres,semicinctus,Rock wrasse,Animalia,Chordata,Actinopterygii,Perciformes,Labridae,183817,LC,2015-2,NA
Fis-30092,3668,Xyrichtys,martinicensis,Rosy razorfish,Animalia,Chordata,Actinopterygii,Perciformes,Labridae,154697,LC,2015-2,NA
Fis-30093,3669,Xyrichtys,splendens,Green razorfish,Animalia,Chordata,Actinopterygii,Perciformes,Labridae,187670,LC,2015-2,NA
Fis-24990,3671,Semicossyphus,pulcher,California sheephead,Animalia,Chordata,Actinopterygii,Perciformes,Labridae,61340,VU,2015-2,7
Fis-25027,3672,Tautogolabrus,adspersus,Cunner,Animalia,Chordata,Actinopterygii,Perciformes,Labridae,187448,LC,2015-2,7
Fis-25028,3673,Thalassoma,bifasciatum,Bluehead,Animalia,Chordata,Actinopterygii,Perciformes,Labridae,187652,LC,2015-2,7
Fis-29875,3674,Cryptotomus,roseus,Bluelip parrotfish,Animalia,Chordata,Actinopterygii,Perciformes,Scaridae,190757,LC,2015-2,NA
Fis-24997,3675,Sparisoma,atomarium,Greenblotch parrotfish,Animalia,Chordata,Actinopterygii,Perciformes,Scaridae,190768,LC,2015-2,NA
Fis-24998,3676,Sparisoma,radians,Bucktooth parrotfish,Animalia,Chordata,Actinopterygii,Perciformes,Scaridae,190712,LC,2015-2,7
Fis-30668,3678,Sphyraena,argentea,Pacific barracuda,Animalia,Chordata,Actinopterygii,Perciformes,Sphyraenidae,178105,LC,2015-2,NA
Fis-24906,3680,Polydactylus,approximans,Blue bobo,Animalia,Chordata,Actinopterygii,Perciformes,Polynemidae,183667,LC,2015-2,7
Fis-24907,3681,Polydactylus,opercularis,Yellow bobo,Animalia,Chordata,Actinopterygii,Perciformes,Polynemidae,183977,LC,2015-2,7
Fis-30155,3707,Kathetostoma,averruncus,Smooth stargazer,Animalia,Chordata,Actinopterygii,Perciformes,Uranoscopidae,184006,LC,2015-2,NA
Fis-151200,3711,Chaenopsis,alepidota,Orangethroat pikeblenny,Animalia,Chordata,Actinopterygii,Perciformes,Chaenopsidae,183941,LC,2015-2,NA
Fis-24764,3737,Malacoctenus,macropus,Rosy blenny,Animalia,Chordata,Actinopterygii,Perciformes,Labrisomidae,155167,LC,2015-2,NA
Fis-30352,3742,Neoclinus,uninotatus,Onespot fringehead,Animalia,Chordata,Actinopterygii,Perciformes,Chaenopsidae,155174,LC,2015-2,NA
Fis-24694,3761,Hypsoblennius,gentilis,Bay blenny,Animalia,Chordata,Actinopterygii,Perciformes,Blenniidae,183611,LC,2015-2,NA
Fis-24895,3806,Pholis,ornata,Saddleback gunnel,Animalia,Chordata,Actinopterygii,Perciformes,Pholidae,154866,LC,2015-2,NA
Fis-16793,3824,Callionymus,bairdi,Lancer dragonet,Animalia,Chordata,Actinopterygii,Perciformes,Callionymidae,3565,CR,2015-2,NA
Fis-24542,3826,Dormitator,latifrons,Pacific fat sleeper,Animalia,Chordata,Actinopterygii,Perciformes,Eleotridae,183257,LC,2015-2,NA
Fis-29868,3845,Coryphopterus,hyalinus,Glass goby,Animalia,Chordata,Actinopterygii,Perciformes,Gobiidae,155021,LC,2015-2,NA
Fis-30052,3854,Gillichthys,mirabilis,Longjaw mudsucker,Animalia,Chordata,Actinopterygii,Perciformes,Gobiidae,184044,LC,2015-2,NA
Fis-113923,3861,Ctenogobius,sagittula,Longtail goby,Animalia,Chordata,Actinopterygii,Perciformes,Gobiidae,183475,LC,2015-2,7
Fis-24713,3880,Ilypnus,gilberti,Cheekspot goby,Animalia,Chordata,Actinopterygii,Perciformes,Gobiidae,183570,LC,2015-2,NA
Fis-24760,3885,Lythrypnus,dalli,Bluebanded goby,Animalia,Chordata,Actinopterygii,Perciformes,Gobiidae,183363,LC,2015-2,NA
Fis-24761,3889,Lythrypnus,zebra,Zebra goby,Animalia,Chordata,Actinopterygii,Perciformes,Gobiidae,184029,LC,2015-2,NA
Fis-24925,3896,Quietula,y-cauda,American shadow goby,Animalia,Chordata,Actinopterygii,Perciformes,Gobiidae,183926,LC,2015-2,NA
Fis-30712,3915,Tetrapturus,angustirostris,Shortbill spearfish,Animalia,Chordata,Actinopterygii,Perciformes,Istiophoridae,170315,DD,2015-2,7
Fis-24685,3921,Hyperoglyphe,perciformis,Barrelfish,Animalia,Chordata,Actinopterygii,Perciformes,Centrolophidae,155081,LC,2015-2,NA
Fis-30354,3930,Neomerinthe,hemingwayi,Spinycheek scorpionfish,Animalia,Chordata,Actinopterygii,Scorpaeniformes,Scorpaenidae,154693,LC,2015-2,NA
Fis-30629,3943,Scorpaena,guttata,California scorpionfish,Animalia,Chordata,Actinopterygii,Scorpaeniformes,Scorpaenidae,183715,DD,2015-2,NA
Fis-24946,3948,Scorpaenodes,xyris,Rainbow scorpionfish,Animalia,Chordata,Actinopterygii,Scorpaeniformes,Scorpaenidae,183994,LC,2015-2,NA
Fis-30636,3969,Sebastes,fasciatus,Acadian redfish,Animalia,Chordata,Actinopterygii,Scorpaeniformes,Sebastidae,20084,EN,2015-2,11
Fis-30643,3987,Sebastes,paucispinis,Bocaccio rockfish,Animalia,Chordata,Actinopterygii,Scorpaeniformes,Sebastidae,20085,CR,2015-2,11
Fis-30888,4009,Sebastolobus,alascanus,Shortspine thornyhead,Animalia,Chordata,Actinopterygii,Scorpaeniformes,Sebastidae,29609,EN,2015-2,11
Fis-24464,4015,Bellator,xenisma,Splitnose searobin,Animalia,Chordata,Actinopterygii,Scorpaeniformes,Triglidae,183971,LC,2015-2,NA
Fis-30878,4029,Prionotus,stephanophrys,Lumptail searobin,Animalia,Chordata,Actinopterygii,Scorpaeniformes,Triglidae,183642,LC,2015-2,NA
Fis-24514,4059,Clinocottus,globiceps,Mosshead sculpin,Animalia,Chordata,Actinopterygii,Scorpaeniformes,Cottidae,155094,LC,2015-2,NA
Fis-30809,4089,Enophrys,taurina,Bull sculpin,Animalia,Chordata,Actinopterygii,Scorpaeniformes,Cottidae,155088,LC,2015-2,NA
Fis-30824,4102,Icelinus,filamentosus,Threadfin sculpin,Animalia,Chordata,Actinopterygii,Scorpaeniformes,Cottidae,155216,LC,2015-2,NA
Fis-24768,4115,Hemilepidotus,papilio,Butterfly sculpin,Animalia,Chordata,Actinopterygii,Scorpaeniformes,Cottidae,154722,LC,2015-2,NA
Fis-24809,4122,Myoxocephalus,quadricornis,Fourhorn sculpin,Animalia,Chordata,Actinopterygii,Scorpaeniformes,Cottidae,14214,LC,2015-2,7
Fis-25034,4144,Triglops,forficatus,Scissortail sculpin,Animalia,Chordata,Actinopterygii,Scorpaeniformes,Cottidae,154790,LC,2015-2,NA
Fis-30783,4212,Citharichthys,fragilis,Gulf sanddab,Animalia,Chordata,Actinopterygii,Pleuronectiformes,Paralichthyidae,184042,LC,2015-2,NA
Fis-30784,4213,Citharichthys,gymnorhinus,Anglefin whiff,Animalia,Chordata,Actinopterygii,Pleuronectiformes,Paralichthyidae,154631,LC,2015-2,NA
Fis-30811,4223,Etropus,rimosus,Gray flounder,Animalia,Chordata,Actinopterygii,Pleuronectiformes,Paralichthyidae,155040,LC,2015-2,NA
Fis-30818,4225,Hippoglossina,stomata,Bigmouth flounder,Animalia,Chordata,Actinopterygii,Pleuronectiformes,Paralichthyidae,155058,LC,2015-2,NA
Fis-24858,4228,Paralichthys,californicus,California flounder,Animalia,Chordata,Actinopterygii,Pleuronectiformes,Paralichthyidae,183801,LC,2015-2,25
Fis-30908,4235,Xystreurys,liolepis,Fantail flounder,Animalia,Chordata,Actinopterygii,Pleuronectiformes,Paralichthyidae,183928,LC,2015-2,NA
Fis-24555,4237,Eopsetta,jordani,Petrale sole,Animalia,Chordata,Actinopterygii,Pleuronectiformes,Pleuronectidae,154977,LC,2015-2,NA
Fis-24699,4241,Hypsopsetta,guttulata,Diamond turbot,Animalia,Chordata,Actinopterygii,Pleuronectiformes,Pleuronectidae,183514,LC,2015-2,NA
Fis-24741,4244,Liopsetta,glacialis,Arctic flounder,Animalia,Chordata,Actinopterygii,Pleuronectiformes,Pleuronectidae,135574,LC,2015-2,NA
Fis-24759,4246,Lyopsetta,exilis,Slender sole,Animalia,Chordata,Actinopterygii,Pleuronectiformes,Pleuronectidae,154845,LC,2015-2,NA
Fis-24899,4249,Platichthys,stellatus,Starry flounder,Animalia,Chordata,Actinopterygii,Pleuronectiformes,Pleuronectidae,19014407,LC,2015-2,NA
Fis-30867,4253,Pleuronichthys,ritteri,Spotted turbot,Animalia,Chordata,Actinopterygii,Pleuronectiformes,Pleuronectidae,183346,LC,2015-2,NA
Fis-30868,4254,Pleuronichthys,verticalis,Hornyhead turbot,Animalia,Chordata,Actinopterygii,Pleuronectiformes,Pleuronectidae,183696,LC,2015-2,NA
Fis-25037,4260,Trinectes,maculatus,Hogchoker,Animalia,Chordata,Actinopterygii,Pleuronectiformes,Achiridae,190082,LC,2015-2,NA
Fis-25011,4262,Symphurus,atricaudus,California tonguefish,Animalia,Chordata,Actinopterygii,Pleuronectiformes,Cynoglossidae,183227,LC,2015-2,NA
Fis-30772,4276,Balistes,polylepis,Finescale triggerfish,Animalia,Chordata,Actinopterygii,Tetraodontiformes,Balistidae,183532,LC,2015-2,NA
Fis-25039,4284,Xanthichthys,mento,Redtail triggerfish,Animalia,Chordata,Actinopterygii,Tetraodontiformes,Balistidae,154974,LC,2015-2,NA
Fis-24999,4293,Sphoeroides,annulatus,Bullseye puffer,Animalia,Chordata,Actinopterygii,Tetraodontiformes,Tetraodontidae,183652,LC,2015-2,7
Fis-25000,4295,Sphoeroides,lobatus,Longnose puffer,Animalia,Chordata,Actinopterygii,Tetraodontiformes,Tetraodontidae,183276,LC,2015-2,NA
Fis-25001,4296,Sphoeroides,pachygaster,Blunthead puffer,Animalia,Chordata,Actinopterygii,Tetraodontiformes,Tetraodontidae,12103,VU,2015-2,7
Fis-30780,4304,Chiloscyllium,griseum,Grey bambooshark,Animalia,Chordata,Elasmobranchii,Orectolobiformes,Hemiscylliidae,41792,NT,2015-2,7
Fis-24448,4305,Atelomycterus,marmoratus,Coral catshark,Animalia,Chordata,Elasmobranchii,Carcharhiniformes,Scyliorhinidae,41730,NT,2015-2,NA
Fis-30911,4306,Acanthurus,achilles,Achilles tang,Animalia,Chordata,Actinopterygii,Perciformes,Acanthuridae,177960,LC,2015-2,7
Fis-25058,4324,Istigobius,rigilius,Rigilius goby,Animalia,Chordata,Actinopterygii,Perciformes,Gobiidae,154861,LC,2015-2,NA
Fis-132548,4326,Leucoraja,naevus,Cuckoo ray,Animalia,Chordata,Elasmobranchii,Rajiformes,Rajidae,161626,LC,2015-2,NA
Fis-30925,4329,Raja,montagui,Spotted ray,Animalia,Chordata,Elasmobranchii,Rajiformes,Rajidae,63146,LC,2015-2,21
Fis-25062,4330,Myliobatis,aquila,Common eagle ray,Animalia,Chordata,Elasmobranchii,Myliobatiformes,Myliobatidae,161569,DD,2015-2,NA
Fis-25073,4348,Stegastes,gascoynei,Coral sea gregory,Animalia,Chordata,Actinopterygii,Perciformes,Pomacentridae,154732,LC,2015-2,NA
Fis-25078,4355,Calotomus,carolinus,Carolines parrotfish,Animalia,Chordata,Actinopterygii,Perciformes,Scaridae,190688,LC,2015-2,NA
Fis-25080,4357,Calotomus,spinidens,Spinytooth parrotfish,Animalia,Chordata,Actinopterygii,Perciformes,Scaridae,190685,LC,2015-2,NA
Fis-25083,4360,Leptoscarus,vaigiensis,Marbled parrotfish,Animalia,Chordata,Actinopterygii,Perciformes,Scaridae,190756,LC,2015-2,7
Fis-25099,4389,Cirripectes,filamentosus,Filamentous blenny,Animalia,Chordata,Actinopterygii,Perciformes,Blenniidae,155186,LC,2015-2,7
Fis-30957,4406,Suezichthys,aylingi,Crimson cleaner fish,Animalia,Chordata,Actinopterygii,Perciformes,Labridae,187588,LC,2015-2,24
Fis-25105,4407,Suezichthys,gracilis,Slender wrasse,Animalia,Chordata,Actinopterygii,Perciformes,Labridae,187562,LC,2015-2,NA
Fis-30958,4408,Suezichthys,soelae,Soela wrasse,Animalia,Chordata,Actinopterygii,Perciformes,Labridae,187574,LC,2015-2,NA
Fis-30960,4412,Suezichthys,arquatus,Rainbow slender wrasse,Animalia,Chordata,Actinopterygii,Perciformes,Labridae,187813,LC,2015-2,NA
Fis-30962,4414,Blennodesmus,scapularis,Ocellate eel blenny,Animalia,Chordata,Actinopterygii,Perciformes,Pseudochromidae,154694,LC,2015-2,NA
Fis-25119,4447,Pomadasys,maculatus,Saddle grunt,Animalia,Chordata,Actinopterygii,Perciformes,Haemulidae,155330,LC,2015-2,NA
Fis-25123,4451,Leiognathus,equulus,Common ponyfish,Animalia,Chordata,Actinopterygii,Perciformes,Leiognathidae,196417,LC,2015-2,7
Fis-167503,4452,Aurigequula,fasciata,Striped ponyfish,Animalia,Chordata,Actinopterygii,Perciformes,Leiognathidae,199622,LC,2015-2,NA
Fis-161066,4454,Eubleekeria,splendens,Splendid ponyfish,Animalia,Chordata,Actinopterygii,Perciformes,Leiognathidae,199624,LC,2015-2,NA
Fis-25129,4458,Terapon,jarbua,Jarbua terapon,Animalia,Chordata,Actinopterygii,Perciformes,Terapontidae,166892,LC,2015-2,7
Fis-25130,4460,Epinephelus,fuscoguttatus,Brown-marbled grouper,Animalia,Chordata,Actinopterygii,Perciformes,Serranidae,44673,NT,2015-2,7
Fis-25131,4461,Epinephelus,tauvina,Greasy grouper,Animalia,Chordata,Actinopterygii,Perciformes,Serranidae,132758,DD,2015-2,NA
Fis-25132,4462,Gazza,minuta,Toothpony,Animalia,Chordata,Actinopterygii,Perciformes,Leiognathidae,166575,LC,2015-2,7
Fis-30982,4463,Gerres,filamentosus,Whipfin silver-biddy,Animalia,Chordata,Actinopterygii,Perciformes,Gerreidae,166897,LC,2015-2,7
Fis-25147,4480,Lampetra,fluviatilis,River lamprey,Animalia,Chordata,Cephalaspidomorphi,Petromyzontiformes,Petromyzontidae,11206,LC,2015-2,7
Fis-25152,4492,Polydactylus,multiradiatus,Australian threadfin,Animalia,Chordata,Actinopterygii,Perciformes,Polynemidae,154707,LC,2015-2,7
Fis-161494,4508,Neotrygon,kuhlii,Blue-spotted stingray,Animalia,Chordata,Elasmobranchii,Myliobatiformes,Dasyatidae,161590,DD,2015-2,7
Fis-30995,4510,Hexatrygon,bickelli,Sixgill stingray,Animalia,Chordata,Elasmobranchii,Myliobatiformes,Hexatrygonidae,161674,LC,2015-2,7
Fis-31001,4522,Hygophum,proximum,Firefly lanternfish,Animalia,Chordata,Actinopterygii,Myctophiformes,Myctophidae,155160,LC,2015-2,NA
Fis-25169,4532,Eridacnis,barbouri,Cuban ribbontail catshark,Animalia,Chordata,Elasmobranchii,Carcharhiniformes,Proscylliidae,161330,DD,2015-2,NA
Fis-31011,4545,Siganus,rivulatus,Marbled spinefoot,Animalia,Chordata,Actinopterygii,Perciformes,Siganidae,155025,LC,2015-2,NA
Fis-31017,4552,Raja,brachyura,Blonde ray,Animalia,Chordata,Elasmobranchii,Rajiformes,Rajidae,161691,NT,2015-2,NA
Fis-25184,4561,Siganus,vermiculatus,Vermiculated spinefoot,Animalia,Chordata,Actinopterygii,Perciformes,Siganidae,196436,LC,2015-2,NA
Fis-25190,4568,Nemipterus,nemurus,Redspine threadfin bream,Animalia,Chordata,Actinopterygii,Perciformes,Nemipteridae,155244,LC,2015-2,NA
Fis-25196,4578,Symphodus,mediterraneus,Axillary wrasse,Animalia,Chordata,Actinopterygii,Perciformes,Labridae,187475,LC,2015-2,NA
Fis-25197,4580,Symphodus,rostratus,NA,Animalia,Chordata,Actinopterygii,Perciformes,Labridae,187573,LC,2015-2,NA
Fis-25198,4581,Xyrichtys,novacula,Pearly razorfish,Animalia,Chordata,Actinopterygii,Perciformes,Labridae,187696,LC,2015-2,NA
Fis-31025,4582,Labrus,merula,Brown wrasse,Animalia,Chordata,Actinopterygii,Perciformes,Labridae,187541,LC,2015-2,NA
Fis-25199,4583,Liza,ramada,Thinlip grey mullet,Animalia,Chordata,Actinopterygii,Mugiliformes,Mugilidae,135714,LC,2015-2,NA
Fis-131820,4585,Okamejei,hollandi,Yellow-spotted skate,Animalia,Chordata,Elasmobranchii,Rajiformes,Rajidae,161532,DD,2015-2,NA
Fis-31031,4593,Branchiostegus,japonicus,Horsehead tilefish,Animalia,Chordata,Actinopterygii,Perciformes,Malacanthidae,155243,LC,2015-2,NA
Fis-25213,4606,Eurypegasus,draconis,Short dragonfish,Animalia,Chordata,Actinopterygii,Gasterosteiformes,Pegasidae,8407,DD,2015-2,NA
Fis-25214,4607,Eurypegasus,papilio,Hawaiian sea-moth fish,Animalia,Chordata,Actinopterygii,Gasterosteiformes,Pegasidae,8408,DD,2015-2,NA
Fis-31034,4608,Pegasus,laternarius,NA,Animalia,Chordata,Actinopterygii,Gasterosteiformes,Pegasidae,16475,VU,2015-2,7
Fis-31035,4609,Pegasus,volitans,Longtail seamouth,Animalia,Chordata,Actinopterygii,Gasterosteiformes,Pegasidae,16476,DD,2015-2,NA
Fis-31036,4610,Pegasus,lancifer,Sculptured seamoth,Animalia,Chordata,Actinopterygii,Gasterosteiformes,Pegasidae,16474,DD,2015-2,NA
Fis-31047,4641,Dentex,congoensis,Congo dentex,Animalia,Chordata,Actinopterygii,Perciformes,Sparidae,155250,LC,2015-2,NA
Fis-25233,4642,Galeorhinus,galeus,Tope shark,Animalia,Chordata,Elasmobranchii,Carcharhiniformes,Triakidae,39352,VU,2015-2,7
Fis-25265,4698,Scatophagus,argus,Spotted scat,Animalia,Chordata,Actinopterygii,Perciformes,Scatophagidae,155268,LC,2015-2,NA
Fis-31073,4722,Callorhinchus,milii,Ghost shark,Animalia,Chordata,Holocephali,Chimaeriformes,Callorhinchidae,41743,LC,2015-2,25
Fis-25281,4733,Acanthurus,nubilus,Bluelined surgeon,Animalia,Chordata,Actinopterygii,Perciformes,Acanthuridae,177961,LC,2015-2,NA
Fis-25282,4734,Acanthurus,thompsoni,Thompson's surgeonfish,Animalia,Chordata,Actinopterygii,Perciformes,Acanthuridae,178008,LC,2015-2,7
Fis-31078,4736,Acanthurus,guttatus,Whitespotted surgeonfish,Animalia,Chordata,Actinopterygii,Perciformes,Acanthuridae,177995,LC,2015-2,NA
Fis-25283,4737,Acanthurus,leucopareius,Whitebar surgeonfish,Animalia,Chordata,Actinopterygii,Perciformes,Acanthuridae,178011,LC,2015-2,7
Fis-31079,4738,Acanthurus,nigroris,Bluelined surgeonfish,Animalia,Chordata,Actinopterygii,Perciformes,Acanthuridae,177999,LC,2015-2,7
Fis-25284,4739,Acanthurus,nigrofuscus,Brown surgeonfish,Animalia,Chordata,Actinopterygii,Perciformes,Acanthuridae,178019,LC,2015-2,7
Fis-25285,4740,Acanthurus,sohal,Sohal surgeonfish,Animalia,Chordata,Actinopterygii,Perciformes,Acanthuridae,177987,LC,2015-2,NA
Fis-31081,4742,Acanthurus,pyroferus,Chocolate surgeonfish,Animalia,Chordata,Actinopterygii,Perciformes,Acanthuridae,178022,LC,2015-2,7
Fis-31082,4744,Acanthurus,olivaceus,Orangespot surgeonfish,Animalia,Chordata,Actinopterygii,Perciformes,Acanthuridae,177991,LC,2015-2,7
Fis-31083,4745,Acanthurus,fowleri,Fowler's surgeonfish,Animalia,Chordata,Actinopterygii,Perciformes,Acanthuridae,177959,LC,2015-2,NA
Fis-25286,4746,Acanthurus,maculiceps,White-freckled surgeonfish,Animalia,Chordata,Actinopterygii,Perciformes,Acanthuridae,177957,LC,2015-2,7
Fis-31084,4747,Acanthurus,nigricauda,Epaulette surgeonfish,Animalia,Chordata,Actinopterygii,Perciformes,Acanthuridae,178017,LC,2015-2,NA
Fis-31085,4748,Acanthurus,auranticavus,Orange-socket surgeonfish,Animalia,Chordata,Actinopterygii,Perciformes,Acanthuridae,177974,LC,2015-2,7
Fis-31086,4749,Acanthurus,grammoptilus,Finelined surgeonfish,Animalia,Chordata,Actinopterygii,Perciformes,Acanthuridae,178006,LC,2015-2,7
Fis-31087,4750,Acanthurus,blochii,Ringtail surgeonfish,Animalia,Chordata,Actinopterygii,Perciformes,Acanthuridae,177971,LC,2015-2,7
Fis-25324,4806,Ambassis,gymnocephalus,Bald glassy,Animalia,Chordata,Actinopterygii,Perciformes,Ambassidae,172321,LC,2015-2,NA
Fis-4273,4813,Aphanius,dispar dispar,Arabian pupfish,Animalia,Chordata,Actinopterygii,Cyprinodontiformes,Cyprinodontidae,183159,LC,2015-2,NA
Fis-7579,4816,Chelon,macrolepis,Largescale mullet,Animalia,Chordata,Actinopterygii,Mugiliformes,Mugilidae,166856,LC,2015-2,7
Fis-165718,4820,Chelon,planiceps,Tade gray mullet,Animalia,Chordata,Actinopterygii,Mugiliformes,Mugilidae,166470,DD,2015-2,7
Fis-25340,4825,Epinephelus,sexfasciatus,Sixbar grouper,Animalia,Chordata,Actinopterygii,Perciformes,Serranidae,132780,DD,2015-2,NA
Fis-25341,4826,Plectropomus,leopardus,Leopard coralgrouper,Animalia,Chordata,Actinopterygii,Perciformes,Serranidae,44684,NT,2015-2,NA
Fis-25342,4829,Terapon,theraps,Largescaled terapon,Animalia,Chordata,Actinopterygii,Perciformes,Terapontidae,187935,LC,2015-2,7
Fis-25344,4833,Glossogobius,giuris,Tank goby,Animalia,Chordata,Actinopterygii,Perciformes,Gobiidae,166533,LC,2015-2,NA
Fis-25345,4834,Aphanius,fasciatus,Mediterranean banded killifish,Animalia,Chordata,Actinopterygii,Cyprinodontiformes,Cyprinodontidae,1847,LC,2015-2,NA
