speciesid,speccode,genus,species,fbname,kingdom,phylum,class,order,family,iucn_id,iucn_code,iucn_version,expert_id
Fis-23105,673,Deania,quadrispinosa,Longsnout dogfish,Animalia,Chordata,Elasmobranchii,Squaliformes,Centrophoridae,161635,NT,2015-2,NA
Fis-29377,675,Etmopterus,brachyurus,Shorttail lanternshark,Animalia,Chordata,Elasmobranchii,Squaliformes,Etmopteridae,161649,DD,2015-2,NA
Fis-29378,676,Etmopterus,bullisi,Lined lanternshark,Animalia,Chordata,Elasmobranchii,Squaliformes,Etmopteridae,60237,DD,2015-2,NA
Fis-29380,678,Etmopterus,gracilispinis,Broadbanded lanternshark,Animalia,Chordata,Elasmobranchii,Squaliformes,Etmopteridae,63108,LC,2015-2,NA
Fis-23121,679,Etmopterus,granulosus,Southern lanternshark,Animalia,Chordata,Elasmobranchii,Squaliformes,Etmopteridae,63118,LC,2015-2,NA
Fis-23122,680,Etmopterus,hillianus,Caribbean lanternshark,Animalia,Chordata,Elasmobranchii,Squaliformes,Etmopteridae,60239,LC,2015-2,NA
Fis-29381,681,Etmopterus,lucifer,Blackbelly lanternshark,Animalia,Chordata,Elasmobranchii,Squaliformes,Etmopteridae,161517,LC,2015-2,NA
Fis-29382,682,Etmopterus,polli,African lanternshark,Animalia,Chordata,Elasmobranchii,Squaliformes,Etmopteridae,60241,DD,2015-2,NA
Fis-29383,683,Etmopterus,princeps,Great lanternshark,Animalia,Chordata,Elasmobranchii,Squaliformes,Etmopteridae,60242,DD,2015-2,7
Fis-23123,684,Etmopterus,pusillus,Smooth lanternshark,Animalia,Chordata,Elasmobranchii,Squaliformes,Etmopteridae,161443,LC,2015-2,16
Fis-29384,685,Etmopterus,schultzi,Fringefin lanternshark,Animalia,Chordata,Elasmobranchii,Squaliformes,Etmopteridae,60246,LC,2015-2,NA
Fis-29385,686,Etmopterus,sentosus,Thorny lanternshark,Animalia,Chordata,Elasmobranchii,Squaliformes,Etmopteridae,60244,LC,2015-2,24
Fis-23124,687,Etmopterus,spinax,Velvet belly,Animalia,Chordata,Elasmobranchii,Squaliformes,Etmopteridae,161388,LC,2015-2,7
Fis-29387,690,Etmopterus,virens,Green lanternshark,Animalia,Chordata,Elasmobranchii,Squaliformes,Etmopteridae,60245,LC,2015-2,NA
Fis-23127,693,Euprotomicrus,bispinatus,Pygmy shark,Animalia,Chordata,Elasmobranchii,Squaliformes,Dalatiidae,60210,LC,2015-2,NA
Fis-23161,696,Isistius,brasiliensis,Cookie cutter shark,Animalia,Chordata,Elasmobranchii,Squaliformes,Dalatiidae,41830,LC,2015-2,24
Fis-29421,697,Isistius,plutodus,Largetooth cookiecutter shark,Animalia,Chordata,Elasmobranchii,Squaliformes,Dalatiidae,60212,LC,2015-2,NA
Fis-29521,700,Scymnodon,ringens,Knifetooth dogfish,Animalia,Chordata,Elasmobranchii,Squaliformes,Somniosidae,161717,DD,2015-2,NA
Fis-61628,701,Zameus,squamulosus,Velvet dogfish,Animalia,Chordata,Elasmobranchii,Squaliformes,Somniosidae,60215,DD,2015-2,7
Fis-23260,704,Somniosus,rostratus,Little sleeper shark,Animalia,Chordata,Elasmobranchii,Squaliformes,Somniosidae,161432,DD,2015-2,NA
Fis-29531,705,Squaliolus,laticaudus,Spined pygmy shark,Animalia,Chordata,Elasmobranchii,Squaliformes,Dalatiidae,60214,LC,2015-2,NA
Fis-23278,707,Cirrhigaleus,asper,Roughskin spurdog,Animalia,Chordata,Elasmobranchii,Squaliformes,Squalidae,60209,DD,2015-2,NA
Fis-51856,708,Squalus,blainville,Longnose spurdog,Animalia,Chordata,Elasmobranchii,Squaliformes,Squalidae,161536,DD,2015-2,NA
Fis-29533,709,Squalus,cubensis,Cuban dogfish,Animalia,Chordata,Elasmobranchii,Squaliformes,Squalidae,61416,DD,2015-2,NA
Fis-29534,710,Squalus,japonicus,Japanese spurdog,Animalia,Chordata,Elasmobranchii,Squaliformes,Squalidae,161433,DD,2015-2,NA
Fis-23280,711,Squalus,megalops,Shortnose spurdog,Animalia,Chordata,Elasmobranchii,Squaliformes,Squalidae,41859,DD,2015-2,11
Fis-29536,713,Squalus,mitsukurii,Shortspine spurdog,Animalia,Chordata,Elasmobranchii,Squaliformes,Squalidae,41877,DD,2015-2,NA
Fis-23204,715,Oxynotus,bruniensis,Prickly dogfish,Animalia,Chordata,Elasmobranchii,Squaliformes,Oxynotidae,41840,DD,2015-2,NA
Fis-23205,718,Oxynotus,centrina,Angular roughshark,Animalia,Chordata,Elasmobranchii,Squaliformes,Oxynotidae,63141,VU,2015-2,NA
Fis-29481,720,Pliotrema,warreni,Sixgill sawshark,Animalia,Chordata,Elasmobranchii,Pristiophoriformes,Pristiophoridae,44496,NT,2015-2,NA
Fis-23223,721,Pristiophorus,cirratus,Longnose sawshark,Animalia,Chordata,Elasmobranchii,Pristiophoriformes,Pristiophoridae,39327,LC,2015-2,NA
Fis-29484,722,Pristiophorus,japonicus,Japanese sawshark,Animalia,Chordata,Elasmobranchii,Pristiophoriformes,Pristiophoridae,161634,DD,2015-2,NA
Fis-29485,723,Pristiophorus,nudipinnis,Shortnose sawshark,Animalia,Chordata,Elasmobranchii,Pristiophoriformes,Pristiophoridae,41846,LC,2015-2,NA
Fis-29486,724,Pristiophorus,schroederi,Bahamas sawshark,Animalia,Chordata,Elasmobranchii,Pristiophoriformes,Pristiophoridae,60226,DD,2015-2,NA
Fis-29538,725,Squatina,aculeata,Sawback angelshark,Animalia,Chordata,Elasmobranchii,Squatiniformes,Squatinidae,61417,CR,2015-2,7
Fis-29539,726,Squatina,africana,African angelshark,Animalia,Chordata,Elasmobranchii,Squatiniformes,Squatinidae,44996,DD,2015-2,NA
Fis-23281,727,Squatina,argentina,Argentine angelshark,Animalia,Chordata,Elasmobranchii,Squatiniformes,Squatinidae,39329,EN,2015-2,11
Fis-29540,728,Squatina,australis,Australian angelshark,Animalia,Chordata,Elasmobranchii,Squatiniformes,Squatinidae,41862,LC,2015-2,NA
Fis-29541,729,Squatina,californica,Pacific angelshark,Animalia,Chordata,Elasmobranchii,Squatiniformes,Squatinidae,39328,NT,2015-2,NA
Fis-29544,733,Squatina,japonica,Japanese angelshark,Animalia,Chordata,Elasmobranchii,Squatiniformes,Squatinidae,161558,VU,2015-2,NA
Fis-29545,734,Squatina,nebulosa,Clouded angelshark,Animalia,Chordata,Elasmobranchii,Squatiniformes,Squatinidae,161325,VU,2015-2,NA
Fis-29546,735,Squatina,oculata,Smoothback angelshark,Animalia,Chordata,Elasmobranchii,Squatiniformes,Squatinidae,61418,CR,2015-2,7
Fis-23282,736,Squatina,squatina,Angelshark,Animalia,Chordata,Elasmobranchii,Squatiniformes,Squatinidae,39332,CR,2015-2,7
Fis-23150,739,Heterodontus,francisci,Horn shark,Animalia,Chordata,Elasmobranchii,Heterodontiformes,Heterodontidae,39333,DD,2015-2,7
Fis-23151,740,Heterodontus,galeatus,Crested bullhead shark,Animalia,Chordata,Elasmobranchii,Heterodontiformes,Heterodontidae,41824,LC,2015-2,NA
Fis-23152,741,Heterodontus,japonicus,Japanese bullhead shark,Animalia,Chordata,Elasmobranchii,Heterodontiformes,Heterodontidae,161714,LC,2015-2,NA
Fis-29414,742,Heterodontus,mexicanus,Mexican hornshark,Animalia,Chordata,Elasmobranchii,Heterodontiformes,Heterodontidae,60235,DD,2015-2,7
Fis-23153,743,Heterodontus,portusjacksoni,Port Jackson shark,Animalia,Chordata,Elasmobranchii,Heterodontiformes,Heterodontidae,39334,LC,2015-2,7
Fis-23155,745,Heterodontus,ramalheira,Whitespotted bullhead shark,Animalia,Chordata,Elasmobranchii,Heterodontiformes,Heterodontidae,44614,DD,2015-2,NA
Fis-23156,746,Heterodontus,zebra,Zebra bullhead shark,Animalia,Chordata,Elasmobranchii,Heterodontiformes,Heterodontidae,41825,LC,2015-2,7
Fis-29388,747,Carcharias,taurus,Sand tiger shark,Animalia,Chordata,Elasmobranchii,Lamniformes,Odontaspididae,3854,VU,2015-2,16
Fis-23198,749,Odontaspis,ferox,Smalltooth sand tiger,Animalia,Chordata,Elasmobranchii,Lamniformes,Odontaspididae,41876,VU,2015-2,7
Fis-23199,750,Odontaspis,noronhai,Bigeye sand tiger shark,Animalia,Chordata,Elasmobranchii,Lamniformes,Odontaspididae,39336,DD,2015-2,NA
Fis-23071,751,Carcharodon,carcharias,Great white shark,Animalia,Chordata,Elasmobranchii,Lamniformes,Lamnidae,3855,VU,2015-2,16
Fis-58485,752,Isurus,oxyrinchus,Shortfin mako,Animalia,Chordata,Elasmobranchii,Lamniformes,Lamnidae,39341,VU,2015-2,7
Fis-29423,753,Isurus,paucus,Longfin mako,Animalia,Chordata,Elasmobranchii,Lamniformes,Lamnidae,60225,VU,2015-2,7
Fis-29426,755,Lamna,ditropis,Salmon shark,Animalia,Chordata,Elasmobranchii,Lamniformes,Lamnidae,39342,LC,2015-2,7
Fis-23126,756,Eucrossorhinus,dasypogon,Tasselled wobbegong,Animalia,Chordata,Elasmobranchii,Orectolobiformes,Orectolobidae,41873,NT,2015-2,NA
Fis-29458,757,Orectolobus,japonicus,Japanese wobbegong,Animalia,Chordata,Elasmobranchii,Orectolobiformes,Orectolobidae,161563,DD,2015-2,NA
Fis-23201,758,Orectolobus,maculatus,Spotted wobbegong,Animalia,Chordata,Elasmobranchii,Orectolobiformes,Orectolobidae,41837,NT,2015-2,7
Fis-23202,759,Orectolobus,ornatus,Ornate wobbegong,Animalia,Chordata,Elasmobranchii,Orectolobiformes,Orectolobidae,41838,NT,2015-2,7
Fis-29459,760,Orectolobus,wardi,Northern wobbegong,Animalia,Chordata,Elasmobranchii,Orectolobiformes,Orectolobidae,41839,LC,2015-2,NA
Fis-23292,761,Sutorectus,tentaculatus,Cobbler wobbegong,Animalia,Chordata,Elasmobranchii,Orectolobiformes,Orectolobidae,41864,LC,2015-2,NA
Fis-22998,763,Apristurus,brunneus,Brown catshark,Animalia,Chordata,Elasmobranchii,Carcharhiniformes,Scyliorhinidae,44209,DD,2015-2,7
Fis-29281,769,Apristurus,kampae,Longnose catshark,Animalia,Chordata,Elasmobranchii,Carcharhiniformes,Scyliorhinidae,44215,DD,2015-2,NA
Fis-23002,770,Apristurus,laurussonii,Iceland catshark,Animalia,Chordata,Elasmobranchii,Carcharhiniformes,Scyliorhinidae,44216,DD,2015-2,NA
Fis-29282,771,Apristurus,longicephalus,Longhead catshark,Animalia,Chordata,Elasmobranchii,Carcharhiniformes,Scyliorhinidae,44217,DD,2015-2,NA
Fis-23003,772,Apristurus,macrorhynchus,Flathead catshark,Animalia,Chordata,Elasmobranchii,Carcharhiniformes,Scyliorhinidae,44218,DD,2015-2,NA
Fis-23005,775,Apristurus,microps,Smalleye catshark,Animalia,Chordata,Elasmobranchii,Carcharhiniformes,Scyliorhinidae,44657,LC,2015-2,NA
Fis-29285,777,Apristurus,parvipinnis,Smallfin catshark,Animalia,Chordata,Elasmobranchii,Carcharhiniformes,Scyliorhinidae,44221,DD,2015-2,NA
Fis-23006,778,Apristurus,platyrhynchus,Borneo catshark,Animalia,Chordata,Elasmobranchii,Carcharhiniformes,Scyliorhinidae,44223,DD,2015-2,NA
Fis-29286,780,Apristurus,riveri,Broadgill catshark,Animalia,Chordata,Elasmobranchii,Carcharhiniformes,Scyliorhinidae,44639,DD,2015-2,NA
Fis-23008,781,Apristurus,saldanha,Saldanha catshark,Animalia,Chordata,Elasmobranchii,Carcharhiniformes,Scyliorhinidae,44602,LC,2015-2,NA
Fis-29454,785,Mugil,cephalus,Flathead grey mullet,Animalia,Chordata,Actinopterygii,Mugiliformes,Mugilidae,135567,LC,2015-2,16
Fis-23028,788,Asymbolus,analis,Australian spotted catshark,Animalia,Chordata,Elasmobranchii,Carcharhiniformes,Scyliorhinidae,41720,DD,2015-2,NA
Fis-23029,789,Asymbolus,vincenti,Gulf catshark,Animalia,Chordata,Elasmobranchii,Carcharhiniformes,Scyliorhinidae,41727,LC,2015-2,NA
Fis-29332,796,Cephaloscyllium,fasciatum,Reticulated swellshark,Animalia,Chordata,Elasmobranchii,Carcharhiniformes,Scyliorhinidae,200014,DD,2015-2,NA
Fis-23081,797,Cephaloscyllium,isabellum,Draughtsboard shark,Animalia,Chordata,Elasmobranchii,Carcharhiniformes,Scyliorhinidae,41752,LC,2015-2,NA
Fis-23082,798,Cephaloscyllium,laticeps,Australian swellshark,Animalia,Chordata,Elasmobranchii,Carcharhiniformes,Scyliorhinidae,41753,LC,2015-2,NA
Fis-23130,804,Galeus,arae,Roughtail catshark,Animalia,Chordata,Elasmobranchii,Carcharhiniformes,Scyliorhinidae,161479,LC,2015-2,NA
Fis-6652,805,Figaro,boardmani,Australian sawtail catshark,Animalia,Chordata,Elasmobranchii,Carcharhiniformes,Scyliorhinidae,41811,LC,2015-2,NA
Fis-23132,806,Galeus,eastmani,Gecko catshark,Animalia,Chordata,Elasmobranchii,Carcharhiniformes,Scyliorhinidae,161364,LC,2015-2,NA
Fis-29397,807,Galeus,melastomus,Blackmouth catshark,Animalia,Chordata,Elasmobranchii,Carcharhiniformes,Scyliorhinidae,161398,LC,2015-2,NA
Fis-23133,808,Galeus,murinus,Mouse catshark,Animalia,Chordata,Elasmobranchii,Carcharhiniformes,Scyliorhinidae,161705,LC,2015-2,24
Fis-29400,811,Galeus,polli,African sawtail catshark,Animalia,Chordata,Elasmobranchii,Carcharhiniformes,Scyliorhinidae,44649,LC,2015-2,NA
Fis-29406,815,Halaelurus,boesemani,Speckled catshark,Animalia,Chordata,Elasmobranchii,Carcharhiniformes,Scyliorhinidae,161488,DD,2015-2,NA
Fis-23141,816,Halaelurus,buergeri,Blackspotted catshark,Animalia,Chordata,Elasmobranchii,Carcharhiniformes,Scyliorhinidae,161680,DD,2015-2,NA
Fis-23144,823,Halaelurus,natalensis,Tiger catshark,Animalia,Chordata,Elasmobranchii,Carcharhiniformes,Scyliorhinidae,44613,DD,2015-2,NA
Fis-23146,825,Haploblepharus,edwardsii,Puffadder shyshark,Animalia,Chordata,Elasmobranchii,Carcharhiniformes,Scyliorhinidae,39345,NT,2015-2,NA
Fis-29411,826,Haploblepharus,fuscus,Brown shyshark,Animalia,Chordata,Elasmobranchii,Carcharhiniformes,Scyliorhinidae,39346,VU,2015-2,25
Fis-23158,828,Holohalaelurus,punctatus,African spotted catshark,Animalia,Chordata,Elasmobranchii,Carcharhiniformes,Scyliorhinidae,161675,EN,2015-2,NA
Fis-23159,829,Holohalaelurus,regani,Izak catshark,Animalia,Chordata,Elasmobranchii,Carcharhiniformes,Scyliorhinidae,161574,LC,2015-2,NA
Fis-23213,833,Parmaturus,xaniurus,Filetail catshark,Animalia,Chordata,Elasmobranchii,Carcharhiniformes,Scyliorhinidae,60231,DD,2015-2,NA
Fis-23220,835,Poroderma,africanum,Striped catshark,Animalia,Chordata,Elasmobranchii,Carcharhiniformes,Scyliorhinidae,39348,NT,2015-2,NA
Fis-23221,837,Poroderma,pantherinum,Leopard catshark,Animalia,Chordata,Elasmobranchii,Carcharhiniformes,Scyliorhinidae,161515,DD,2015-2,NA
Fis-23246,838,Schroederichthys,bivius,Narrowmouthed catshark,Animalia,Chordata,Elasmobranchii,Carcharhiniformes,Scyliorhinidae,39347,DD,2015-2,NA
Fis-23247,839,Schroederichthys,chilensis,Redspotted catshark,Animalia,Chordata,Elasmobranchii,Carcharhiniformes,Scyliorhinidae,44585,DD,2015-2,NA
Fis-29503,840,Schroederichthys,maculatus,Narrowtail catshark,Animalia,Chordata,Elasmobranchii,Carcharhiniformes,Scyliorhinidae,161544,LC,2015-2,NA
Fis-23196,841,Notoscopelus,elongatus,NA,Animalia,Chordata,Actinopterygii,Myctophiformes,Myctophidae,194844,LC,2015-2,NA
Fis-29516,844,Scyliorhinus,boa,Boa catshark,Animalia,Chordata,Elasmobranchii,Carcharhiniformes,Scyliorhinidae,161336,LC,2015-2,NA
Fis-23251,845,Scyliorhinus,canicula,Lesser spotted dogfish,Animalia,Chordata,Elasmobranchii,Carcharhiniformes,Scyliorhinidae,161399,LC,2015-2,7
Fis-23252,846,Scyliorhinus,capensis,Yellowspotted catshark,Animalia,Chordata,Elasmobranchii,Carcharhiniformes,Scyliorhinidae,39349,NT,2015-2,NA
Fis-29517,847,Scyliorhinus,cervigoni,West African catshark,Animalia,Chordata,Elasmobranchii,Carcharhiniformes,Scyliorhinidae,60234,DD,2015-2,NA
Fis-23253,848,Scyliorhinus,garmani,Brownspotted catshark,Animalia,Chordata,Elasmobranchii,Carcharhiniformes,Scyliorhinidae,161458,DD,2015-2,NA
Fis-23254,849,Scyliorhinus,haeckelii,Freckled catshark,Animalia,Chordata,Elasmobranchii,Carcharhiniformes,Scyliorhinidae,44589,DD,2015-2,NA
Fis-29518,851,Scyliorhinus,hesperius,Whitesaddled catshark,Animalia,Chordata,Elasmobranchii,Carcharhiniformes,Scyliorhinidae,44590,DD,2015-2,NA
Fis-23255,853,Scyliorhinus,retifer,Chain catshark,Animalia,Chordata,Elasmobranchii,Carcharhiniformes,Scyliorhinidae,60233,LC,2015-2,NA
Fis-23256,854,Scyliorhinus,stellaris,Nursehound,Animalia,Chordata,Elasmobranchii,Carcharhiniformes,Scyliorhinidae,161484,NT,2015-2,NA
Fis-29520,856,Scyliorhinus,torrei,Dwarf catshark,Animalia,Chordata,Elasmobranchii,Carcharhiniformes,Scyliorhinidae,161449,LC,2015-2,NA
Fis-23043,857,Carcharhinus,acronotus,Blacknose shark,Animalia,Chordata,Elasmobranchii,Carcharhiniformes,Carcharhinidae,161378,NT,2015-2,NA
Fis-23044,858,Carcharhinus,albimarginatus,Silvertip shark,Animalia,Chordata,Elasmobranchii,Carcharhiniformes,Carcharhinidae,161526,NT,2015-2,7
Fis-23045,859,Carcharhinus,altimus,Bignose shark,Animalia,Chordata,Elasmobranchii,Carcharhiniformes,Carcharhinidae,161564,DD,2015-2,NA
Fis-23046,860,Carcharhinus,amblyrhynchoides,Graceful shark,Animalia,Chordata,Elasmobranchii,Carcharhiniformes,Carcharhinidae,40797,NT,2015-2,24
Fis-23047,861,Carcharhinus,amblyrhynchos,Blacktail reef shark,Animalia,Chordata,Elasmobranchii,Carcharhiniformes,Carcharhinidae,39365,NT,2015-2,NA
Fis-23048,862,Carcharhinus,amboinensis,Pigeye shark,Animalia,Chordata,Elasmobranchii,Carcharhiniformes,Carcharhinidae,39366,DD,2015-2,NA
Fis-23050,864,Carcharhinus,brachyurus,Copper shark,Animalia,Chordata,Elasmobranchii,Carcharhiniformes,Carcharhinidae,41741,NT,2015-2,25
Fis-23051,865,Carcharhinus,brevipinna,Spinner shark,Animalia,Chordata,Elasmobranchii,Carcharhiniformes,Carcharhinidae,39368,NT,2015-2,NA
Fis-23052,866,Carcharhinus,cautus,Nervous shark,Animalia,Chordata,Elasmobranchii,Carcharhiniformes,Carcharhinidae,41733,DD,2015-2,NA
Fis-23053,867,Carcharhinus,dussumieri,Whitecheek shark,Animalia,Chordata,Elasmobranchii,Carcharhiniformes,Carcharhinidae,41734,NT,2015-2,NA
Fis-23054,868,Carcharhinus,falciformis,Silky shark,Animalia,Chordata,Elasmobranchii,Carcharhiniformes,Carcharhinidae,39370,NT,2015-2,NA
Fis-23055,869,Carcharhinus,fitzroyensis,Creek whaler,Animalia,Chordata,Elasmobranchii,Carcharhiniformes,Carcharhinidae,41735,LC,2015-2,NA
Fis-23056,870,Carcharhinus,galapagensis,Galapagos shark,Animalia,Chordata,Elasmobranchii,Carcharhiniformes,Carcharhinidae,41736,NT,2015-2,NA
Fis-23057,871,Carcharhinus,hemiodon,Pondicherry shark,Animalia,Chordata,Elasmobranchii,Carcharhiniformes,Carcharhinidae,39369,CR,2015-2,NA
Fis-23058,872,Carcharhinus,isodon,Finetooth shark,Animalia,Chordata,Elasmobranchii,Carcharhiniformes,Carcharhinidae,161524,LC,2015-2,NA
Fis-23059,873,Carcharhinus,leucas,Bull shark,Animalia,Chordata,Elasmobranchii,Carcharhiniformes,Carcharhinidae,39372,NT,2015-2,7
Fis-23060,874,Carcharhinus,limbatus,Blacktip shark,Animalia,Chordata,Elasmobranchii,Carcharhiniformes,Carcharhinidae,3851,NT,2015-2,NA
Fis-23061,875,Carcharhinus,longimanus,Oceanic whitetip shark,Animalia,Chordata,Elasmobranchii,Carcharhiniformes,Carcharhinidae,39374,VU,2015-2,7
Fis-23062,876,Carcharhinus,macloti,Hardnose shark,Animalia,Chordata,Elasmobranchii,Carcharhiniformes,Carcharhinidae,41737,NT,2015-2,NA
Fis-23063,877,Carcharhinus,melanopterus,Blacktip reef shark,Animalia,Chordata,Elasmobranchii,Carcharhiniformes,Carcharhinidae,39375,NT,2015-2,16
Fis-23064,878,Carcharhinus,obscurus,Dusky shark,Animalia,Chordata,Elasmobranchii,Carcharhiniformes,Carcharhinidae,3852,VU,2015-2,NA
Fis-49770,879,Carcharhinus,perezii,Caribbean reef shark,Animalia,Chordata,Elasmobranchii,Carcharhiniformes,Carcharhinidae,60217,NT,2015-2,NA
Fis-23066,880,Carcharhinus,plumbeus,Sandbar shark,Animalia,Chordata,Elasmobranchii,Carcharhiniformes,Carcharhinidae,3853,VU,2015-2,NA
Fis-23067,881,Carcharhinus,porosus,Smalltail shark,Animalia,Chordata,Elasmobranchii,Carcharhiniformes,Carcharhinidae,60220,DD,2015-2,NA
Fis-23068,882,Carcharhinus,sealei,Blackspot shark,Animalia,Chordata,Elasmobranchii,Carcharhiniformes,Carcharhinidae,41738,NT,2015-2,NA
Fis-23069,883,Carcharhinus,signatus,Night shark,Animalia,Chordata,Elasmobranchii,Carcharhiniformes,Carcharhinidae,60219,VU,2015-2,7
Fis-23070,884,Carcharhinus,sorrah,Spot-tail shark,Animalia,Chordata,Elasmobranchii,Carcharhiniformes,Carcharhinidae,161376,NT,2015-2,NA
Fis-23129,886,Galeocerdo,cuvier,Tiger shark,Animalia,Chordata,Elasmobranchii,Carcharhiniformes,Carcharhinidae,39378,NT,2015-2,16
Fis-23138,887,Glyphis,gangeticus,Ganges shark,Animalia,Chordata,Elasmobranchii,Carcharhiniformes,Carcharhinidae,9281,CR,2015-2,7
Fis-23162,891,Isogomphodon,oxyrhynchus,Daggernose shark,Animalia,Chordata,Elasmobranchii,Carcharhiniformes,Carcharhinidae,60218,CR,2015-2,7
Fis-29436,894,Loxodon,macrorhinus,Sliteye shark,Animalia,Chordata,Elasmobranchii,Carcharhiniformes,Carcharhinidae,41831,LC,2015-2,NA
Fis-23191,895,Nasolamia,velox,Whitenose shark,Animalia,Chordata,Elasmobranchii,Carcharhiniformes,Carcharhinidae,161355,DD,2015-2,NA
Fis-23193,896,Negaprion,acutidens,Sicklefin lemon shark,Animalia,Chordata,Elasmobranchii,Carcharhiniformes,Carcharhinidae,41836,VU,2015-2,7
Fis-23194,897,Negaprion,brevirostris,Lemon shark,Animalia,Chordata,Elasmobranchii,Carcharhiniformes,Carcharhinidae,39380,NT,2015-2,25
Fis-23222,898,Prionace,glauca,Blue shark,Animalia,Chordata,Elasmobranchii,Carcharhiniformes,Carcharhinidae,39381,NT,2015-2,25
Fis-23239,899,Rhizoprionodon,acutus,Milk shark,Animalia,Chordata,Elasmobranchii,Carcharhiniformes,Carcharhinidae,41850,LC,2015-2,7
Fis-23240,900,Rhizoprionodon,lalandii,Brazilian sharpnose shark,Animalia,Chordata,Elasmobranchii,Carcharhiniformes,Carcharhinidae,44666,DD,2015-2,NA
Fis-23241,901,Rhizoprionodon,longurio,Pacific sharpnose shark,Animalia,Chordata,Elasmobranchii,Carcharhiniformes,Carcharhinidae,161662,DD,2015-2,NA
Fis-29500,902,Rhizoprionodon,oligolinx,Grey sharpnose shark,Animalia,Chordata,Elasmobranchii,Carcharhiniformes,Carcharhinidae,41851,LC,2015-2,NA
Fis-23242,903,Rhizoprionodon,porosus,Caribbean sharpnose shark,Animalia,Chordata,Elasmobranchii,Carcharhiniformes,Carcharhinidae,61407,LC,2015-2,NA
Fis-23243,904,Rhizoprionodon,taylori,Australian sharpnose shark,Animalia,Chordata,Elasmobranchii,Carcharhiniformes,Carcharhinidae,41852,LC,2015-2,NA
Fis-29505,906,Scoliodon,laticaudus,Spadenose shark,Animalia,Chordata,Elasmobranchii,Carcharhiniformes,Carcharhinidae,39383,NT,2015-2,7
Fis-23311,907,Triaenodon,obesus,Whitetip reef shark,Animalia,Chordata,Elasmobranchii,Carcharhiniformes,Carcharhinidae,39384,NT,2015-2,7
Fis-23128,908,Eusphyra,blochii,Winghead shark,Animalia,Chordata,Elasmobranchii,Carcharhiniformes,Sphyrnidae,41810,NT,2015-2,7
Fis-29528,909,Sphyrna,corona,Scalloped bonnethead,Animalia,Chordata,Elasmobranchii,Carcharhiniformes,Sphyrnidae,44591,NT,2015-2,NA
Fis-23273,912,Sphyrna,lewini,Scalloped hammerhead,Animalia,Chordata,Elasmobranchii,Carcharhiniformes,Sphyrnidae,39385,EN,2015-2,NA
Fis-23274,914,Sphyrna,mokarran,Great hammerhead,Animalia,Chordata,Elasmobranchii,Carcharhiniformes,Sphyrnidae,39386,EN,2015-2,7
Fis-23275,915,Sphyrna,tiburo,Bonnethead,Animalia,Chordata,Elasmobranchii,Carcharhiniformes,Sphyrnidae,39387,LC,2015-2,NA
Fis-23277,917,Sphyrna,zygaena,Smooth hammerhead,Animalia,Chordata,Elasmobranchii,Carcharhiniformes,Sphyrnidae,39388,VU,2015-2,NA
