iucn_sid,sciname,main_common_name,cat,cat_score,published_year,iucn_version
58241062,Dolichopteryx longipes,Brownsnout Spookfish,LC,0,2015,2018-1
60469170,Abyssoberyx levisquamosus,NA,DD,NA,2015,2018-1
60469196,Amblycirrhitus earnshawi,NA,EN,0.6,2015,2018-1
60469224,Apletodon wirtzi,NA,LC,0,2015,2018-1
60469249,Barbantus elongatus,Elongated searsid,DD,NA,2015,2018-1
60469441,Bathycongrus bertini,NA,LC,0,2015,2018-1
60469516,Bathylaco nielseni,NA,DD,NA,2015,2018-1
60469527,Bathytroctes squamosus,NA,LC,0,2015,2018-1
60469546,Bembrops cadenati,NA,LC,0,2015,2018-1
60469816,Chiasmodon braueri,NA,LC,0,2015,2018-1
60470339,Didogobius amicuscaridis,NA,VU,0.4,2015,2018-1
60470373,Dysalotus oligoscolus,NA,LC,0,2015,2018-1
60470376,Epigonus affinis,NA,LC,0,2015,2018-1
60470461,Gadella svetovidovi,NA,DD,NA,2015,2018-1
60470467,Gadomus arcuatus,Doublethread Grenadier,LC,0,2015,2018-1
60470481,Gigantactis elsmani,Elsman's whipnose,LC,0,2015,2018-1
60470485,Gigantactis gibbsi,NA,LC,0,2015,2018-1
60470489,Gigantactis golovani,NA,LC,0,2015,2018-1
60470665,Gigantactis gracilicauda,NA,DD,NA,2015,2018-1
60470674,Gigantactis herwigi,NA,LC,0,2015,2018-1
60470680,Gigantactis ios,NA,LC,0,2015,2018-1
60470683,Gigantactis longicirra,NA,LC,0,2015,2018-1
60470687,Gigantactis vanhoeffeni,NA,DD,NA,2015,2018-1
60470704,Gonorynchus gonorynchus,Beaked Salmon,LC,0,2015,2018-1
60470750,Grammonus longhursti,NA,LC,0,2015,2018-1
60470770,Haplophryne mollis,NA,LC,0,2015,2018-1
60470792,Himantolophus albinares,Footballfish,DD,NA,2015,2018-1
60470817,Himantolophus brevirostris,NA,DD,NA,2015,2018-1
60470856,Himantolophus macroceras,NA,DD,NA,2015,2018-1
60470876,Himantolophus macroceratoides,NA,DD,NA,2015,2018-1
60470908,Himantolophus multifurcatus,NA,DD,NA,2015,2018-1
60470918,Himantolophus rostratus,NA,DD,NA,2015,2018-1
60470977,Holcomycteronus profundissimus,NA,LC,0,2015,2018-1
60471195,Hymenogadus gracilis,NA,DD,NA,2015,2018-1
60471691,Ichthyococcus polli,NA,LC,0,2015,2018-1
60471792,Kali kerberti,NA,LC,0,2015,2018-1
60471825,Kali macrura,NA,LC,0,2015,2018-1
60471850,Laemonema robustum,Robust cod,DD,NA,2015,2018-1
60471855,Lampadena speculigera,Mirror Lanternfish,LC,0,2015,2018-1
60471860,Lampanyctus photonotus,Dotback Lanternfish,LC,0,2015,2018-1
60471865,Lampanyctus vadulus,Nacreous lanternfish,LC,0,2015,2018-1
60471877,Lamprogrammus brunswigi,NA,LC,0,2015,2018-1
60471883,Lamprogrammus exutus,NA,LC,0,2015,2018-1
60471901,Lamprogrammus niger,NA,LC,0,2015,2018-1
60471916,Lamprogrammus shcherbachevi,NA,DD,NA,2015,2018-1
60471925,Lasiognathus saccostoma,NA,LC,0,2015,2018-1
60471934,Leptacanthichthys gracilispinis,NA,DD,NA,2015,2018-1
60471973,Leptostomias gracilis,NA,LC,0,2015,2018-1
60472006,Linophryne maderensis,NA,DD,NA,2015,2018-1
60472203,Linophryne polypogon,NA,DD,NA,2015,2018-1
60472409,Linophryne racemifera,NA,DD,NA,2015,2018-1
60472779,Linophryne sexfilis,NA,DD,NA,2015,2018-1
60473762,Loweina interrupta,Barebelly Lanternfish,LC,0,2015,2018-1
60474290,Loweina rara,Rare Lanternfish,LC,0,2015,2018-1
60475013,Luciobrotula nolfi,NA,LC,0,2015,2018-1
60475627,Macrouroides inflaticeps,NA,LC,0,2015,2018-1
60476220,Maurolicus amethystinopunctatus,Argent filós,LC,0,2015,2018-1
60476941,Melamphaes ebelingi,NA,DD,NA,2015,2018-1
60477122,Melamphaes longivelis,Eyebrow Bigscale,DD,NA,2015,2018-1
60477337,Melamphaes polylepis,Melánfido,DD,NA,2015,2018-1
60477619,Melamphaes pumilus,NA,DD,NA,2015,2018-1
60477991,Melamphaes suborbitalis,Ridgehead,DD,NA,2015,2018-1
60478393,Melamphaes typhlops,Ridgehead,DD,NA,2015,2018-1
60478881,Melanostomias melanops,NA,LC,0,2015,2018-1
60479167,Melanostomias paucilaternatus,NA,LC,0,2015,2018-1
60479354,Melanostomias spilorhynchus,NA,LC,0,2015,2018-1
60479648,Mentodus facilis,Dark Searsid,LC,0,2015,2018-1
60480024,Mentodus longirostris,Longbilled Searsid,LC,0,2015,2018-1
60480620,Mentodus mesalirus,Midridged Searsid,LC,0,2015,2018-1
60480946,Mentodus perforatus,Largepore Tubeshoulder,LC,0,2015,2018-1
60481184,Mentodus rostratus,Beaked Searsid,LC,0,2015,2018-1
60481655,Mesobius berryi,NA,LC,0,2015,2018-1
60481663,Monognathus nigeli,NIgel's one-jawed eel,DD,NA,2015,2018-1
60481692,Nannobrachium wisneri,Wisner's Lanternfish,LC,0,2015,2018-1
60481712,Nansenia longicauda,NA,DD,NA,2015,2018-1
60481729,Nansenia megalopa,NA,DD,NA,2015,2018-1
60481876,Nansenia pelagica,NA,DD,NA,2015,2018-1
60481885,Narcetes erimelas,NA,LC,0,2015,2018-1
60481914,Neoceratias spinifer,NA,LC,0,2015,2018-1
60482037,Odontomacrurus murrayi,Roundhead Grenadier,LC,0,2015,2018-1
60482063,Oneirodes clarkei,NA,DD,NA,2015,2018-1
60482102,Oneirodes macrosteus,NA,LC,0,2015,2018-1
60482105,Oneirodes myrionemus,NA,DD,NA,2015,2018-1
60482178,Ophichthus pullus,NA,LC,0,2015,2018-1
60482248,Parabrotula plagiophthalma,NA,LC,0,2015,2018-1
60482259,Paracaristius nudarcus,NA,DD,NA,2015,2018-1
60482312,Penopus microphthalmus,NA,LC,0,2015,2018-1
60482374,Pentherichthys atratus,NA,LC,0,2015,2018-1
60482467,Photonectes caerulescens,NA,LC,0,2015,2018-1
60482532,Photostomias atrox,NA,LC,0,2015,2018-1
60482553,Phyllorhinichthys balushkini,NA,LC,0,2015,2018-1
60482562,Phyllorhinichthys micractis,NA,LC,0,2015,2018-1
60482607,Physiculus karrerae,NA,DD,NA,2015,2018-1
60482611,Physiculus maslowskii,NA,DD,NA,2015,2018-1
60482676,Platyberyx andriashevi,NA,DD,NA,2015,2018-1
60482710,Platyberyx mauli,NA,DD,NA,2015,2018-1
60482715,Porogadus abyssalis,NA,DD,NA,2015,2018-1
60482748,Porogadus miles,Slender Cuskeel,LC,0,2015,2018-1
60482776,Porogadus nudus,NA,DD,NA,2015,2018-1
60482786,Porogadus subarmatus,NA,DD,NA,2015,2018-1
60482810,Poromitra capito,Ridgehead,DD,NA,2015,2018-1
60482859,Poromitra megalops,Ridgehead,DD,NA,2015,2018-1
60482909,Priolepis ascensionis,NA,EN,0.6,2015,2018-1
60483083,Pseudoscopelus altipinnis,NA,LC,0,2015,2018-1
60483092,Pseudoscopelus scutatus,NA,LC,0,2015,2018-1
60483137,Regalecus russelii,NA,LC,0,2015,2018-1
60483177,Rhynchactis macrothrix,NA,DD,NA,2015,2018-1
60483211,Rhynchohyalus natalensis,Glasshead Barreleye,LC,0,2015,2018-1
60483257,Rondeletia bicolor,NA,LC,0,2015,2018-1
60483273,Rondeletia loricata,Redmouth Whalefish,LC,0,2015,2018-1
60483363,Sciadonus jonassoni,NA,DD,NA,2015,2018-1
60484333,Scopelogadus mizolepis,Bigscale,LC,0,2015,2018-1
60484350,Scorpaena ascensionis,Ascension Scorpionfish,EN,0.6,2015,2018-1
60484369,Scorpaena mellissii,Melliss's Scorpionfish,EN,0.6,2015,2018-1
60484396,Scorpaenodes insularis,Insular Scorpionfish,LC,0,2015,2018-1
60484408,Selachophidium guentheri,NA,LC,0,2015,2018-1
60484435,Serranus heterurus,NA,LC,0,2015,2018-1
60484826,Sternoptyx pseudodiaphana,False Oblique Hatchetfish,LC,0,2015,2018-1
60485122,Symbolophorus kreffti,Krefft's Lanternfish,LC,0,2015,2018-1
60485173,Synchiropus valdiviae,NA,DD,NA,2015,2018-1
60485561,Trigla macrodactylus,NA,DD,NA,2015,2018-1
60485860,Uncisudis longirostra,NA,DD,NA,2015,2018-1
60485886,Uroconger drachi,NA,DD,NA,2015,2018-1
61382004,Halichoerus grypus ssp. grypus,Northwest Atlantic Grey Seal,LC,0,2016,2018-1
61382025,Halichoerus grypus ssp. macrorhynchus,Northeast Atlantic Grey Seal,LC,0,2016,2018-1
61382318,Pusa hispida ssp. hispida,Ringed Seal,LC,0,2016,2018-1
61668607,Anguilla bengalensis,Indian Mottled Eel,NT,0.2,2014,2018-1
61934220,Gigantactis watermani,NA,DD,NA,2015,2018-1
61934264,Scopeloberyx robustus,Longjaw Bigscale,DD,NA,2015,2018-1
61934392,Monolene helenensis,NA,DD,NA,2015,2018-1
61934408,Symphurus lubbocki,NA,DD,NA,2015,2018-1
61934439,Symphurus reticulatus,NA,DD,NA,2015,2018-1
61934580,Bothus mellissi,NA,LC,0,2015,2018-1
61963499,Odobenus rosmarus ssp. divergens,Pacific Walrus,DD,NA,2015,2018-1
61984292,Gnatholepis thompsoni,Goldspot Goby,LC,0,2015,2018-1
64239743,Euphausia superba,Antarctic Krill,LC,0,2015,2018-1
64272080,Carex lyngbyei,Lyngbye's sedge,LC,0,2016,2018-1
64272648,Carex paleacea,Chaffy sedge,LC,0,2016,2018-1
64273045,Carex pluriflora,Severalflower sedge,LC,0,2016,2018-1
64273493,Carex subspathacea,Hoppner's sedge,LC,0,2016,2018-1
64315327,Jaumea carnosa,NA,LC,0,2016,2018-1
64316981,Lilaeopsis occidentalis,NA,LC,0,2016,2018-1
64372284,Epizoanthus tergestinus,NA,DD,NA,2015,2018-1
65134524,Aulorhynchus flavidus,Tube-snout,LC,0,2016,2018-1
65134818,Aulichthys japonicus,Tubenose,LC,0,2016,2018-1
65134839,Hypoptychus dybowskii,Korean Sandlance,DD,NA,2016,2018-1
65134886,Aulostomus chinensis,Chinese Trumpetfish,LC,0,2015,2018-1
65134998,Aeoliscus punctulatus,speckled shrimpfish,DD,NA,2016,2018-1
65135062,Aeoliscus strigatus,Coral Shrimpfish,DD,NA,2016,2018-1
65349869,Centriscops humerosus,Banded bellows fish,LC,0,2016,2018-1
65350111,Centriscus cristatus,Smooth Razorfish,DD,NA,2016,2018-1
65362908,Notopogon armatus,NA,LC,0,2016,2018-1
65362977,Notopogon fernandezianus,Orange bellowsfish,LC,0,2016,2018-1
65363069,Notopogon lilliei,Crested bellowsfish,LC,0,2016,2018-1
65363156,Notopogon xenosoma,Longspine Bellowsfish,LC,0,2016,2018-1
65363244,Solenostomus armatus,Armored Ghost Pipefish,LC,0,2016,2018-1
65363316,Solenostomus cyanopterus,Robust Ghost Pipefish,LC,0,2016,2018-1
65363378,Solenostomus halimeda,Halimeda Ghost Pipefish,DD,NA,2016,2018-1
65363417,Solenostomus paradoxus,Ornate Ghost Pipefish,LC,0,2016,2018-1
65363473,Acentronura gracilissima,Graceful Pipehorse,LC,0,2016,2018-1
65363543,Apterygocampus epinnulatus,Briareum Pipefish,DD,NA,2016,2018-1
65363628,Bhanotia fasciolata,Corrugated Pipefish,LC,0,2016,2018-1
65363696,Bhanotia pauciradiata,Few-rayed Pipefish,DD,NA,2016,2018-1
65363711,Bulbonaricus brauni,Pugheaded Pipefish,LC,0,2016,2018-1
65363860,Bulbonaricus brucei,NA,DD,NA,2016,2018-1
65363869,Bulbonaricus davaoensis,Davao Pughead Pipefish,LC,0,2016,2018-1
65364120,Campichthys galei,Gale's Pipefish,LC,0,2016,2018-1
65364143,Campichthys nanus,NA,DD,NA,2016,2018-1
65364147,Campichthys tricarinatus,Three-keel Pipefish,DD,NA,2016,2018-1
65364201,Campichthys tryoni,Tryon's Pipefish,DD,NA,2016,2018-1
65364515,Choeroichthys cinctus,Barred Shortbody Pipefish,LC,0,2016,2018-1
65364521,Choeroichthys latispinosus,Muiron Islands Pipefish,DD,NA,2015,2018-1
65364553,Choeroichthys sculptus,Sculptured Pipefish,LC,0,2016,2018-1
65364594,Choeroichthys smithi,Shortfin Pipefish,LC,0,2016,2018-1
65364789,Choeroichthys suillus,Barred Short-bodied Pipefish,LC,0,2016,2018-1
65364798,Corythoichthys benedetto,Benedetto's Pipefish,LC,0,2016,2018-1
65364818,Corythoichthys flavofasciatus,Network Pipefish,LC,0,2017,2018-1
65364895,Corythoichthys insularis,NA,LC,0,2016,2018-1
65364931,Corythoichthys intestinalis,Banded Pipefish,LC,0,2016,2018-1
65365012,Corythoichthys nigripectus,Black-breasted Pipefish,LC,0,2016,2018-1
65365054,Corythoichthys ocellatus,Ocellated pipefish,LC,0,2016,2018-1
65365090,Corythoichthys paxtoni,Paxton's Pipefish,LC,0,2016,2018-1
65365100,Corythoichthys schultzi,Schultz's Pipefish,LC,0,2016,2018-1
65365107,Corythoichthys polynotatus,Many-spotted pipefish,LC,0,2016,2018-1
65365349,Cosmocampus balli,Ball's Pipefish,VU,0.4,2016,2018-1
65365681,Cosmocampus banneri,Banner's Pipefish,LC,0,2016,2018-1
65365759,Cosmocampus darrosanus,D’Arros Pipefish,LC,0,2016,2018-1
65365798,Cosmocampus heraldi,NA,DD,NA,2016,2018-1
65365838,Cosmocampus howensis,Lord Howe pipefish,LC,0,2016,2018-1
65365899,Cosmocampus maxweberi,Maxweber's pipefish,LC,0,2016,2018-1
65365975,Cosmocampus profundus,Deepwater Pipefish,DD,NA,2016,2018-1
65366046,Doryrhamphus aurolineatus,NA,DD,NA,2015,2018-1
65366061,Doryrhamphus bicarinatus,Narrowstripe Pipefish,DD,NA,2016,2018-1
65366073,Doryrhamphus japonicus,Honshu Pipefish,LC,0,2016,2018-1
65366280,Doryrhamphus negrosensis,Negros Pipefish,LC,0,2016,2018-1
65366377,Dunckerocampus baldwini,Redstripe Pipefish,LC,0,2016,2018-1
65366455,Dunckerocampus boylei,Broad-banded Pipefish,LC,0,2016,2018-1
65366458,Dunckerocampus chapmani,Glowtail Pipefish,DD,NA,2016,2018-1
65366672,Dunckerocampus multiannulatus,Many-banded Pipefish,LC,0,2016,2018-1
65367054,Dunckerocampus naia,Naia Pipefish,LC,0,2017,2018-1
65367059,Dunckerocampus pessuliferus,Yellowbanded Pipefish,LC,0,2016,2018-1
65367195,Festucalex cinctus,Girdled Pipefish,LC,0,2017,2018-1
65367204,Festucalex erythraeus,Red Pipefish,LC,0,2017,2018-1
65367300,Festucalex gibbsi,Gibbs' Pipefish,LC,0,2017,2018-1
65367303,Festucalex kulbickii,Kulbicki's Pipefish,DD,NA,2017,2018-1
65367318,Festucalex prolixus,NA,DD,NA,2016,2018-1
65367328,Festucalex scalaris,Ladder Pipefish,LC,0,2017,2018-1
65367364,Festucalex wassi,Wass' Pipefish,DD,NA,2016,2018-1
65367453,Filicampus tigris,Tiger pipefish,LC,0,2016,2018-1
65367461,Halicampus boothae,Booth's pipefish,LC,0,2016,2018-1
65367566,Halicampus brocki,Brock’s pipefish,LC,0,2016,2018-1
65367574,Halicampus dunckeri,Duncker's pipefish,LC,0,2016,2018-1
65367581,Halicampus edmondsoni,Edmondson's pipefish,LC,0,2016,2018-1
65367590,Halicampus grayi,Gray's pipefish,LC,0,2016,2018-1
65367594,Halicampus macrorhynchus,Ornate Pipefish,LC,0,2016,2018-1
65367655,Halicampus marquesensis,NA,LC,0,2016,2018-1
65367712,Halicampus mataafae,Samoan Pipefish,LC,0,2016,2018-1
65367783,Halicampus nitidus,Glittering Pipefish,LC,0,2016,2018-1
65367935,Halicampus punctatus,Starry Pipefish,LC,0,2017,2018-1
65367942,Halicampus spinirostris,Spinysnout Pipefish,LC,0,2017,2018-1
65367996,Halicampus zavorensis,Zavora Pipefish,DD,NA,2017,2018-1
65368085,Heraldia nocturna,Upside-down Pipefish,LC,0,2016,2018-1
65368088,Hippichthys parvicarinatus,Short-keel Pipefish,LC,0,2017,2018-1
65368181,Hippocampus paradoxus,NA,DD,NA,2017,2018-1
65368238,Histiogamphelus briggsii,Briggs' Pipefish,LC,0,2016,2018-1
65368242,Histiogamphelus cristatus,Macleay's crested pipefish,LC,0,2016,2018-1
65368756,Hypselognathus horridus,Prickly Pipefish,DD,NA,2017,2018-1
65368759,Hypselognathus rostratus,Knife-snouted Pipefish,LC,0,2017,2018-1
65368802,Acentronura larsonae,Larson's Pipehorse,DD,NA,2016,2018-1
65369051,Acentronura lumnitzeri,Sydney's Pygmy Pipehorse,LC,0,2016,2018-1
65369161,Kaupus costatus,Deep-bodied pipefish,LC,0,2016,2018-1
65369241,Kimblaeus bassensis,Bass Strait pipefish,LC,0,2016,2018-1
65369305,Kyonemichthys rumengani,Thread Pipefish,LC,0,2016,2018-1
65369313,Leptoichthys fistularius,Brushtail pipefish,LC,0,2016,2018-1
65369760,Leptonotus blainvilleanus,Deep-bodied Pipefish,LC,0,2016,2018-1
65369844,Leptonotus elevatus,Pipefish,LC,0,2016,2018-1
65369867,Leptonotus norae,Longsnout pipefish,LC,0,2016,2018-1
65370029,Lissocampus bannwarthi,NA,LC,0,2016,2018-1
65370051,Lissocampus caudalis,Australian smooth pipefish,LC,0,2016,2018-1
65370087,Lissocampus fatiloquus,Prophet's pipefish,LC,0,2016,2018-1
65370218,Lissocampus filum,Shortsnout pipefish,LC,0,2016,2018-1
65370289,Lissocampus runa,Javelin pipefish,LC,0,2016,2018-1
65370433,Maroubra perserrata,Sawtooth Pipefish,LC,0,2016,2018-1
65370481,Maroubra yasudai,Orange Pipefish,DD,NA,2016,2018-1
65370522,Micrognathus brevicorpus,Short-bodied Pipefish,DD,NA,2016,2018-1
65370525,Micrognathus brevirostris,Pygmy Pipefish,LC,0,2016,2018-1
65370664,Micrognathus crinitus,Banded Pipefish,LC,0,2015,2018-1
65370734,Micrognathus erugatus,NA,DD,NA,2016,2018-1
65370744,Micrognathus micronotopterus,Tidepool Pipefish,LC,0,2016,2018-1
65370765,Micrognathus natans,Offshore Pipefish,LC,0,2016,2018-1
65371161,Minyichthys brachyrhinus,NA,DD,NA,2016,2018-1
65371194,Minyichthys myersi,Myers' Pipefish,LC,0,2016,2018-1
65371373,Mitotichthys meraculus,Western Crested Pipefish,DD,NA,2016,2018-1
65371669,Mitotichthys mollisoni,Mollison's Pipefish,LC,0,2016,2018-1
65371695,Mitotichthys semistriatus,Half-banded Pipefish,LC,0,2016,2018-1
65371889,Mitotichthys tuckeri,Tucker's Pipefish,LC,0,2016,2018-1
65372036,Nannocampus elegans,Elegant Pipefish,LC,0,2017,2018-1
65372127,Nannocampus pictus,Reef Pipefish,LC,0,2016,2018-1
65372227,Nannocampus subosseus,Bony-headed pipefish,LC,0,2016,2018-1
65372290,Nannocampus weberi,Reef-flat Pipefish,DD,NA,2016,2018-1
65372435,Notiocampus ruber,Red Pipefish,LC,0,2016,2018-1
65372543,Penetopteryx taeniocephalus,Oceanic Pipefish,LC,0,2016,2018-1
65372675,Phoxocampus belcheri,Rock pipefish,LC,0,2016,2018-1
65372732,Phoxocampus diacanthus,Obscure pipefish,LC,0,2016,2018-1
65372876,Phoxocampus tetrophthalmus,Trunk-barred pipefish,LC,0,2016,2018-1
65373278,Pseudophallus mindii,Freshwater Pipefish,DD,NA,2016,2018-1
65373357,Pseudophallus starksii,Yellowbelly pipefish,LC,0,2016,2018-1
65373532,Pugnaso curtirostris,Pug-nosed pipefish,LC,0,2016,2018-1
65374054,Siokunichthys bentuviai,Barred Xenia-pipefish,DD,NA,2016,2018-1
65374110,Siokunichthys breviceps,Softcoral Pipefish,DD,NA,2016,2018-1
65374417,Siokunichthys herrei,Spotted Xenia-pipefish,DD,NA,2016,2018-1
65374464,Siokunichthys southwelli,Southwell’s pipefish,DD,NA,2016,2018-1
65374540,Siokunichthys striatus,New Caledonian Soft-coral Pipefish,DD,NA,2016,2018-1
65374622,Syngnathus californiensis,Kelp Pipefish,LC,0,2015,2018-1
65374676,Syngnathus euchrous,Chocolate Pipefish,DD,NA,2015,2018-1
65374735,Syngnathus exilis,Barcheek Pipefish,LC,0,2015,2018-1
65374787,Syngnathus folletti,Southern Pipefish,LC,0,2016,2018-1
65374877,Syngnathus insulae,Guadalupe Pipefish,LC,0,2016,2018-1
65374916,Syngnathus leptorhynchus,Bay Pipefish,LC,0,2015,2018-1
65374952,Syngnathus macrophthalmus,Hurghada Pipefish,DD,NA,2016,2018-1
65375137,Trachyrhamphus longirostris,Long-head pipefish,LC,0,2016,2018-1
65375205,Trachyrhamphus serratus,Crested Pipefish,DD,NA,2016,2018-1
65375397,Urocampus carinirostris,Hairy Pipefish,LC,0,2016,2018-1
65375420,Urocampus nanus,Barbed Pipefish,DD,NA,2016,2018-1
65375519,Vanacampus margaritifer,Mother-of-pearl pipefish,LC,0,2016,2018-1
65375571,Vanacampus phillipi,Port Phillip Pipefish,LC,0,2016,2018-1
65375703,Vanacampus poecilolaemus,Australian Long-nosed Pipefish,LC,0,2016,2018-1
65475413,Epizoanthus univittatus,NA,DD,NA,2015,2018-1
65476067,Epizoanthus vagus,NA,DD,NA,2015,2018-1
65476258,Arachnanthus oligopodus,NA,DD,NA,2015,2018-1
67851665,Saurida flamma,Orangemouth Lizardfish,LC,0,2016,2018-1
67852269,Saurida gracilis,Gracile Lizardfish,LC,0,2016,2018-1
67852930,Saurida nebulosa,Clouded Lizardfish,LC,0,2016,2018-1
67853143,Synodus binotatus,Two-spot Lizard Fish,LC,0,2016,2018-1
67853294,Synodus capricornis,Capricorn Lizardfish,LC,0,2016,2018-1
67853390,Synodus dermatogenys,Sand Lizardfish,LC,0,2016,2018-1
67853408,Synodus doaki,Arrowtooth Lizardfish,LC,0,2016,2018-1
67853416,Synodus falcatus,NA,LC,0,2016,2018-1
67853432,Synodus hoshinonis,Blackear Lizardfish,LC,0,2016,2018-1
67853451,Synodus jaculum,Lighthouse Lizardfish,LC,0,2016,2018-1
67853562,Synodus kaianus,Gunther's Lizard Fish,LC,0,2016,2018-1
67854163,Synodus lobeli,Lobel's Lizardfish,LC,0,2016,2018-1
67854712,Synodus macrocephalus,NA,LC,0,2016,2018-1
67855065,Synodus mundyi,NA,DD,NA,2016,2018-1
67855363,Synodus oculeus,Large-eye Lizardfish,LC,0,2016,2018-1
67855886,Synodus pylei,NA,DD,NA,2016,2018-1
67855905,Synodus rubromarmoratus,Redmarbled Lizardfish,LC,0,2016,2018-1
67855917,Synodus similis,Lavender Lizardfish,LC,0,2016,2018-1
67855975,Synodus tectus,Tectus Lizardfish,LC,0,2016,2018-1
67856047,Synodus ulae,Red Lizard Fish,LC,0,2016,2018-1
67856062,Synodus usitatus,NA,LC,0,2016,2018-1
67856085,Synodus variegatus,Variegated Lizardfish,LC,0,2016,2018-1
67869125,Myripristis adusta,Shadowfin Soldierfish,LC,0,2016,2018-1
67869551,Myripristis amaena,Brick Soldierfish,LC,0,2016,2018-1
67869566,Myripristis berndti,Blotcheye Soldierfish,LC,0,2016,2018-1
67869953,Myripristis botche,Blacktip Soldierfish,LC,0,2016,2018-1
