iucn_sid,pop_trend,year,old_cat,cat_txt,param_id,api_error,cat_ts,cat_score,cat_ts_score,trend_score
20675416,unknown,2015,LC,Least Concern,NA,NA,LC,0,0,NA
20681005,decreasing,2016,EN,Endangered,NA,NA,EN,0.6,0.6,-0.5
20694242,stable,2016,LC,Least Concern,NA,NA,LC,0,0,0
20694280,stable,2016,LC,Least Concern,NA,NA,LC,0,0,0
20694343,stable,2016,LC,Least Concern,NA,NA,LC,0,0,0
20724,unknown,1996,VU,Vulnerable,NA,NA,VU,0.4,0.4,NA
20724,unknown,2015,LC,Least Concern,NA,NA,LC,0,0,NA
20729,unknown,1996,LR/cd,Lower Risk/conservation dependent,NA,NA,VU,0.4,0.4,NA
20729,unknown,2008,LC,Least Concern,NA,NA,LC,0,0,NA
20729,unknown,2012,LC,Least Concern,NA,NA,LC,0,0,NA
20731,unknown,1996,LR/cd,Lower Risk/conservation dependent,NA,NA,VU,0.4,0.4,NA
20731,unknown,2008,LC,Least Concern,NA,NA,LC,0,0,NA
20733,unknown,1996,LR/cd,Lower Risk/conservation dependent,NA,NA,VU,0.4,0.4,NA
20738,unknown,2008,LC,Least Concern,NA,NA,LC,0,0,NA
20738,unknown,2012,LC,Least Concern,NA,NA,LC,0,0,NA
20745,NA,2008,EW,Extinct in the Wild,NA,NA,EX,1,1,NA
20795,unknown,1996,CR,Critically Endangered,NA,NA,CR,0.8,0.8,NA
20795,unknown,2004,CR,Critically Endangered,NA,NA,CR,0.8,0.8,NA
20860,unknown,1996,LR/lc,Lower Risk/least concern,NA,NA,LC,0,0,NA
20860,unknown,2008,LC,Least Concern,NA,NA,LC,0,0,NA
20862,unknown,2008,LC,Least Concern,NA,NA,LC,0,0,NA
20862,unknown,2011,LC,Least Concern,NA,NA,LC,0,0,NA
20885884,unknown,2015,LC,Least Concern,NA,NA,LC,0,0,NA
20885891,stable,2015,LC,Least Concern,NA,NA,LC,0,0,0
20885921,unknown,2015,LC,Least Concern,NA,NA,LC,0,0,NA
20885933,unknown,2015,LC,Least Concern,NA,NA,LC,0,0,NA
21101200,unknown,2015,LC,Least Concern,NA,NA,LC,0,0,NA
21101322,unknown,2015,LC,Least Concern,NA,NA,LC,0,0,NA
21103888,unknown,2015,LC,Least Concern,NA,NA,LC,0,0,NA
21104612,unknown,2015,LC,Least Concern,NA,NA,LC,0,0,NA
21108245,unknown,2015,LC,Least Concern,NA,NA,LC,0,0,NA
21110056,unknown,2015,LC,Least Concern,NA,NA,LC,0,0,NA
21110117,stable,2015,LC,Least Concern,NA,NA,LC,0,0,0
21110276,unknown,2015,LC,Least Concern,NA,NA,LC,0,0,NA
21110389,unknown,2015,LC,Least Concern,NA,NA,LC,0,0,NA
21110692,unknown,2015,LC,Least Concern,NA,NA,LC,0,0,NA
21112632,unknown,2015,LC,Least Concern,NA,NA,LC,0,0,NA
21112669,unknown,2015,LC,Least Concern,NA,NA,LC,0,0,NA
21112742,unknown,2015,LC,Least Concern,NA,NA,LC,0,0,NA
21112836,unknown,2015,LC,Least Concern,NA,NA,LC,0,0,NA
21112867,unknown,2015,LC,Least Concern,NA,NA,LC,0,0,NA
21112879,unknown,2015,LC,Least Concern,NA,NA,LC,0,0,NA
21112889,unknown,2015,LC,Least Concern,NA,NA,LC,0,0,NA
21112898,unknown,2015,LC,Least Concern,NA,NA,LC,0,0,NA
21112967,unknown,2015,LC,Least Concern,NA,NA,LC,0,0,NA
21112977,unknown,2015,LC,Least Concern,NA,NA,LC,0,0,NA
21112990,unknown,2015,LC,Least Concern,NA,NA,LC,0,0,NA
21113038,stable,2015,LC,Least Concern,NA,NA,LC,0,0,0
21113041,stable,2015,LC,Least Concern,NA,NA,LC,0,0,0
21113051,stable,2015,LC,Least Concern,NA,NA,LC,0,0,0
21113090,unknown,2015,LC,Least Concern,NA,NA,LC,0,0,NA
21113095,unknown,2015,LC,Least Concern,NA,NA,LC,0,0,NA
21113098,unknown,2015,LC,Least Concern,NA,NA,LC,0,0,NA
21113110,stable,2015,LC,Least Concern,NA,NA,LC,0,0,0
21113133,unknown,2015,LC,Least Concern,NA,NA,LC,0,0,NA
21113146,unknown,2015,LC,Least Concern,NA,NA,LC,0,0,NA
21113900,unknown,2015,LC,Least Concern,NA,NA,LC,0,0,NA
21113904,unknown,2015,LC,Least Concern,NA,NA,LC,0,0,NA
21113907,unknown,2015,LC,Least Concern,NA,NA,LC,0,0,NA
21114995,unknown,2015,LC,Least Concern,NA,NA,LC,0,0,NA
21115046,unknown,2015,LC,Least Concern,NA,NA,LC,0,0,NA
21115107,unknown,2015,LC,Least Concern,NA,NA,LC,0,0,NA
21128493,unknown,2015,LC,Least Concern,NA,NA,LC,0,0,NA
21128498,unknown,2015,LC,Least Concern,NA,NA,LC,0,0,NA
21129279,unknown,2015,LC,Least Concern,NA,NA,LC,0,0,NA
2113,unknown,1996,LR/lc,Lower Risk/least concern,NA,NA,LC,0,0,NA
2113,unknown,2004,LC,Least Concern,NA,NA,LC,0,0,NA
2113,unknown,2016,LC,Least Concern,NA,NA,LC,0,0,NA
21130020,unknown,2015,VU,Vulnerable,NA,NA,VU,0.4,0.4,NA
21130060,unknown,2015,LC,Least Concern,NA,NA,LC,0,0,NA
21130109,unknown,2015,LC,Least Concern,NA,NA,LC,0,0,NA
21130112,unknown,2015,LC,Least Concern,NA,NA,LC,0,0,NA
21130133,unknown,2015,LC,Least Concern,NA,NA,LC,0,0,NA
21130147,unknown,2015,LC,Least Concern,NA,NA,LC,0,0,NA
21130156,unknown,2015,LC,Least Concern,NA,NA,LC,0,0,NA
21130171,unknown,2015,LC,Least Concern,NA,NA,LC,0,0,NA
21130177,unknown,2015,VU,Vulnerable,NA,NA,VU,0.4,0.4,NA
21130196,stable,2015,LC,Least Concern,NA,NA,LC,0,0,0
21130837,unknown,2015,LC,Least Concern,NA,NA,LC,0,0,NA
21130857,unknown,2015,LC,Least Concern,NA,NA,LC,0,0,NA
21130938,unknown,2015,LC,Least Concern,NA,NA,LC,0,0,NA
21130959,unknown,2015,LC,Least Concern,NA,NA,LC,0,0,NA
21130979,unknown,2015,LC,Least Concern,NA,NA,LC,0,0,NA
21131347,stable,2015,LC,Least Concern,NA,NA,LC,0,0,0
21131356,stable,2015,LC,Least Concern,NA,NA,LC,0,0,0
21131962,unknown,2015,VU,Vulnerable,NA,NA,VU,0.4,0.4,NA
21132053,unknown,2014,LC,Least Concern,NA,NA,LC,0,0,NA
21132133,unknown,2015,LC,Least Concern,NA,NA,LC,0,0,NA
21132290,unknown,2015,LC,Least Concern,NA,NA,LC,0,0,NA
21132305,unknown,2015,LC,Least Concern,NA,NA,LC,0,0,NA
21132319,unknown,2015,NT,Near Threatened,NA,NA,NT,0.2,0.2,NA
21132344,decreasing,2015,VU,Vulnerable,NA,NA,VU,0.4,0.4,-0.5
21132355,stable,2015,LC,Least Concern,NA,NA,LC,0,0,0
21132418,decreasing,2015,LC,Least Concern,NA,NA,LC,0,0,-0.5
21132575,unknown,2015,LC,Least Concern,NA,NA,LC,0,0,NA
21132618,unknown,2015,LC,Least Concern,NA,NA,LC,0,0,NA
21132622,unknown,2015,LC,Least Concern,NA,NA,LC,0,0,NA
21132654,unknown,2015,LC,Least Concern,NA,NA,LC,0,0,NA
21132659,unknown,2015,LC,Least Concern,NA,NA,LC,0,0,NA
21132665,unknown,2015,LC,Least Concern,NA,NA,LC,0,0,NA
21132668,unknown,2015,LC,Least Concern,NA,NA,LC,0,0,NA
21132672,unknown,2015,LC,Least Concern,NA,NA,LC,0,0,NA
21132679,unknown,2015,LC,Least Concern,NA,NA,LC,0,0,NA
21132707,unknown,2015,LC,Least Concern,NA,NA,LC,0,0,NA
21132710,unknown,2015,LC,Least Concern,NA,NA,LC,0,0,NA
21132724,unknown,2015,LC,Least Concern,NA,NA,LC,0,0,NA
21132774,unknown,2015,LC,Least Concern,NA,NA,LC,0,0,NA
21132808,unknown,2015,LC,Least Concern,NA,NA,LC,0,0,NA
21132819,unknown,2015,LC,Least Concern,NA,NA,LC,0,0,NA
21132822,unknown,2015,LC,Least Concern,NA,NA,LC,0,0,NA
21132825,unknown,2015,LC,Least Concern,NA,NA,LC,0,0,NA
21132828,stable,2015,LC,Least Concern,NA,NA,LC,0,0,0
21132839,unknown,2015,LC,Least Concern,NA,NA,LC,0,0,NA
21132848,unknown,2015,LC,Least Concern,NA,NA,LC,0,0,NA
21132856,stable,2015,LC,Least Concern,NA,NA,LC,0,0,0
21132859,unknown,2015,LC,Least Concern,NA,NA,LC,0,0,NA
21132879,unknown,2015,LC,Least Concern,NA,NA,LC,0,0,NA
21132882,unknown,2015,LC,Least Concern,NA,NA,LC,0,0,NA
21132898,unknown,2015,LC,Least Concern,NA,NA,LC,0,0,NA
21132901,unknown,2015,LC,Least Concern,NA,NA,LC,0,0,NA
21132906,unknown,2015,LC,Least Concern,NA,NA,LC,0,0,NA
21132910,unknown,2015,LC,Least Concern,NA,NA,LC,0,0,NA
21132914,unknown,2015,LC,Least Concern,NA,NA,LC,0,0,NA
21132928,unknown,2015,LC,Least Concern,NA,NA,LC,0,0,NA
21132935,unknown,2015,LC,Least Concern,NA,NA,LC,0,0,NA
21132953,unknown,2015,LC,Least Concern,NA,NA,LC,0,0,NA
21132963,unknown,2015,LC,Least Concern,NA,NA,LC,0,0,NA
21132976,unknown,2015,LC,Least Concern,NA,NA,LC,0,0,NA
21132979,unknown,2015,LC,Least Concern,NA,NA,LC,0,0,NA
21132986,unknown,2015,LC,Least Concern,NA,NA,LC,0,0,NA
21132989,unknown,2015,LC,Least Concern,NA,NA,LC,0,0,NA
21133003,unknown,2015,LC,Least Concern,NA,NA,LC,0,0,NA
21133013,unknown,2015,LC,Least Concern,NA,NA,LC,0,0,NA
21133018,unknown,2015,LC,Least Concern,NA,NA,LC,0,0,NA
21133028,unknown,2015,LC,Least Concern,NA,NA,LC,0,0,NA
21133032,unknown,2015,LC,Least Concern,NA,NA,LC,0,0,NA
21133050,unknown,2015,LC,Least Concern,NA,NA,LC,0,0,NA
21133058,unknown,2015,LC,Least Concern,NA,NA,LC,0,0,NA
21133064,unknown,2015,LC,Least Concern,NA,NA,LC,0,0,NA
21133067,unknown,2015,LC,Least Concern,NA,NA,LC,0,0,NA
21133091,unknown,2015,LC,Least Concern,NA,NA,LC,0,0,NA
21133108,unknown,2015,LC,Least Concern,NA,NA,LC,0,0,NA
21133116,unknown,2015,LC,Least Concern,NA,NA,LC,0,0,NA
21133121,unknown,2015,LC,Least Concern,NA,NA,LC,0,0,NA
21133131,unknown,2015,LC,Least Concern,NA,NA,LC,0,0,NA
21133167,unknown,2015,LC,Least Concern,NA,NA,LC,0,0,NA
21133172,unknown,2015,LC,Least Concern,NA,NA,LC,0,0,NA
21133172,unknown,2017,LC,Least Concern,NA,NA,LC,0,0,NA
21133190,unknown,2015,LC,Least Concern,NA,NA,LC,0,0,NA
21133195,stable,2015,LC,Least Concern,NA,NA,LC,0,0,0
21133207,stable,2015,LC,Least Concern,NA,NA,LC,0,0,0
21257,unknown,2008,LC,Least Concern,NA,NA,LC,0,0,NA
21257,unknown,2016,LC,Least Concern,NA,NA,LC,0,0,NA
21326,NA,1988,V,Vulnerable,NA,NA,VU,0.4,0.4,NA
21326,NA,1990,V,Vulnerable,NA,NA,VU,0.4,0.4,NA
21326,NA,1994,R,Rare,NA,NA,EN,0.6,0.6,NA
21326,NA,1996,LR/nt,Lower Risk/near threatened,NA,NA,NT,0.2,0.2,NA
21341,decreasing,2014,LC,Least Concern,NA,NA,LC,0,0,-0.5
21342,unknown,2014,LC,Least Concern,NA,NA,LC,0,0,NA
21343,decreasing,2014,LC,Least Concern,NA,NA,LC,0,0,-0.5
21344492,stable,2016,LC,Least Concern,NA,NA,LC,0,0,0
21344938,stable,2016,LC,Least Concern,NA,NA,LC,0,0,0
21564953,decreasing,2013,CR,Critically Endangered,NA,NA,CR,0.8,0.8,-0.5
21628,unknown,2016,LC,Least Concern,NA,NA,LC,0,0,NA
21689,unknown,1996,VU,Vulnerable,NA,NA,VU,0.4,0.4,NA
21856,decreasing,2011,NT,Near Threatened,NA,NA,NT,0.2,0.2,-0.5
21857,decreasing,1996,LR/lc,Lower Risk/least concern,NA,NA,LC,0,0,-0.5
21857,decreasing,2011,NT,Near Threatened,NA,NA,NT,0.2,0.2,-0.5
21858,decreasing,1996,CR,Critically Endangered,NA,NA,CR,0.8,0.8,-0.5
21858,decreasing,2011,CR,Critically Endangered,NA,NA,CR,0.8,0.8,-0.5
21859,decreasing,1996,VU,Vulnerable,NA,NA,VU,0.4,0.4,-0.5
21859,decreasing,2011,VU,Vulnerable,NA,NA,VU,0.4,0.4,-0.5
21860,decreasing,2011,EN,Endangered,NA,NA,EN,0.6,0.6,-0.5
21994,unknown,2014,LC,Least Concern,NA,NA,LC,0,0,NA
22003,decreasing,1986,E,Endangered,NA,NA,EN,0.6,0.6,-0.5
22003,decreasing,1988,E,Endangered,NA,NA,EN,0.6,0.6,-0.5
22003,decreasing,1990,E,Endangered,NA,NA,EN,0.6,0.6,-0.5
22003,decreasing,1994,E,Endangered,NA,NA,EN,0.6,0.6,-0.5
22003,decreasing,1996,CR,Critically Endangered,NA,NA,CR,0.8,0.8,-0.5
22003,decreasing,2010,CR,Critically Endangered,NA,NA,CR,0.8,0.8,-0.5
22102,decreasing,1982,V,Vulnerable,NA,NA,VU,0.4,0.4,-0.5
22102,decreasing,1986,V,Vulnerable,NA,NA,VU,0.4,0.4,-0.5
22102,decreasing,1988,V,Vulnerable,NA,NA,VU,0.4,0.4,-0.5
22102,decreasing,1990,V,Vulnerable,NA,NA,VU,0.4,0.4,-0.5
22102,decreasing,1994,V,Vulnerable,NA,NA,VU,0.4,0.4,-0.5
22102,decreasing,1996,VU,Vulnerable,NA,NA,VU,0.4,0.4,-0.5
22102,decreasing,2007,VU,Vulnerable,NA,NA,VU,0.4,0.4,-0.5
22102,decreasing,2008,VU,Vulnerable,NA,NA,VU,0.4,0.4,-0.5
22102,decreasing,2016,VU,Vulnerable,NA,NA,VU,0.4,0.4,-0.5
22103,decreasing,1982,V,Vulnerable,NA,NA,VU,0.4,0.4,-0.5
22103,decreasing,1986,V,Vulnerable,NA,NA,VU,0.4,0.4,-0.5
22103,decreasing,1988,V,Vulnerable,NA,NA,VU,0.4,0.4,-0.5
22103,decreasing,1990,V,Vulnerable,NA,NA,VU,0.4,0.4,-0.5
22103,decreasing,1994,V,Vulnerable,NA,NA,VU,0.4,0.4,-0.5
22103,decreasing,1996,VU,Vulnerable,NA,NA,VU,0.4,0.4,-0.5
22103,decreasing,2007,VU,Vulnerable,NA,NA,VU,0.4,0.4,-0.5
22103,decreasing,2008,VU,Vulnerable,NA,NA,VU,0.4,0.4,-0.5
22104,unknown,1986,V,Vulnerable,NA,NA,VU,0.4,0.4,NA
22104,unknown,1988,V,Vulnerable,NA,NA,VU,0.4,0.4,NA
22104,unknown,1990,V,Vulnerable,NA,NA,VU,0.4,0.4,NA
22104,unknown,1994,V,Vulnerable,NA,NA,VU,0.4,0.4,NA
22104,unknown,1996,VU,Vulnerable,NA,NA,VU,0.4,0.4,NA
22104,unknown,2006,VU,Vulnerable,NA,NA,VU,0.4,0.4,NA
22104,unknown,2008,VU,Vulnerable,NA,NA,VU,0.4,0.4,NA
22104,unknown,2015,VU,Vulnerable,NA,NA,VU,0.4,0.4,NA
22105,decreasing,1996,VU,Vulnerable,NA,NA,VU,0.4,0.4,-0.5
22105,decreasing,2007,EN,Endangered,NA,NA,EN,0.6,0.6,-0.5
22105,decreasing,2008,EN,Endangered,NA,NA,EN,0.6,0.6,-0.5
22135,NA,1996,LR/lc,Lower Risk/least concern,NA,NA,LC,0,0,NA
22136,NA,1983,V,Vulnerable,NA,NA,VU,0.4,0.4,NA
22136,NA,1986,V,Vulnerable,NA,NA,VU,0.4,0.4,NA
22136,NA,1988,V,Vulnerable,NA,NA,VU,0.4,0.4,NA
22136,NA,1990,V,Vulnerable,NA,NA,VU,0.4,0.4,NA
22136,NA,1994,V,Vulnerable,NA,NA,VU,0.4,0.4,NA
22136,NA,1996,VU,Vulnerable,NA,NA,VU,0.4,0.4,NA
22137,NA,1983,V,Vulnerable,NA,NA,VU,0.4,0.4,NA
22137,NA,1986,V,Vulnerable,NA,NA,VU,0.4,0.4,NA
22137,NA,1988,V,Vulnerable,NA,NA,VU,0.4,0.4,NA
22137,NA,1990,V,Vulnerable,NA,NA,VU,0.4,0.4,NA
22137,NA,1994,V,Vulnerable,NA,NA,VU,0.4,0.4,NA
22137,NA,1996,VU,Vulnerable,NA,NA,VU,0.4,0.4,NA
22138,NA,1996,LR/cd,Lower Risk/conservation dependent,NA,NA,VU,0.4,0.4,NA
22140,NA,1996,LR/cd,Lower Risk/conservation dependent,NA,NA,VU,0.4,0.4,NA
22147,NA,1996,EX,Extinct,NA,NA,EX,1,1,NA
22147,NA,2014,EX,Extinct,NA,NA,EX,1,1,NA
222,decreasing,1986,V,Vulnerable,NA,NA,VU,0.4,0.4,-0.5
222,decreasing,1988,V,Vulnerable,NA,NA,VU,0.4,0.4,-0.5
222,decreasing,1990,V,Vulnerable,NA,NA,VU,0.4,0.4,-0.5
222,decreasing,1994,V,Vulnerable,NA,NA,VU,0.4,0.4,-0.5
222,decreasing,1996,VU,Vulnerable,NA,NA,VU,0.4,0.4,-0.5
222,decreasing,2004,VU,Vulnerable,NA,NA,VU,0.4,0.4,-0.5
22383,stable,1994,V,Vulnerable,NA,NA,VU,0.4,0.4,0
22383,stable,2012,LC,Least Concern,NA,NA,LC,0,0,0
224,decreasing,1996,VU,Vulnerable,NA,NA,VU,0.4,0.4,-0.5
224,decreasing,2010,CR,Critically Endangered,NA,NA,CR,0.8,0.8,-0.5
225,decreasing,1996,EN,Endangered,NA,NA,EN,0.6,0.6,-0.5
225,decreasing,2010,CR,Critically Endangered,NA,NA,CR,0.8,0.8,-0.5
22563,unknown,2008,LC,Least Concern,NA,NA,LC,0,0,NA
22563,unknown,2012,LC,Least Concern,NA,NA,LC,0,0,NA
22678576,decreasing,1988,T,Threatened,NA,NA,EN,0.6,0.6,-0.5
22678576,decreasing,1994,VU,Vulnerable,NA,NA,VU,0.4,0.4,-0.5
22678576,decreasing,1996,VU,Vulnerable,NA,NA,VU,0.4,0.4,-0.5
22678576,decreasing,2000,VU,Vulnerable,NA,NA,VU,0.4,0.4,-0.5
22678576,decreasing,2002,EN,Endangered,NA,NA,EN,0.6,0.6,-0.5
22678576,decreasing,2004,EN,Endangered,NA,NA,EN,0.6,0.6,-0.5
22678576,decreasing,2007,EN,Endangered,NA,NA,EN,0.6,0.6,-0.5
22678576,decreasing,2008,EN,Endangered,NA,NA,EN,0.6,0.6,-0.5
22678576,decreasing,2012,EN,Endangered,NA,NA,EN,0.6,0.6,-0.5
22678576,decreasing,2013,EN,Endangered,NA,NA,EN,0.6,0.6,-0.5
22678576,decreasing,2016,EN,Endangered,NA,NA,EN,0.6,0.6,-0.5
22678588,decreasing,1988,NT,Near Threatened,NA,NA,NT,0.2,0.2,-0.5
22678588,decreasing,1994,LR/nt,Lower Risk/near threatened,NA,NA,NT,0.2,0.2,-0.5
22678588,decreasing,2000,LR/lc,Lower Risk/least concern,NA,NA,LC,0,0,-0.5
22678588,decreasing,2004,LC,Least Concern,NA,NA,LC,0,0,-0.5
22678588,decreasing,2008,LC,Least Concern,NA,NA,LC,0,0,-0.5
22678588,decreasing,2009,LC,Least Concern,NA,NA,LC,0,0,-0.5
22678588,decreasing,2012,LC,Least Concern,NA,NA,LC,0,0,-0.5
22678588,decreasing,2016,LC,Least Concern,NA,NA,LC,0,0,-0.5
22678611,decreasing,1988,LR/lc,Lower Risk/least concern,NA,NA,LC,0,0,-0.5
22678611,decreasing,1994,LR/lc,Lower Risk/least concern,NA,NA,LC,0,0,-0.5
22678611,decreasing,2000,LR/lc,Lower Risk/least concern,NA,NA,LC,0,0,-0.5
22678611,decreasing,2004,LC,Least Concern,NA,NA,LC,0,0,-0.5
22678611,decreasing,2008,LC,Least Concern,NA,NA,LC,0,0,-0.5
22678611,decreasing,2009,LC,Least Concern,NA,NA,LC,0,0,-0.5
22678611,decreasing,2012,LC,Least Concern,NA,NA,LC,0,0,-0.5
22678611,decreasing,2016,LC,Least Concern,NA,NA,LC,0,0,-0.5
22678620,decreasing,1988,T,Threatened,NA,NA,EN,0.6,0.6,-0.5
22678620,decreasing,1994,VU,Vulnerable,NA,NA,VU,0.4,0.4,-0.5
22678620,decreasing,1996,VU,Vulnerable,NA,NA,VU,0.4,0.4,-0.5
22678620,decreasing,2000,EN,Endangered,NA,NA,EN,0.6,0.6,-0.5
22678620,decreasing,2004,EN,Endangered,NA,NA,EN,0.6,0.6,-0.5
22678620,decreasing,2008,EN,Endangered,NA,NA,EN,0.6,0.6,-0.5
22678620,decreasing,2012,EN,Endangered,NA,NA,EN,0.6,0.6,-0.5
22678620,decreasing,2016,EN,Endangered,NA,NA,EN,0.6,0.6,-0.5
22678625,decreasing,1988,T,Threatened,NA,NA,EN,0.6,0.6,-0.5
22678625,decreasing,1994,EN,Endangered,NA,NA,EN,0.6,0.6,-0.5
22678625,decreasing,1996,EN,Endangered,NA,NA,EN,0.6,0.6,-0.5
22678625,decreasing,2000,CR,Critically Endangered,NA,NA,CR,0.8,0.8,-0.5
22678625,decreasing,2004,EN,Endangered,NA,NA,EN,0.6,0.6,-0.5
22678625,decreasing,2008,EN,Endangered,NA,NA,EN,0.6,0.6,-0.5
22678625,decreasing,2012,EN,Endangered,NA,NA,EN,0.6,0.6,-0.5
22678625,decreasing,2016,EN,Endangered,NA,NA,EN,0.6,0.6,-0.5
22678625,decreasing,2017,EN,Endangered,NA,NA,EN,0.6,0.6,-0.5
22678632,decreasing,1988,T,Threatened,NA,NA,EN,0.6,0.6,-0.5
22678632,decreasing,1994,VU,Vulnerable,NA,NA,VU,0.4,0.4,-0.5
22678632,decreasing,1996,VU,Vulnerable,NA,NA,VU,0.4,0.4,-0.5
22678632,decreasing,2000,VU,Vulnerable,NA,NA,VU,0.4,0.4,-0.5
22678632,decreasing,2004,VU,Vulnerable,NA,NA,VU,0.4,0.4,-0.5
22678632,decreasing,2008,VU,Vulnerable,NA,NA,VU,0.4,0.4,-0.5
22678632,decreasing,2012,VU,Vulnerable,NA,NA,VU,0.4,0.4,-0.5
22678632,decreasing,2016,VU,Vulnerable,NA,NA,VU,0.4,0.4,-0.5
22679753,decreasing,1988,LR/lc,Lower Risk/least concern,NA,NA,LC,0,0,-0.5
22679753,decreasing,1994,LR/lc,Lower Risk/least concern,NA,NA,LC,0,0,-0.5
22679753,decreasing,2000,LR/lc,Lower Risk/least concern,NA,NA,LC,0,0,-0.5
22679753,decreasing,2004,LC,Least Concern,NA,NA,LC,0,0,-0.5
22679753,decreasing,2008,LC,Least Concern,NA,NA,LC,0,0,-0.5
22679753,decreasing,2009,LC,Least Concern,NA,NA,LC,0,0,-0.5
22679753,decreasing,2012,LC,Least Concern,NA,NA,LC,0,0,-0.5
22679753,decreasing,2016,LC,Least Concern,NA,NA,LC,0,0,-0.5
22679758,decreasing,1988,LR/lc,Lower Risk/least concern,NA,NA,LC,0,0,-0.5
22679758,decreasing,1994,LR/lc,Lower Risk/least concern,NA,NA,LC,0,0,-0.5
22679758,decreasing,2000,LR/lc,Lower Risk/least concern,NA,NA,LC,0,0,-0.5
22679758,decreasing,2004,LC,Least Concern,NA,NA,LC,0,0,-0.5
22679758,decreasing,2008,LC,Least Concern,NA,NA,LC,0,0,-0.5
22679758,decreasing,2009,LC,Least Concern,NA,NA,LC,0,0,-0.5
22679758,decreasing,2012,LC,Least Concern,NA,NA,LC,0,0,-0.5
22679758,decreasing,2016,LC,Least Concern,NA,NA,LC,0,0,-0.5
22679770,increasing,1988,T,Threatened,NA,NA,EN,0.6,0.6,0.5
22679770,increasing,1994,VU,Vulnerable,NA,NA,VU,0.4,0.4,0.5
22679770,increasing,1996,VU,Vulnerable,NA,NA,VU,0.4,0.4,0.5
22679770,increasing,2000,VU,Vulnerable,NA,NA,VU,0.4,0.4,0.5
22679770,increasing,2004,VU,Vulnerable,NA,NA,VU,0.4,0.4,0.5
22679770,increasing,2006,VU,Vulnerable,NA,NA,VU,0.4,0.4,0.5
22679770,increasing,2008,VU,Vulnerable,NA,NA,VU,0.4,0.4,0.5
22679770,increasing,2012,VU,Vulnerable,NA,NA,VU,0.4,0.4,0.5
22679770,increasing,2013,VU,Vulnerable,NA,NA,VU,0.4,0.4,0.5
22679770,increasing,2016,VU,Vulnerable,NA,NA,VU,0.4,0.4,0.5
22679814,decreasing,1988,T,Threatened,NA,NA,EN,0.6,0.6,-0.5
22679814,decreasing,1994,VU,Vulnerable,NA,NA,VU,0.4,0.4,-0.5
22679814,decreasing,1996,VU,Vulnerable,NA,NA,VU,0.4,0.4,-0.5
22679814,decreasing,2000,EN,Endangered,NA,NA,EN,0.6,0.6,-0.5
22679814,decreasing,2004,EN,Endangered,NA,NA,EN,0.6,0.6,-0.5
22679814,decreasing,2006,EN,Endangered,NA,NA,EN,0.6,0.6,-0.5
22679814,decreasing,2008,EN,Endangered,NA,NA,EN,0.6,0.6,-0.5
22679814,decreasing,2012,EN,Endangered,NA,NA,EN,0.6,0.6,-0.5
22679814,decreasing,2016,EN,Endangered,NA,NA,EN,0.6,0.6,-0.5
22679814,decreasing,2017,EN,Endangered,NA,NA,EN,0.6,0.6,-0.5
22679830,decreasing,1988,LR/lc,Lower Risk/least concern,NA,NA,LC,0,0,-0.5
22679830,decreasing,1994,LR/lc,Lower Risk/least concern,NA,NA,LC,0,0,-0.5
22679830,decreasing,2000,LR/lc,Lower Risk/least concern,NA,NA,LC,0,0,-0.5
22679830,decreasing,2004,LC,Least Concern,NA,NA,LC,0,0,-0.5
22679830,decreasing,2008,LC,Least Concern,NA,NA,LC,0,0,-0.5
22679830,decreasing,2009,LC,Least Concern,NA,NA,LC,0,0,-0.5
22679830,decreasing,2012,LC,Least Concern,NA,NA,LC,0,0,-0.5
22679830,decreasing,2016,LC,Least Concern,NA,NA,LC,0,0,-0.5
22679836,stable,1988,T,Threatened,NA,NA,EN,0.6,0.6,0
22679836,stable,1994,VU,Vulnerable,NA,NA,VU,0.4,0.4,0
22679836,stable,1996,VU,Vulnerable,NA,NA,VU,0.4,0.4,0
22679836,stable,2000,LR/lc,Lower Risk/least concern,NA,NA,LC,0,0,0
22679836,stable,2004,LC,Least Concern,NA,NA,LC,0,0,0
22679836,stable,2008,LC,Least Concern,NA,NA,LC,0,0,0
22679836,stable,2009,LC,Least Concern,NA,NA,LC,0,0,0
22679836,stable,2012,LC,Least Concern,NA,NA,LC,0,0,0
22679836,stable,2016,LC,Least Concern,NA,NA,LC,0,0,0
22679839,increasing,1988,LR/lc,Lower Risk/least concern,NA,NA,LC,0,0,0.5
22679839,increasing,1994,LR/lc,Lower Risk/least concern,NA,NA,LC,0,0,0.5
22679839,increasing,2000,LR/lc,Lower Risk/least concern,NA,NA,LC,0,0,0.5
22679839,increasing,2004,LC,Least Concern,NA,NA,LC,0,0,0.5
22679839,increasing,2008,LC,Least Concern,NA,NA,LC,0,0,0.5
22679839,increasing,2009,LC,Least Concern,NA,NA,LC,0,0,0.5
22679839,increasing,2012,LC,Least Concern,NA,NA,LC,0,0,0.5
22679839,increasing,2016,LC,Least Concern,NA,NA,LC,0,0,0.5
22679843,stable,1988,LR/lc,Lower Risk/least concern,NA,NA,LC,0,0,0
22679843,stable,1994,LR/lc,Lower Risk/least concern,NA,NA,LC,0,0,0
22679843,stable,2000,LR/lc,Lower Risk/least concern,NA,NA,LC,0,0,0
22679843,stable,2004,LC,Least Concern,NA,NA,LC,0,0,0
22679843,stable,2008,LC,Least Concern,NA,NA,LC,0,0,0
