iucn_sid,sciname_api,category
22697008,Ardea melanocephala,LC
22697012,Ardea humbloti,EN
22697017,Ardea goliath,LC
22697028,Ardea sumatrana,LC
22697031,Ardea purpurea,LC
22697037,Egretta picata,LC
22697043,Ardea alba,LC
22697123,Ardeola ralloides,LC
22697128,Ardeola grayii,LC
22697133,Ardeola bacchus,LC
22697143,Ardeola idae,EN
22697203,Nyctanassa violacea,LC
22697211,Nycticorax nycticorax,LC
22697219,Nycticorax caledonicus,LC
22697314,Ixobrychus exilis,LC
22697334,Ixobrychus flavicollis,LC
22697353,Botaurus poiciloptilus,EN
22697360,Phoenicopterus roseus,LC
22697365,Phoenicopterus chilensis,NT
22697369,Phoeniconaias minor,NT
22697510,Threskiornis aethiopicus,LC
22697516,Threskiornis melanocephalus,NT
22697519,Threskiornis moluccus,LC
22697555,Platalea leucorodia,LC
22697561,Platalea regia,LC
22697564,Platalea alba,LC
22697568,Platalea minor,EN
22697590,Pelecanus onocrotalus,LC
22697595,Pelecanus rufescens,LC
22697599,Pelecanus crispus,NT
22697608,Pelecanus conspicillatus,LC
22697611,Pelecanus erythrorhynchos,LC
22697619,Pelecanus thagus,NT
22697641,Vultur gryphus,NT
22697648,Mycteria americana,LC
22697654,Mycteria ibis,LC
22697702,Ephippiorhynchus asiaticus,NT
22697713,Leptoptilos javanicus,VU
22697724,Fregata magnificens,LC
22697728,Fregata aquila,VU
22697733,Fregata minor,LC
22697738,Fregata ariel,LC
22697742,Fregata andrewsi,CR
22697748,Aptenodytes patagonicus,LC
22697752,Aptenodytes forsteri,NT
22697755,Pygoscelis papua,LC
22697758,Pygoscelis adeliae,LC
22697761,Pygoscelis antarcticus,LC
22697776,Eudyptes pachyrhynchus,VU
22697782,Eudyptes robustus,VU
22697789,Eudyptes sclateri,EN
22697793,Eudyptes chrysolophus,VU
22697797,Eudyptes schlegeli,NT
22697800,Megadyptes antipodes,EN
22697805,Eudyptula minor,LC
22697810,Spheniscus demersus,EN
22697817,Spheniscus humboldti,VU
22697822,Spheniscus magellanicus,NT
22697825,Spheniscus mendiculus,EN
22697829,Gavia stellata,LC
22697834,Gavia arctica,LC
22697839,Gavia pacifica,LC
22697842,Gavia immer,LC
22697847,Gavia adamsii,NT
22697852,Macronectes giganteus,LC
22697859,Macronectes halli,LC
22697866,Fulmarus glacialis,LC
22697870,Fulmarus glacialoides,LC
22697875,Thalassoica antarctica,LC
22697879,Daption capense,LC
22697885,Pagodroma nivea,LC
22697888,Aphrodroma brevirostris,LC
22697896,Pseudobulweria aterrima,CR
22697913,Pseudobulweria becki,CR
22697925,Pseudobulweria rostrata,NT
22697935,Pseudobulweria macgillivrayi,CR
22697949,Pterodroma axillaris,VU
22697954,Pterodroma nigripennis,LC
22697957,Pterodroma cervicalis,VU
22697963,Pterodroma inexpectata,NT
22697967,Pterodroma hypoleuca,LC
22697970,Pterodroma leucoptera,VU
22697975,Pterodroma cookii,VU
22697984,Pterodroma pycrofti,VU
22697987,Pterodroma brevipes,VU
22697990,Pterodroma defilippiana,VU
22697997,Pterodroma longirostris,VU
22698001,Pterodroma alba,EN
22698005,Pterodroma arminjoniana,VU
22698012,Pterodroma heraldica,LC
22698017,Pterodroma sandwichensis,VU
22698020,Pterodroma phaeopygia,CR
22698027,Pterodroma neglecta,LC
22698030,Pterodroma externa,VU
22698035,Pterodroma baraui,EN
22698039,Pterodroma ultima,NT
22698042,Pterodroma solandri,VU
22698049,Pterodroma magentae,CR
22698055,Pterodroma lessonii,LC
22698062,Pterodroma madeira,EN
22698080,Pterodroma mollis,LC
22698084,Pterodroma incerta,EN
22698088,Pterodroma cahow,EN
22698092,Pterodroma hasitata,EN
22698097,Pterodroma caribbaea,CR
22698102,Halobaena caerulea,LC
22698106,Pachyptila vittata,LC
22698114,Pachyptila desolata,LC
22698119,Pachyptila belcheri,LC
22698124,Pachyptila turtur,LC
22698128,Pachyptila crassirostris,LC
22698132,Bulweria bulwerii,LC
22698136,Bulweria fallax,NT
22698140,Procellaria aequinoctialis,VU
22698150,Procellaria parkinsoni,VU
22698155,Procellaria westlandica,EN
22698159,Procellaria cinerea,NT
22698172,Calonectris leucomelas,NT
22698175,Ardenna pacifica,LC
22698182,Ardenna bulleri,VU
22698188,Ardenna carneipes,NT
22698195,Ardenna creatopus,VU
22698201,Ardenna gravis,LC
22698209,Ardenna grisea,NT
22698216,Ardenna tenuirostris,LC
22698222,Puffinus nativitatis,LC
22698226,Puffinus puffinus,LC
22698230,Puffinus yelkouan,VU
22698235,Puffinus auricularis,CR
22698240,Puffinus newelli,EN
22698246,Puffinus opisthomelas,NT
22698249,Puffinus gavia,LC
22698252,Puffinus huttoni,EN
22698267,Puffinus persicus,LC
22698272,Puffinus bannermani,EN
22698277,Puffinus heinrothi,VU
22698280,Pelecanoides garnotii,EN
22698288,Pelecanoides magellani,LC
22698293,Pelecanoides georgicus,LC
22698300,Pelecanoides urinatrix,LC
22698305,Diomedea exulans,VU
22698310,Diomedea amsterdamensis,CR
22698314,Diomedea epomophora,VU
22698320,Phoebastria irrorata,CR
22698335,Phoebastria albatrus,VU
22698350,Phoebastria nigripes,NT
22698365,Phoebastria immutabilis,NT
22698375,Thalassarche melanophris,LC
22698388,Thalassarche salvini,VU
22698393,Thalassarche eremita,VU
22698398,Thalassarche chrysostoma,EN
22698425,Thalassarche chlororhynchos,EN
22698431,Phoebetria fusca,EN
22698436,Oceanites oceanicus,LC
22698442,Oceanites gracilis,DD
22698448,Phoebetria palpebrata,NT
22698453,Pelagodroma marina,LC
22698459,Fregetta tropica,LC
22698465,Fregetta grallaria,LC
22698471,Nesofregetta fuliginosa,EN
22698477,Hydrobates pelagicus,LC
22698485,Hydrobates microsoma,LC
22698496,Hydrobates tethys,LC
22698511,Hydrobates leucorhous,VU
22698520,Hydrobates monorhis,NT
22698530,Hydrobates macrodactylus,CR
22698535,Hydrobates tristrami,NT
22698543,Hydrobates markhami,DD
22698548,Hydrobates matsudairae,VU
22698557,Hydrobates melania,LC
22698562,Hydrobates homochroa,EN
22698567,Hydrobates hornbyi,DD
22698572,Hydrobates furcatus,LC
22700142,Muscisaxicola maclovianus,LC
22700321,Machetornis rixosa,LC
22702103,Cinclodes taczanowskii,LC
22702107,Cinclodes nigrofumosus,LC
22704484,Epthianura albifrons,LC
22704600,Calamanthus fuliginosus,LC
22704604,Calamanthus pyrrhopygius,LC
22705499,Pachycephala melanura,LC
22705916,Pyrrhocorax pyrrhocorax,LC
22705986,Corvus caurinus,LC
22705993,Corvus ossifragus,LC
22705999,Corvus sinaloae,LC
22706016,Corvus corone,LC
22706033,Corvus coronoides,LC
22708541,Turdus eremita,NT
22709707,Cyanecula svecica,LC
22710333,Oenanthe isabellina,LC
22710886,Sturnus vulgaris,LC
22711374,Cistothorus palustris,LC
22712065,Tachycineta albiventer,LC
22712077,Tachycineta thalassina,LC
22712198,Phedina borbonica,LC
22712266,Hirundo aethiopica,LC
22713491,Cisticola juncidis,LC
22713519,Cisticola textrix,LC
22713615,Prinia inornata,LC
22715501,Poodytes gramineus,LC
22716364,Argya squamiceps,LC
22716971,Sylvia mystacea,LC
22716976,Sylvia conspicillata,LC
22716984,Sylvia undata,NT
22717336,Alaudala raytal,LC
22717383,Galerida cristata,LC
22717424,Alauda gulgula,LC
22717428,Alauda razae,CR
22717434,Eremophila alpestris,LC
22717629,Anthreptes gabonicus,LC
22718187,Passer castanopterus,LC
22718348,Motacilla alba,LC
22718371,Motacilla capensis,LC
22718375,Motacilla flaviventris,LC
22718379,Motacilla citreola,LC
22718414,Macronyx capensis,LC
22718556,Anthus pratensis,NT
22718560,Anthus cervinus,LC
22718567,Anthus petrosus,LC
22718575,Anthus rubescens,LC
22718588,Anthus antarcticus,NT
22718770,Ploceus pelzelni,LC
22720722,Telespiza ultima,CR
22721016,Emberiza yessoensis,NT
22721033,Calcarius lapponicus,LC
22721046,Plectrophenax hyperboreus,LC
22721058,Melospiza melodia,LC
22721115,Passerculus rostratus,LC
22721123,Ammospiza maritima,LC
22721129,Ammospiza caudacuta,EN
22721836,Geothlypis trichas,LC
22724178,Agelasticus thilius,LC
22724271,Curaeus curaeus,LC
22724323,Quiscalus niger,LC
22724326,Quiscalus lugubris,LC
22724332,Euphagus cyanocephalus,LC
22724836,Melanitta fusca,VU
22724845,Melanitta stejnegeri,LC
22724879,Melanitta nigra,LC
22725033,Charadrius nivosus,NT
22725660,Eurostopodus mystacalis,LC
22725672,Eurostopodus nigripennis,VU
22725846,Halcyon smyrnensis,LC
22725856,Halcyon gularis,LC
22727255,Ciconia episcopus,VU
22727265,Ciconia microscelis,LC
22727471,Charadrius tricollaris,LC
22727481,Charadrius bifrontatus,LC
22727487,Charadrius alexandrinus,LC
22727668,Ardea intermedia,LC
22727677,Ardea brachyrhyncha,LC
22727683,Ardea plumifera,LC
22727746,Procelsterna cerulea,LC
22727750,Oxyura jamaicensis,LC
22727757,Oxyura ferruginea,LC
22727969,Himantopus himantopus,LC
22728011,Pterodroma feae,NT
22728182,Butorides striata,LC
22728303,Anas chlorotis,NT
22728318,Diomedea antipodensis,EN
22728323,Diomedea sanfordi,EN
22728328,Thalassarche bulleri,NT
22728349,Thalassarche impavida,VU
22728364,Diomedea dabbenena,CR
22728372,Thalassarche carteri,EN
22728393,Ammospiza nelsoni,LC
22728432,Puffinus mauretanicus,CR
22728437,Procellaria conspicillata,VU
22728442,Pterodroma atrata,EN
22728596,Lonchura fuscata,NT
22728621,Esacus magnirostris,NT
22728800,Pterodroma rupinarum,EX
22728804,Bulweria bifax,EX
22728808,Fregetta maoriana,CR
22728950,Phalacrocorax pelagicus,LC
22728990,Sula granti,LC
22728995,Larus thayeri,LC
22729000,Brachyramphus perdix,NT
22729148,Garrodia nereis,LC
22729421,Calonectris edwardsii,NT
22729604,Thalassarche cauta,NT
22729609,Thalassarche steadi,NT
22729686,Phalacrocorax atriceps,LC
22729692,Egretta gularis,LC
22729867,Gallinago delicata,LC
22731577,Rallus obsoletus,NT
22731855,Threskiornis bernieri,EN
22731986,Progne modesta,EN
22732244,Calonectris borealis,LC
22732425,Melanitta americana,NT
22733462,Haematopus ostralegus,NT
22733705,Procelsterna albivitta,LC
22733821,Tachycineta albilinea,LC
22733979,Puffinus subalaris,LC
22733989,Pelecanus occidentalis,LC
22734070,Puffinus bailloni,LC
22734194,Melanitta deglandi,LC
22734408,Eudyptes moseleyi,EN
22734972,Milvus migrans,LC
22735250,Eudyptes chrysocome,VU
22735514,Buteogallus anthracinus,LC
22735615,Charadrius dealbatus,DD
22735624,Hydrobates monteiroi,VU
22735692,Rostratula australis,EN
22735803,Hydrobates castro,LC
22735810,Rostratula benghalensis,LC
22735929,Larus cachinnans,LC
22736135,Pterodroma deserta,VU
22736173,Sula dactylatra,LC
22736215,Cinclodes fuscus,LC
42483559,Cryptoblepharus richardsi,DD
42830204,Synagrops japonicus,LC
42830213,Himantolophus crinitus,LC
42830236,Himantolophus paucifilosus,LC
42830239,Melanocetus murrayi,LC
42830242,Liza bandialensis,DD
42830251,Chaenophryne ramifera,LC
42830260,Dolopichthys allector,LC
42830277,Microlophichthys microlophus,LC
42830286,Photocorynus spiniceps,LC
42830291,Hoplostethus vniro,DD
42874318,Sphyraena intermedia,DD
44392335,Phippsia algida,LC
44392784,Dendrobium hornei,DD
44392837,Puccinellia ciliata,DD
44393582,Puccinellia raroflorens,CR
44977744,Acontias lineicauda,LC
45048812,Pterodroma macroptera,LC
45048990,Pterodroma gouldi,LC
45061132,Calonectris diomedea,LC
45354718,Puffinus bryani,CR
45354823,Oceanites pincoyae,DD
45354964,Falco peregrinus,LC
45959011,Puffinus assimilis,LC
45959182,Puffinus lherminieri,LC
45959186,Puffinus elegans,LC
46074027,Saurida tumbil,LC
46075152,Anodontostoma chacunda,LC
46075167,Herklotsichthys lossei,LC
46075186,Nematalosa resticularia,DD
46075209,Nematalosa persara,DD
46075224,Opisthopterus tardoore,LC
46075359,Ilisha compressa,LC
46075376,Ilisha sirishai,DD
46080857,Carangoides bajad,LC
46081534,Uraspis uraspis,LC
46081926,Gerres longirostris,LC
46083881,Coryogalops monospilus,DD
46085237,Taenioides kentalleni,DD
46086162,Kyphosus cinerascens,LC
46086190,Kyphosus vaigiensis,LC
46086355,Gunnellichthys viridescens,LC
46086532,Parupeneus heptacanthus,LC
46086601,Parupeneus macronemus,LC
46086703,Upeneus sundaicus,LC
46086775,Upeneus tragula,LC
46087000,Nemipterus peronii,LC
46087798,Polydactylus persicus,LC
46087813,Priacanthus blochii,LC
46087863,Priacanthus hamrur,LC
46087917,Priacanthus tayenus,LC
46088346,Siganus canaliculatus,LC
46088399,Siganus javus,LC
46088833,Xenisthmus balius,LC
46093091,Arnoglossus macrolophus,LC
46093134,Engyprosopon grandisquama,LC
46093150,Grammatobothus polyophthalmus,LC
46096141,Solea stanalandi,DD
46096184,Zebrias captivus,DD
46097614,Kumococius rodericensis,LC
46097625,Rogadius asper,LC
46097663,Rogadius pristiger,LC
46097767,Thysanophrys celebica,LC
46098924,Scorpaenopsis oxycephala,LC
46099940,Scorpaenopsis venosa,LC
46102529,Centriscus scutatus,LC
46102569,Acentronura tentaculata,LC
46102582,Bryx analicarens,LC
46102624,Corythoichthys haematopterus,LC
46102674,Cosmocampus investigatoris,LC
46102713,Micrognathus andersonii,LC
46102735,Trachyrhamphus bicoarctatus,LC
46102792,Paramonacanthus arabicus,LC
46103983,Gambusia rhizophorae,LC
46104895,Corvula batabana,LC
46104928,Corvula sanctaeluciae,LC
46104959,Equetus lanceolatus,LC
46105095,Equetus punctatus,LC
46105306,Larimus breviceps,LC
46105545,Menticirrhus littoralis,LC
46105847,Menticirrhus saxatilis,LC
46106057,Odontoscion dentex,LC
46106266,Paralonchurus brasiliensis,LC
46106412,Stellifer colonensis,LC
46106542,Umbrina coroides,LC
46107486,Acentronura dendritica,LC
46107620,Anarchopterus criniger,LC
46107890,Anarchopterus tectus,LC
46108119,Cosmocampus albirostris,LC
46108252,Cosmocampus brachycephalus,LC
46108938,Microphis brachyurus ssp. lineatus,DD
46109068,Syngnathus louisianae,DD
46109095,Syngnathus pelagicus,LC
46109104,Synodus macrostigmus,LC
46109137,Synodus bondi,LC
46109145,Eugerres awlae,LC
47103310,Spondylurus sloanii,CR
47113738,Lycodon semicarinatus,LC
47139816,Protammodytes sarisa,DD
47140113,Cathorops wayuu,DD
47140142,Menidia clarkhubbsi,DD
47143570,Elacatinus rubrigenis,DD
47143593,Antilligobius nikkiae,LC
47143643,Elacatinus panamensis,DD
47143653,Hyporhamphus collettei,LC
47145548,Opistognathus megalepis,LC
47145580,Opistognathus melachasme,LC
47145611,Opistognathus leprocarus,LC
47145752,Urophycis earllii,LC
47145793,Urophycis floridana,LC
47145877,Urophycis regia,LC
47146393,Ctenosciaena gracilicirrhus,LC
47147457,Cynoscion jamaicensis,LC
47147468,Cynoscion leiarchus,LC
47147556,Cynoscion microlepidotus,LC
47147574,Cynoscion nothus,LC
47147582,Cynoscion similis,LC
47147616,Cynoscion steindachneri,LC
47147660,Cynoscion virescens,LC
47147702,Isopisthus parvipinnis,LC
47147749,Larimus fasciatus,LC
47147840,Lonchurus elegans,DD
47147979,Lonchurus lanceolatus,LC
47148013,Nebris microps,LC
47148202,Ophioscion punctatissimus,LC
47148229,Pareques acuminatus,LC
47148543,Pareques umbrosus,LC
47148847,Protosciaena trewavasae,LC
47148940,Stellifer chaoi,LC
47148944,Stellifer griseus,LC
47149007,Stellifer microps,LC
47149037,Stellifer naso,LC
47149087,Stellifer rastrifer,LC
47149357,Stellifer stellifer,DD
47149427,Stellifer venezuelae,LC
47149594,Umbrina milliae,LC
47149747,Serranus maytagi,LC
47149895,Symphysanodon octoactinus,LC
47150056,Bryx dunckeri,LC
47150210,Bryx randalli,LC
47150446,Cosmocampus hildebrandi,LC
47150895,Penetopteryx nanus,LC
47153711,Syngnathus caribbaeus,LC
47153773,Syngnathus fuscus,LC
47153782,Syngnathus makaxi,DD
47153791,Syngnathus springeri,LC
47153800,Astroscopus guttatus,LC
47164926,Coccorella atlantica,LC
47165067,Diaphus luetkeni,LC
47165099,Eustomias arborifer,LC
47165104,Eustomias bibulbosus,LC
47165158,Eustomias bigelowi,LC
47165317,Eustomias longibarba,LC
47165363,Eustomias macrurus,LC
47165472,Photonectes parvimanus,LC
47165490,Photostomias goodyeari,LC
47165538,Sudis atrox,LC
47269831,Eviota dorsogilva,LC
47269908,Trimma cheni,LC
47270035,Trimma haimassum,LC
47402970,Eviota atriventris,LC
47402974,Eviota fallax,LC
47402978,Eviota jewettae,LC
47403067,Eviota pinocchioi,LC
47407717,Upeneus vanuatu,DD
47710557,Decorana drepanensis,CR
47713025,Roeseliana brunneri,NT
47728602,Hippocampus colemani,DD
47728648,Hippocampus pusillus,DD
48444454,Microlophus atacamensis,LC
48445063,Microlophus quadrivittatus,LC
49145820,Atractoscion aequidens,VU
49186649,Miracorvina angolensis,LC
49188668,Pentheroscion mbizi,NT
49217539,Pseudotolithus elongatus,LC
49217590,Pseudotolithus epipercus,LC
49217654,Pseudotolithus moorii,LC
49217798,Pseudotolithus senegalensis,EN
49217962,Pseudotolithus senegallus,VU
49218074,Pseudotolithus typus,LC
49218151,Pteroscion peli,LC
49218712,Umbrina steindachneri,DD
49829652,Pristigaster cayana,LC
49911704,Trisopterus capelanus,LC
50009374,Ameiva alboguttata,LC
50009685,Pholidoscelis atratus,CR
50009857,Pholidoscelis plei,LC
50011071,Maasella edwardsi,DD
50012470,Paramuricea macrospina,DD
50012660,Spinimuricea klavereni,DD
50016125,Crassophyllum thessalonicae,EN
50020621,Clavularia crassa,LC
50020625,Clavularia carpediem,DD
50078139,Monochirus atlanticus,DD
50107293,Bunodeopsis strumosa,DD
50107605,Actinia cari,DD
50108167,Actinia striata,DD
50113293,Condylactis aurantiaca,LC
50113365,Cribrinopsis crassa,LC
50148677,Paranemonia cinerea,DD
50148695,Paranemonia vouliagmeniensis,EN
50148787,Segonzactis hartogi,DD
50148930,Phymanthus pulcher,DD
50160898,Cladopsammia rolandi,DD
50161091,Epizoanthus paguricola,DD
50161093,Epizoanthus paxii,DD
50902942,Uraspis helvola,LC
50902961,Pentaprion longimanus,LC
50903119,Mulloidichthys flavolineatus,LC
50903138,Upeneus sulphureus,LC
50903183,Upeneus vittatus,LC
50903234,Dactyloptena orientalis,LC
50903260,Pterois russelii,LC
50903263,Paramonacanthus choirocephalus,LC
54007412,Upeneus oligospilus,LC
54007474,Sillago arabica,LC
56064318,Liolaemus lineomaculatus,LC
56084246,Lycenchelys platyrhina,DD
56499825,Euphorbia bruntii,DD
56503738,Rachicallis americana,LC
56779782,Chromogobius britoi,LC
56852190,Ilisha melastoma,LC
56852265,Ilisha megaloptera,LC
56852298,Kyphosus bigibbus,LC
56852351,Sillago attenuata,LC
56852510,Aesopia cornuta,LC
56852595,Choeroichthys brachysoma,LC
57453548,Aphyonus gelatinosus,LC
57453584,Nybelinella erikssoni,DD
57453648,Bythites islandicus,DD
57453678,Barathronus multidens,DD
57453696,Holcomycteronus squamosus,LC
57453720,Maulisia argipalla,LC
57453743,Bajacalifornia calcarata,LC
57505507,Ambassis natalensis,LC
57505709,Pachypanchax playfairii,DD
57506640,Herklotsichthys quadrimaculatus,LC
57508187,Eleotris mauritiana,LC
57509336,Kraemeria samoensis,LC
57509409,Kuhlia sauvagii,VU
57509876,Scatophagus tetracanthus,LC
57693936,Bathyonus laticeps,DD
57714556,Barathrites iris,LC
57825241,Einara edentula,LC
58241062,Dolichopteryx longipes,LC
60469170,Abyssoberyx levisquamosus,DD
60469175,Abyssobrotula galatheae,LC
60469186,Alepisaurus brevirostris,LC
60469196,Amblycirrhitus earnshawi,EN
60469204,Apagesoma delosommatus,LC
60469215,Aphyonus rassi,DD
60469220,Apletodon barbatus,VU
60469232,Aristostomias lunifer,LC
60469237,Astronesthes decoratus,LC
60469241,Astronesthes haplophos,LC
60469244,Astronesthes karsteni,LC
60469249,Barbantus elongatus,DD
60469264,Bassozetus levistomatus,LC
60469273,Bassozetus normalis,LC
60469298,Bassozetus oncerocephalus,DD
60469323,Bathophilus metallicus,LC
60469375,Bathophilus schizochirus,LC
60469441,Bathycongrus bertini,LC
60469516,Bathylaco nielseni,DD
60469527,Bathytroctes squamosus,LC
60469546,Bembrops cadenati,LC
60469552,Cataetyx bruuni,LC
60469615,Caulophryne pelagica,DD
60469670,Centrophryne spinulosa,LC
60469697,Cetomimus compunctus,DD
60469712,Cetomimus hempeli,DD
60469804,Chaenophryne draco,LC
60469816,Chiasmodon braueri,LC
60469866,Coryphaenoides rudis,LC
60469980,Cyclothone parapallida,LC
60470089,Danacetichthys galathenus,DD
60470092,Diaphus problematicus,LC
60470096,Diaphus vanhoeffeni,LC
60470322,Dicrolene introniger,LC
60470339,Didogobius amicuscaridis,VU
60470344,Diplecogaster ctenocrypta,LC
60470358,Dolopichthys jubatus,DD
60470361,Dolopichthys pullatus,DD
60470373,Dysalotus oligoscolus,LC
60470376,Epigonus affinis,LC
60470379,Eustomias aequatorialis,LC
60470382,Eustomias contiguus,DD
60470388,Eustomias insularum,DD
60470392,Eustomias intermedius,LC
60470395,Eustomias kreffti,LC
60470399,Eustomias lanceolatus,LC
60470414,Eustomias monoclonoides,DD
60470418,Eustomias satterleei,LC
60470422,Eustomias simplex,LC
60470425,Eustomias spherulifer,LC
60470440,Eustomias tenisoni,DD
60470461,Gadella svetovidovi,DD
60470467,Gadomus arcuatus,LC
60470481,Gigantactis elsmani,LC
60470485,Gigantactis gibbsi,LC
60470489,Gigantactis golovani,LC
60470665,Gigantactis gracilicauda,DD
60470674,Gigantactis herwigi,LC
60470680,Gigantactis ios,LC
60470683,Gigantactis longicirra,LC
60470687,Gigantactis vanhoeffeni,DD
60470704,Gonorynchus gonorynchus,LC
60470750,Grammonus longhursti,LC
60470770,Haplophryne mollis,LC
60470792,Himantolophus albinares,DD
60470817,Himantolophus brevirostris,DD
60470856,Himantolophus macroceras,DD
60470876,Himantolophus macroceratoides,DD
60470908,Himantolophus multifurcatus,DD
60470918,Himantolophus rostratus,DD
60470977,Holcomycteronus profundissimus,LC
60471195,Hymenogadus gracilis,DD
60471691,Ichthyococcus polli,LC
60471792,Kali kerberti,LC
60471825,Kali macrura,LC
60471850,Laemonema robustum,DD
60471855,Lampadena speculigera,LC
60471860,Lampanyctus photonotus,LC
60471865,Lampanyctus vadulus,LC
60471877,Lamprogrammus brunswigi,LC
60471883,Lamprogrammus exutus,LC
60471901,Lamprogrammus niger,LC
60471916,Lamprogrammus shcherbachevi,DD
60471925,Lasiognathus saccostoma,LC
60471934,Leptacanthichthys gracilispinis,DD
60471973,Leptostomias gracilis,LC
60472006,Linophryne maderensis,DD
60472203,Linophryne polypogon,DD
60472409,Linophryne racemifera,DD
60472779,Linophryne sexfilis,DD
60473762,Loweina interrupta,LC
60474290,Loweina rara,LC
60475013,Luciobrotula nolfi,LC
60475627,Macrouroides inflaticeps,LC
60476220,Maurolicus amethystinopunctatus,LC
60476941,Melamphaes ebelingi,DD
60477122,Melamphaes longivelis,DD
60477337,Melamphaes polylepis,DD
60477619,Melamphaes pumilus,DD
60477991,Melamphaes suborbitalis,DD
60478393,Melamphaes typhlops,DD
60478881,Melanostomias melanops,LC
60479167,Melanostomias paucilaternatus,LC
60479354,Melanostomias spilorhynchus,LC
60479648,Mentodus facilis,LC
60480024,Mentodus longirostris,LC
60480620,Mentodus mesalirus,LC
60480946,Mentodus perforatus,LC
60481184,Mentodus rostratus,LC
60481655,Mesobius berryi,LC
60481663,Monognathus nigeli,DD
60481692,Nannobrachium wisneri,LC
60481712,Nansenia longicauda,DD
60481729,Nansenia megalopa,DD
60481876,Nansenia pelagica,DD
60481885,Narcetes erimelas,LC
60481914,Neoceratias spinifer,LC
60482037,Odontomacrurus murrayi,LC
60482063,Oneirodes clarkei,DD
60482102,Oneirodes macrosteus,LC
60482105,Oneirodes myrionemus,DD
60482178,Ophichthus pullus,LC
60482248,Parabrotula plagiophthalma,LC
60482259,Paracaristius nudarcus,DD
60482312,Penopus microphthalmus,LC
60482374,Pentherichthys atratus,LC
60482467,Photonectes caerulescens,LC
60482532,Photostomias atrox,LC
60482553,Phyllorhinichthys balushkini,LC
60482562,Phyllorhinichthys micractis,LC
60482607,Physiculus karrerae,DD
60482611,Physiculus maslowskii,DD
60482676,Platyberyx andriashevi,DD
60482710,Platyberyx mauli,DD
60482715,Porogadus abyssalis,DD
60482748,Porogadus miles,LC
60482776,Porogadus nudus,DD
60482786,Porogadus subarmatus,DD
60482810,Poromitra capito,DD
60482859,Poromitra megalops,DD
60482909,Priolepis ascensionis,EN
60483083,Pseudoscopelus altipinnis,LC
60483092,Pseudoscopelus scutatus,LC
60483137,Regalecus russelii,LC
60483177,Rhynchactis macrothrix,DD
60483211,Rhynchohyalus natalensis,LC
60483257,Rondeletia bicolor,LC
60483273,Rondeletia loricata,LC
60483363,Sciadonus jonassoni,DD
60484333,Scopelogadus mizolepis,LC
60484350,Scorpaena ascensionis,EN
60484369,Scorpaena mellissii,EN
60484396,Scorpaenodes insularis,LC
60484408,Selachophidium guentheri,LC
60484435,Serranus heterurus,LC
60484826,Sternoptyx pseudodiaphana,LC
60485122,Symbolophorus kreffti,LC
60485173,Synchiropus valdiviae,DD
60485561,Trigla macrodactylus,DD
60485860,Uncisudis longirostra,DD
60485886,Uroconger drachi,DD
61382004,Halichoerus grypus ssp. grypus,LC
61382025,Halichoerus grypus ssp. macrorhynchus,LC
61382318,Pusa hispida ssp. hispida,LC
61502946,Ipomoea habeliana,LC
61634591,Momotus coeruliceps,LC
61634940,Momotus bahamensis,LC
61650582,Corythornis cristatus,LC
61668607,Anguilla bengalensis,NT
61709141,Circus spilonotus,LC
61709172,Circus spilothorax,LC
61786470,Hibiscus tilliaceus,LC
61788175,Thespesia populnea,LC
61934220,Gigantactis watermani,DD
61934241,Dolopichthys danae,LC
61934264,Scopeloberyx robustus,DD
61934580,Bothus mellissi,LC
61963499,Odobenus rosmarus ssp. divergens,DD
61984292,Gnatholepis thompsoni,LC
62015238,Haematopus ater,LC
62021891,Larus novaehollandiae,LC
62026481,Gelochelidon nilotica,LC
62026537,Gelochelidon macrotarsa,LC
62030590,Larus smithsonianus,LC
62030608,Larus argentatus,LC
62030970,Larus michahellis,LC
62101215,Synthliboramphus hypoleucus,EN
62101249,Synthliboramphus scrippsi,VU
62114375,Podiceps occipitalis,LC
62154828,Rallus longirostris,LC
62155296,Rallus crepitans,LC
62169677,Fulica americana,LC
62289108,Prosobonia cancellata,EX
62289271,Prosobonia parvirostris,EN
62289571,Catharacta antarctica,LC
62290750,Charadrius obscurus,CR
62291168,Charadrius aquilonius,NT
62774969,Egretta garzetta,LC
62798292,Lepidium obtusatum,EX
63907567,Mollugo flavescens,LC
64239743,Euphausia superba,LC
64264329,Bidens eatonii,VU
64264338,Bidens hyperborea,LC
64272080,Carex lyngbyei,LC
64272648,Carex paleacea,LC
64273045,Carex pluriflora,LC
64273493,Carex subspathacea,LC
64310645,Chenopodium rubrum,LC
64311267,Elatine rubella,LC
64314090,Glyceria leptostachya,LC
64315076,Iris prismatica,LC
64315225,Isoetes riparia,LC
64315327,Jaumea carnosa,LC
64315553,Juncus balticus,LC
64315636,Juncus nodosus,LC
64316981,Lilaeopsis occidentalis,LC
64317082,Lipocarpha micrantha,LC
64317478,Luzula wahlenbergii,LC
64319146,Panicum acuminatum,LC
64321924,Primula stricta,LC
64323857,Rotala ramosior,LC
64325204,Stellaria humifusa,LC
64862189,Polygala galapageia,LC
64863710,Exodeconus miersii,LC
64864414,Lycium minimum,LC
64866136,Physalis galapagoensis,LC
64877516,Kallstroemia adscendens,LC
64878760,Cyperus anderssonii,LC
