iucn_sid,sciname_api,category
18256943,Eustomias obscurus,LC
18256992,Flagellostomias boureei,LC
18257189,Grammatostomias flagellibarba,LC
18257198,Idiacanthus fasciola,LC
18257269,Leptostomias gladiator,LC
18257303,Melanostomias bartonbeani,LC
18257309,Melanostomias valdiviae,LC
18257331,Neonesthes capensis,LC
18257417,Pachystomias microdon,LC
18257501,Rhadinesthes decimus,LC
18257533,Stomias brevibarbatus,LC
18257655,Stomias longibarbatus,LC
18257684,Trigonolampa miriceps,LC
18257696,Grammicolepis brachiusculus,LC
18257762,Spinachia spinachia,LC
18257780,Fistularia commersonii,LC
18258072,Entelurus aequoreus,LC
18258153,Minyichthys sentus,DD
18258202,Nerophis lumbriciformis,LC
18258249,Syngnathus rostellatus,LC
18258256,Syngnathus schmidti,DD
18258266,Syngnathus variegatus,DD
18258584,Apletodon bacescui,LC
18435966,Anguilla luzonensis,NT
19014407,Platichthys stellatus,LC
19199700,Andrena wollastoni,LC
19224959,Calystegia sepium,LC
19617543,Sonchus palustris,LC
19617691,Carex microglochin,LC
19617705,Carex otrubae,LC
19619037,Juncus heldreichianus,LC
19891498,Swartzia simplex,LC
19892025,Dalbergia parviflora,LC
19892334,Canavalia sericea,LC
19892898,Lotus schimperi,LC
19893149,Chamaecrista pedicellaris,LC
19922589,Pungitius tymensis,DD
19922686,Gasterosteus wheatlandi,LC
20249232,Caesio cuning,LC
20249446,Caesio lunaris,LC
20250059,Caesio teres,LC
20251047,Dipterygonotus balteatus,LC
20251507,Pterocaesio chrysozona,LC
20253006,Pterocaesio tessellata,LC
20253300,Alectis indica,LC
20255775,Alepes apercna,LC
20256067,Alepes kleinii,LC
20256729,Atule mate,LC
20257324,Carangoides chrysophrys,LC
20429419,Carangoides coeruleopinnatus,LC
20429438,Carangoides dinema,LC
20429448,Carangoides equula,LC
20429455,Carangoides ferdau,LC
20429462,Carangoides fulvoguttatus,LC
20429787,Carangoides hedlandensis,LC
20429793,Carangoides humerosus,LC
20429800,Carangoides malabaricus,LC
20429854,Carangoides oblongus,LC
20429869,Carangoides orthogrammus,LC
20429950,Carangoides plagiotaenia,LC
20430011,Carangoides talamparoides,LC
20430563,Caranx heberi,LC
20430651,Caranx ignobilis,LC
20430679,Caranx melampygus,LC
20430774,Caranx papuensis,LC
20430800,Caranx tille,LC
20431518,Decapterus macrosoma,LC
20431538,Decapterus muroadsi,LC
20432145,Gnathanodon speciosus,LC
20432158,Megalaspis cordyla,LC
20432226,Pantolabus radiatus,LC
20434679,Scomberoides commersonnianus,LC
20434766,Scomberoides lysan,LC
20435070,Scomberoides tala,LC
20435185,Scomberoides tol,LC
20435470,Selaroides leptolepis,LC
20435675,Seriola hippos,LC
20435860,Seriola quinqueradiata,LC
20435980,Seriolina nigrofasciata,LC
20436452,Trachinotus anak,DD
20436473,Trachinotus baillonii,LC
20436497,Trachinotus blochii,LC
20437309,Trachinotus coppingeri,LC
20661580,Parasudis truculenta,LC
20662018,Rosenblattichthys hubbsi,LC
20662028,Scopelarchoides danae,LC
20662040,Kryptophanaron alfredi,LC
20662092,Anchoviella lepidentostole,LC
20662212,Anchoviella cayennensis,LC
20662958,Fundulus majalis,LC
20663855,Dibranchus atlanticus,LC
20663917,Dibranchus tremendus,LC
20664078,Halieutichthys aculeatus,LC
20664248,Ogcocephalus cubifrons,LC
20664320,Ogcocephalus nasutus,LC
20664578,Ogcocephalus notatus,LC
20664652,Ogcocephalus parvus,LC
20664658,Ogcocephalus rostellum,LC
20664969,Lepophidium marmoratum,LC
20665034,Neobythites monocellatus,LC
20665159,Snyderidia canina,LC
20665243,Verilus sordidus,LC
20665551,Diplospinus multistriatus,LC
20665743,Howella atlantica,LC
20665832,Microdesmus carri,LC
20666166,Sphyraena borealis,LC
20666310,Benthodesmus tenuis,LC
20672310,Trichopsetta melasma,LC
20672323,Citharichthys amblybregmatus,DD
20672326,Citharichthys dinoceros,LC
20675303,Lepophidium crossotum,LC
20675356,Lepophidium entomelan,LC
20675360,Lepophidium gilmorei,LC
20675416,Lepophidium wileyi,LC
20681005,Asparagus kiusianus,EN
20694280,Helianthus debilis,LC
20885884,Cypselurus comatus,LC
20885891,Parexocoetus hillianus,LC
20885921,Prognichthys glaphyrae,LC
20885933,Paralepis elongata,LC
21101200,Dolichopteroides binocularis,LC
21101322,Winteria telescopa,LC
21103888,Holtbyrnia cyanocephala,LC
21104612,Holtbyrnia innesi,LC
21108245,Maulisia microlepis,LC
21110056,Diretmoides pauciradiatus,LC
21110117,Hoplostethus cadenati,LC
21110276,Barbourisia rufa,LC
21110389,Apletodon pellegrini,LC
21110692,Lecanogaster chrysea,LC
21110723,Opeatogenys cadenati,DD
21112632,Radiicephalus elongatus,LC
21112669,Stylephorus chordatus,LC
21112742,Zu elongatus,LC
21112836,Fowlerichthys senegalensis,LC
21112867,Caulophryne polynema,LC
21112879,Ceratias uranoscopus,LC
21112889,Linophryne arborifera,LC
21112898,Linophryne pennibarbata,LC
21112909,Lophiodes kempi,DD
21112967,Dolopichthys dinema,LC
21112977,Oneirodes theodoritissieri,LC
21112990,Draculo shango,LC
21113041,Caranx senegallus,LC
21113051,Hemicaranx bicolor,LC
21113090,Trachinotus goreensis,LC
21113095,Trachinotus maxillosus,LC
21113098,Trachinotus teraia,LC
21113110,Trachurus trecae,LC
21113133,Schedophilus huttoni,LC
21113146,Schedophilus velaini,LC
21113900,Dysalotus alcocki,LC
21113904,Kali indica,LC
21113907,Kali parri,LC
21114995,Cirrhitus atlanticus,LC
21115046,Centrarchops chapini,LC
21115107,Drepane africana,LC
21128493,Chaetodipterus lippei,LC
21128498,Ephippus goreensis,LC
21129279,Gerres nigri,LC
21130020,Corcyrogobius lubbocki,VU
21130060,Ctenogobius lepturus,LC
21130109,Didogobius kochi,LC
21130112,Didogobius wirtzi,LC
21130133,Gobioides africanus,LC
21130147,Gobius ateriformis,LC
21130156,Gobius rubropunctatus,LC
21130171,Gobius senegambiensis,LC
21130177,Gobius tetrophthalmus,VU
21130196,Gorogobius nigricinctus,LC
21130837,Lesueurigobius koumansi,LC
21130857,Nematogobius brachynemus,LC
21130938,Thorogobius angolensis,LC
21130959,Thorogobius rofeni,LC
21130979,Vanneaugobius canariensis,LC
21131347,Wheelerigobius maltzani,LC
21131356,Wheelerigobius wirtzi,LC
21131962,Girella zonata,VU
21132133,Microdesmus aethiopicus,LC
21132139,Microdesmus africanus,DD
21132290,Bembrops greyi,LC
21132305,Bembrops heterurus,LC
21132319,Galeoides decadactylus,NT
21132344,Pentanemus quinquarius,VU
21132418,Scombrolabrax heterolepis,LC
21132559,Meganthias carpenteri,DD
21132575,Pseudogramma guineensis,LC
21132618,Serranus accraensis,LC
21132622,Serranus sanctaehelenae,LC
21132654,Serranus africanus,LC
21132659,Trachinus armatus,LC
21132662,Trachinus collignoni,DD
21132665,Trachinus lineolatus,LC
21132668,Trachinus pellegrini,LC
21132672,Aphanopus intermedius,LC
21132679,Lepidopus dubius,LC
21132707,Uranoscopus albesca,LC
21132710,Uranoscopus cadenati,LC
21132724,Pachycara crossacanthum,LC
21132730,Monognathus jesperseni,DD
21132733,Monognathus taningi,DD
21132774,Saccopharynx ramosus,LC
21132808,Melamphaes eulepis,LC
21132815,Melamphaes hubbsi,DD
21132819,Melamphaes leprus,LC
21132822,Melamphaes simus,LC
21132825,Cyclothone obscura,LC
21132828,Gonostoma atlanticum,LC
21132839,Triplophos hemingi,LC
21132848,Phosichthys argenteus,LC
21132856,Yarrella blackfordi,LC
21132859,Argyropelecus sladeni,LC
21132879,Polyipnus polli,LC
21132882,Maurolicus walvisensis,LC
21132898,Aristostomias polydactylus,LC
21132901,Aristostomias xenostoma,LC
21132906,Astronesthes caulophorus,LC
21132910,Astronesthes indicus,LC
21132914,Astronesthes micropogon,LC
21132928,Bathophilus brevis,LC
21132935,Bathophilus longipinnis,LC
21132953,Bathophilus pawneei,LC
21132963,Borostomias elucens,LC
21132976,Chauliodus minimus,LC
21132979,Chauliodus schmidti,LC
21132986,Eustomias enbarbatus,LC
21132989,Eustomias fissibarbis,LC
21133003,Eustomias melanonema,LC
21133006,Eustomias patulus,DD
21133013,Eustomias triramis,LC
21133018,Grammatostomias dentatus,LC
21133028,Heterophotus ophistoma,LC
21133032,Idiacanthus atlanticus,LC
21133050,Melanostomias tentaculatus,LC
21133058,Neonesthes microcephalus,LC
21133064,Odontostomias masticopogon,LC
21133067,Odontostomias micropogon,LC
21133091,Photonectes braueri,LC
21133108,Photonectes margarita,LC
21133116,Photonectes mirabilis,LC
21133121,Stomias affinis,LC
21133131,Stomias lampropeltis,LC
21133167,Thysanactis dentex,LC
21133172,Aulostomus strigosus,LC
21133184,Cosmocampus retropinnis,DD
21133190,Allocyttus guineensis,LC
21133195,Allocyttus verrucosus,LC
21133207,Zenion hololepis,LC
22566261,Lophognathus longirostris,LC
22678576,Macrocephalon maleo,EN
22678588,Megapodius cumingii,LC
22678611,Megapodius eremita,LC
22678625,Megapodius pritchardii,EN
22678632,Eulipoa wallacei,VU
22679830,Biziura lobata,LC
22679846,Cygnus melancoryphus,LC
22679859,Cygnus buccinator,LC
22679869,Anser cygnoid,VU
22679872,Anser brachyrhynchus,LC
22679881,Anser albifrons,LC
22679896,Anser caerulescens,LC
22679919,Anser canagicus,NT
22679943,Branta leucopsis,LC
22679946,Branta bernicla,LC
22679958,Cereopsis novaehollandiae,LC
22679978,Chloephaga hybrida,LC
22680011,Tadorna tadornoides,LC
22680015,Tadorna variegata,LC
22680021,Tadorna cristata,CR
22680024,Tadorna tadorna,LC
22680029,Radjah radjah,LC
22680033,Tachyeres pteneres,LC
22680038,Tachyeres leucocephalus,VU
22680047,Tachyeres brachypterus,LC
22680052,Tachyeres patachonicus,LC
22680130,Lophonetta specularioides,LC
22680145,Anas capensis,LC
22680153,Mareca falcata,NT
22680157,Mareca penelope,LC
22680163,Mareca americana,LC
22680170,Anas sparsa,LC
22680174,Anas rubripes,LC
22680178,Anas fulvigula,LC
22680203,Anas laysanensis,CR
22680214,Anas luzonica,VU
22680217,Anas superciliosa,LC
22680221,Anas undulata,LC
22680229,Spatula discors,LC
22680236,Spatula smithii,LC
22680243,Spatula rhynchotis,LC
22680247,Spatula clypeata,LC
22680252,Anas bernieri,EN
22680280,Anas aucklandica,VU
22680287,Anas bahamensis,LC
22680301,Anas acuta,LC
22680306,Anas eatoni,VU
22680310,Anas georgica,LC
22680313,Spatula querquedula,LC
22680358,Aythya ferina,VU
22680364,Aythya valisineria,LC
22680367,Aythya americana,LC
22680387,Aythya australis,LC
22680391,Aythya fuligula,LC
22680398,Aythya marila,LC
22680402,Aythya affinis,LC
22680405,Somateria mollissima,NT
22680409,Somateria spectabilis,LC
22680412,Somateria fischeri,LC
22680415,Polysticta stelleri,VU
22680418,Camptorhynchus labradorius,EX
22680423,Histrionicus histrionicus,LC
22680427,Clangula hyemalis,VU
22680441,Melanitta perspicillata,LC
22680455,Bucephala clangula,LC
22680462,Bucephala albeola,LC
22680465,Mergellus albellus,LC
22680472,Lophodytes cucullatus,LC
22680485,Mergus serrator,LC
22680488,Mergus squamatus,EN
22680492,Mergus merganser,LC
22680496,Mergus australis,EX
22683027,Alcedo atthis,LC
22683033,Alcedo semitorquata,LC
22683037,Alcedo quadribrachys,LC
22683042,Alcedo meninting,LC
22683045,Ceyx azureus,LC
22683093,Corythornis vintsioides,LC
22683099,Corythornis thomensis,LC
22683106,Corythornis nais,LC
22683112,Corythornis leucogaster,LC
22683117,Alcedo coerulescens,LC
22683213,Pelargopsis amauroptera,NT
22683227,Pelargopsis capensis,LC
22683230,Pelargopsis melanorhyncha,LC
22683249,Halcyon pileata,LC
22683265,Halcyon senegaloides,LC
22683368,Todiramphus recurvirostris,LC
22683399,Todiramphus chloris,LC
22683422,Todiramphus saurophagus,LC
22683442,Todiramphus sanctus,LC
22683616,Megaceryle maxima,LC
22683634,Megaceryle torquata,LC
22683645,Ceryle rudis,LC
22683649,Chloroceryle amazona,LC
22683652,Chloroceryle americana,LC
22683658,Chloroceryle aenea,LC
22683744,Merops superciliosus,LC
22683982,Chalcites basalis,LC
22685200,Neophema petrophila,LC
22685203,Neophema chrysogaster,CR
22689032,Scotopelia peli,LC
22689535,Asio capensis,LC
22689714,Chordeiles minor,LC
22689985,Caprimulgus affinis,LC
22692146,Grus grus,LC
22692151,Grus monacha,VU
22692167,Grus japonensis,EN
22692353,Laterallus jamaicensis,NT
22692384,Gallirallus australis,VU
22692425,Hypotaenidia philippensis,LC
22692521,Lewinia pectoralis,LC
22692535,Dryolimnas cuvieri,LC
22692667,Zapornia pusilla,LC
22692680,Porzana fluminea,LC
22692705,Zapornia tabuensis,LC
22692708,Zapornia monasa,EX
22692778,Eulabeornis castaneoventris,LC
22692880,Gallinula tenebrosa,LC
22692913,Fulica atra,LC
22693097,Gallinago gallinago,LC
22693102,Gallinago nigripennis,LC
22693133,Lymnocryptes minimus,LC
22693150,Limosa limosa,NT
22693154,Limosa haemastica,LC
22693158,Limosa lapponica,NT
22693162,Limosa fedoa,LC
22693178,Numenius phaeopus,LC
22693182,Numenius tahitiensis,VU
22693185,Numenius tenuirostris,CR
22693190,Numenius arquata,NT
22693195,Numenius americanus,LC
22693199,Numenius madagascariensis,EN
22693207,Tringa erythropus,LC
22693211,Tringa totanus,LC
22693216,Tringa stagnatilis,LC
22693220,Tringa nebularia,LC
22693225,Tringa guttifer,EN
22693231,Tringa melanoleuca,LC
22693251,Xenus cinereus,LC
22693264,Actitis hypoleucos,LC
22693277,Actitis macularius,LC
22693289,Tringa brevipes,NT
22693305,Tringa incana,LC
22693319,Tringa semipalmata,LC
22693336,Arenaria interpres,LC
22693341,Arenaria melanocephala,LC
22693344,Limnodromus griseus,LC
22693348,Limnodromus scolopaceus,LC
22693351,Limnodromus semipalmatus,NT
22693356,Calidris virgata,LC
22693359,Calidris tenuirostris,EN
22693363,Calidris canutus,NT
22693369,Calidris alba,LC
22693373,Calidris pusilla,NT
22693376,Calidris mauri,LC
22693379,Calidris minuta,LC
22693383,Calidris ruficollis,NT
22693388,Calidris temminckii,LC
22693392,Calidris subminuta,LC
22693396,Calidris minutilla,LC
22693399,Calidris fuscicollis,LC
22693404,Calidris bairdii,LC
22693408,Calidris melanotos,LC
22693414,Calidris acuminata,LC
22693420,Calidris maritima,LC
22693424,Calidris ptilocnemis,LC
22693427,Calidris alpina,LC
22693431,Calidris ferruginea,NT
22693452,Calidris pygmaea,CR
22693464,Calidris falcinellus,LC
22693468,Calidris pugnax,LC
22693472,Steganopus tricolor,LC
22693490,Phalaropus lobatus,LC
22693494,Phalaropus fulicarius,LC
22693520,Nycticryphes semicollaris,LC
22693528,Actophilornis africanus,LC
22693556,Chionis albus,LC
22693567,Chionis minor,LC
22693584,Burhinus vermiculatus,LC
22693589,Burhinus capensis,LC
22693604,Esacus recurvirostris,NT
22693621,Haematopus meadewaldoi,EX
22693627,Haematopus moquini,LC
22693644,Haematopus palliatus,LC
22693647,Haematopus longirostris,LC
22693651,Haematopus unicolor,LC
22693656,Haematopus chathamensis,EN
22693663,Haematopus fuliginosus,LC
22693669,Haematopus leucopodus,LC
22693690,Himantopus novaezelandiae,CR
22693709,Cladorhynchus leucocephalus,LC
22693712,Recurvirostra avosetta,LC
22693717,Recurvirostra americana,LC
22693720,Recurvirostra novaehollandiae,LC
22693727,Pluvialis apricaria,LC
22693735,Pluvialis fulva,LC
22693740,Pluvialis dominica,LC
22693749,Pluvialis squatarola,LC
22693759,Charadrius hiaticula,LC
22693764,Charadrius semipalmatus,LC
22693767,Charadrius placidus,LC
22693770,Charadrius dubius,LC
22693774,Charadrius wilsonia,LC
22693777,Charadrius vociferus,LC
22693780,Charadrius thoracicus,VU
22693793,Charadrius pecuarius,LC
22693814,Charadrius pallidus,NT
22693828,Charadrius marginatus,LC
22693832,Charadrius ruficapillus,LC
22693836,Charadrius peronii,NT
22693839,Charadrius javanicus,NT
22693842,Charadrius collaris,LC
22693845,Charadrius bicinctus,LC
22693852,Charadrius falklandicus,LC
22693855,Charadrius mongolus,LC
22693862,Charadrius leschenaultii,LC
22693868,Charadrius asiaticus,LC
22693872,Charadrius veredus,LC
22693879,Charadrius modestus,LC
22693899,Thinornis novaeseelandiae,EN
22693928,Anarhynchus frontalis,VU
22693949,Vanellus vanellus,NT
22693978,Vanellus armatus,LC
22693983,Vanellus spinosus,LC
22694038,Vanellus melanopterus,LC
22694081,Dromas ardeola,LC
22694086,Pluvianus aegyptius,LC
22694127,Glareola pratincola,LC
22694132,Glareola maldivarum,LC
22694140,Glareola ocularis,VU
22694148,Glareola cinerea,LC
22694152,Glareola lactea,LC
22694160,Catharacta skua,LC
22694210,Catharacta chilensis,LC
22694218,Catharacta maccormicki,LC
22694240,Stercorarius pomarinus,LC
22694245,Stercorarius parasiticus,LC
22694251,Stercorarius longicaudus,LC
22694256,Rynchops niger,LC
22694271,Larus scoresbii,LC
22694279,Larus pacificus,LC
22694282,Larus belcheri,LC
22694286,Larus atlanticus,NT
22694289,Larus crassirostris,LC
22694292,Larus modestus,LC
22694296,Larus heermanni,NT
22694299,Larus leucophthalmus,NT
22694303,Larus hemprichii,LC
22694308,Larus canus,LC
22694313,Larus audouinii,LC
22694317,Larus delawarensis,LC
22694321,Larus californicus,LC
22694324,Larus marinus,LC
22694329,Larus dominicanus,LC
22694334,Larus glaucescens,LC
22694337,Larus occidentalis,LC
22694340,Larus livens,LC
22694343,Larus hyperboreus,LC
22694346,Larus glaucoides,LC
22694357,Larus armenicus,NT
22694362,Larus schistisagus,LC
22694373,Larus fuscus,LC
22694379,Larus ichthyaetus,LC
22694384,Larus brunnicephalus,LC
22694387,Larus cirrocephalus,LC
22694393,Larus hartlaubii,LC
22694413,Larus bulleri,EN
22694417,Larus maculipennis,LC
22694420,Larus ridibundus,LC
22694428,Larus genei,LC
22694432,Larus philadelphia,LC
22694436,Saundersilarus saundersi,VU
22694443,Larus melanocephalus,LC
22694447,Larus relictus,VU
22694452,Larus fuliginosus,VU
22694455,Larus atricilla,LC
22694462,Larus pipixcan,LC
22694469,Hydrocoloeus minutus,LC
22694473,Pagophila eburnea,NT
22694476,Rhodostethia rosea,LC
22694479,Xema sabini,LC
22694493,Creagrus furcatus,LC
22694497,Rissa tridactyla,VU
22694502,Rissa brevirostris,VU
22694524,Hydroprogne caspia,LC
22694537,Sterna aurantia,NT
22694542,Thalasseus maximus,LC
22694552,Thalasseus elegans,NT
22694561,Thalasseus bengalensis,LC
22694571,Thalasseus bergii,LC
22694585,Thalasseus bernsteini,CR
22694591,Thalasseus sandvicensis,LC
22694601,Sterna dougallii,LC
22694607,Sterna striata,LC
22694612,Sterna sumatrana,LC
22694618,Sterna hirundinacea,LC
22694623,Sterna hirundo,LC
22694629,Sterna paradisaea,LC
22694635,Sterna vittata,LC
22694641,Sterna virgata,NT
22694646,Sterna forsteri,LC
22694651,Sterna trudeaui,LC
22694656,Sternula albifrons,LC
22694666,Sternula saundersi,LC
22694673,Sternula antillarum,LC
22694685,Sternula lorata,EN
22694691,Sternula nereis,VU
22694699,Sternula balaenarum,VU
22694705,Sterna repressa,LC
22694716,Onychoprion aleuticus,VU
22694722,Onychoprion lunatus,LC
22694730,Onychoprion anaethetus,LC
22694740,Onychoprion fuscatus,LC
22694750,Chlidonias albostriatus,EN
22694764,Chlidonias hybrida,LC
22694782,Chlidonias leucopterus,LC
22694787,Chlidonias niger,LC
22694791,Phaetusa simplex,LC
22694794,Anous stolidus,LC
22694799,Anous minutus,LC
22694805,Anous tenuirostris,LC
22694821,Gygis alba,LC
22694830,Gygis microrhyncha,LC
22694834,Larosterna inca,NT
22694837,Alle alle,LC
22694841,Uria aalge,LC
22694847,Uria lomvia,LC
22694852,Alca torda,NT
22694856,Pinguinus impennis,EX
22694861,Cepphus grylle,LC
22694864,Cepphus columba,LC
22694867,Cepphus carbo,LC
22694870,Brachyramphus marmoratus,EN
22694875,Brachyramphus brevirostris,NT
22694887,Synthliboramphus craveri,VU
22694896,Synthliboramphus antiquus,LC
22694899,Synthliboramphus wumizusume,VU
22694903,Ptychoramphus aleuticus,NT
22694906,Aethia psittacula,LC
22694915,Aethia cristatella,LC
22694918,Aethia pygmaea,LC
22694921,Aethia pusilla,LC
22694924,Cerorhinca monocerata,LC
22694927,Fratercula arctica,VU
22694931,Fratercula corniculata,LC
22694934,Fratercula cirrhata,LC
22694938,Pandion haliaetus,LC
22695021,Macheiramphus alcinus,LC
22695036,Elanus leucurus,LC
22695091,Haliastur sphenurus,LC
22695094,Haliastur indus,LC
22695097,Haliaeetus leucogaster,LC
22695105,Haliaeetus sanfordi,VU
22695115,Haliaeetus vocifer,LC
22695121,Haliaeetus vociferoides,CR
22695137,Haliaeetus albicilla,LC
22695144,Haliaeetus leucocephalus,LC
22695147,Haliaeetus pelagicus,VU
22695163,Icthyophaga ichthyaetus,NT
22695293,Spilornis cheela,LC
22695344,Circus aeruginosus,LC
22695363,Circus approximans,LC
22695613,Accipiter madagascariensis,NT
22695909,Buteo galapagoensis,VU
22696247,Phalcoboenus australis,NT
22696354,Falco berigora,LC
22696391,Falco cenchroides,LC
22696453,Falco columbarius,LC
22696495,Falco cherrug,EN
22696545,Tachybaptus ruficollis,LC
22696589,Poliocephalus poliocephalus,LC
